3440.606    0.00   62.0    1
3440.989    0.05   60.0    1
3465.861    0.11   34.0    1
3475.450    0.09   35.0    1
3490.574    0.05   32.0    1
3565.379    0.96   27.0    1
3570.098    0.92   39.0    1
3581.193    0.86   49.0    1
3608.859    1.01   29.0    1
3618.768    0.99   30.0    1
3727.619    0.96   17.0    1
3758.233    0.96   39.0    1
3763.789    0.99   23.0    1
3815.840    1.49   24.0    1
3820.425    0.86   49.0    1
3824.444    0.00   42.0    1
3825.881    0.92   41.0    1
3840.438    0.99   21.0    1
3856.372    0.05   38.0    1
3859.911    0.00   67.0    1
3922.912    0.05   22.0    1
4045.812    1.49   28.0    1
4063.594    1.56   15.0    1
4071.738    1.61   16.0    1
5269.538    0.86   8.0     1
5018.440    2.89   9.0     2
5169.033    2.89   9.0     2
3227.740    1.17  10.0     2
