 3758.23	26.0 	0.96	-0.03 		110.5	  	 
 3763.79	26.0 	0.99	-0.24 		104.5	  	 
 3765.54	26.0 	3.24 	0.48 		27.8	  	 
 3767.19	26.0 	1.01	-0.39 		92.7	  	 
 3786.68	26.0 	1.01	-2.23 		27.7	  	 
 3787.88	26.0 	1.01	-0.86 		89.6	  	 
 3805.34	26.0 	3.30 	0.31 		16.5	  	 
 3815.84	26.0 	1.48 	0.24 		97.7	  	 
 3820.43	26.0 	0.86 	0.12 		129.0	  	 
 3824.44	26.0 	0.00	-1.36 		125.0	  	 
 3825.88	26.0 	0.91	-0.04 		120.0	  	 
 3827.82	26.0 	1.56 	0.06 		88.3	  	 
 3840.44	26.0 	0.99	-0.51 		91.6	  	 
 3849.97	26.0 	1.01	-0.97 		86.1	  	 
 3850.82	26.0 	0.99	-1.73 		49.2	  	 
 3856.37	26.0 	0.05	-1.29 		125.5	  	 
 3859.91	26.0 	0.00	-0.71 		142.0	  	 
 3865.52	26.0 	1.01	-0.98 		86.1	  	 
 3878.02	26.0 	0.96	-0.91 		92.4	  	 
 3878.57	26.0 	0.09	-1.38 		123.0	  	 
 3886.28	26.0 	0.05	-1.08 		128.5	  	 
 3887.05	26.0 	0.91	-1.14 		85.2	  	 
 3895.66	26.0 	0.11	-1.67 		109.0	  	 
 3899.71	26.0 	0.09	-1.53 		110.0	  	 
 3920.26	26.0 	0.12	-1.75 		99.7	  	 
 3922.91	26.0 	0.05	-1.65 		116.0	  	 
 4005.24	26.0 	1.56	-0.61 		74.6	  	 
 4045.81	26.0 	1.48 	0.28 		102.5	  	 
 4063.59	26.0 	1.56 	0.07 		94.6	  	 
 4071.74	26.0 	1.61	-0.02 		86.7	  	 
 4132.06	26.0 	1.61	-0.67 		62.1	  	 
 4143.87	26.0 	1.56	-0.46 		70.8	  	 
 4147.67	26.0 	1.48	-2.10 		11.0	  	 	  	 
 4187.04	26.0 	2.45	-0.55 		20.1	  	 
 4187.80	26.0 	2.42	-0.55 		22.7	  	 
 4191.43	26.0 	2.47	-0.73 		12.9	  	 
 4199.10	26.0 	3.05 	0.25 		19.5	  	 
 4202.03	26.0 	1.48	-0.70 		69.8	  	 
 4227.43	26.0 	3.33 	0.23 		15.1	  	 
 4233.60	26.0 	2.48	-0.60 		18.0	  	 
 4250.12	26.0 	2.47	-0.40 		26.4	  	 
 4260.47	26.0 	2.40	-0.02 		46.1	  	 
 4271.15	26.0 	2.45	-0.35 		27.7	  	 
 4271.76	26.0 	1.48	-0.16 		91.0	  	 
 4282.40	26.0 	2.17	-0.82 		18.7	  	 
 4325.76	26.0 	1.61	-0.01 		88.3	  	 
 4383.55	26.0 	1.48 	0.20 		108.0	  	 
 4404.75	26.0 	1.56	-0.14 		89.6	  	 
 4415.12	26.0 	1.61	-0.61 		66.2	  	 	  	 
 4461.65	26.0 	0.09	-3.20 		46.7	  	 
 4489.74	26.0 	0.12	-3.97 		12.7	  	 
 4494.56	26.0 	2.20	-1.14 		13.8	  	 
 4528.61	26.0 	2.18	-0.82 		21.9	  	 
 4531.15	26.0 	1.48	-2.15 		12.4	  	 
 4871.32	26.0 	2.87	-0.36 		13.0	  	 
 4891.49	26.0 	2.85	-0.11 		20.8	  	 
 4918.99	26.0 	2.87	-0.34 		10.6	  	 
 4920.50	26.0 	2.83 	0.07 		26.5	  	 
 4939.69	26.0 	0.86	-3.34 		 6.0	  	 	  	 
 5041.76	26.0 	1.49	-2.20 		11.1	  	 
 5171.60	26.0 	1.49	-1.79 		30.6	  	 
 5232.94	26.0 	2.94	-0.06 		13.4	  	 
 5266.56	26.0 	3.00	-0.39 		 9.4	  	 
 5269.54	26.0 	0.86	-1.32 		104.5	  	 
 5324.18	26.0 	3.21	-0.24 		13.2	  	 
 5328.04	26.0 	0.92	-1.47 		94.8	  	 
 5328.53	26.0 	1.56	-1.85 		25.0	  	 
 5371.49	26.0 	0.96	-1.65 		82.7	  	 
 5397.13	26.0 	0.92	-1.99 		68.3	  	 
 5405.78	26.0 	0.99	-1.84 		65.9	  	 
 5429.70	26.0 	0.96	-1.88 		72.5	  	 
 5434.52	26.0 	1.01	-2.12 		46.3	  	 
 5446.92	26.0 	0.99	-1.91 		59.2	  	 
 5455.61	26.0 	1.01	-2.09 		46.5	  	 
 5497.52	26.0 	1.01	-2.85 		15.1	  	 
 5501.47	26.0 	0.96	-3.05 		10.4	  	 
 5506.78	26.0 	0.99	-2.80 		19.5	  	 
 4233.17	26.1 	2.58	-1.90 		19.0	  	 
 4508.29	26.1 	2.86	-2.25 		 5.8	  	 
 4522.63	26.1 	2.84	-2.03 	     6.3	  	 
 5234.63	26.1 	3.22	-2.15 		 7.1	  	 
