  3758.23  26.0   0.96   -0.03       69.3
  3763.79  26.0   0.99   -0.24       60.3
  3787.88  26.0   1.01   -0.86       42.9
  3820.43  26.0   0.86    0.12       71.8
  3824.44  26.0   0.00   -1.36       75.2
  3825.88  26.0   0.91   -0.04       60.9
  3827.82  26.0   1.56    0.06       48.5
  3840.44  26.0   0.99   -0.51       54.1
  3849.97  26.0   1.01   -0.97       45.1
  3856.37  26.0   0.05   -1.29       65.8
  3859.91  26.0   0.00   -0.71       69.2
  3865.52  26.0   1.01   -0.98       39.3
  3878.02  26.0   0.96   -0.91       48.6
  3899.71  26.0   0.09   -1.53       65.5
  3922.91  26.0   0.05   -1.65       60.3
  4005.24  26.0   1.56   -0.61       25.5
  4045.81  26.0   1.48    0.28       52.0
  4063.59  26.0   1.56    0.07       47.2
  4071.74  26.0   1.61   -0.02       42.3
  4132.06  26.0   1.61   -0.67       24.8
  4143.87  26.0   1.56   -0.46       30.8
  4260.47  26.0   2.40   -0.02       16.0
  4383.55  26.0   1.48    0.20       62.7
  4404.75  26.0   1.56   -0.14       43.0
  4528.61  26.0   2.18   -0.82        7.3
  4920.50  26.0   2.83    0.07        6.1
  4939.69  26.0   0.86   -3.34       19.3
  5269.54  26.0   0.86   -1.32       43.6
  5328.04  26.0   0.92   -1.47       37.8
  5371.49  26.0   0.96   -1.65       23.6
  5397.13  26.0   0.92   -1.99       18.0
  5405.78  26.0   0.99   -1.84       17.2
  5429.70  26.0   0.96   -1.88       16.2
  5434.52  26.0   1.01   -2.12       11.9
  5446.92  26.0   0.99   -1.91       20.2
  5455.61  26.0   1.01   -2.09       13.1
  4522.63  26.1   2.84   -2.03        6.9
