3440.606  0.00   5.1  
3440.989  0.05   3.0
3581.193  0.86   6.2
3618.768  0.99   1.2
3719.935  0.00   7.9
3737.131  0.05   4.5
3745.561  0.09   3.9
3748.262  0.11   1.9
3758.233  0.96   2.0
3820.425  0.86   3.4
3825.881  0.92   1.8
3856.372  0.05   1.1
3859.912  0.00   4.8
3227.742  1.67   2.2
5018.450  2.89   0.8
