,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,94.71,6.9,    0.0700
1,FeI,4788.76,3.24,-1.763000000,81.61,6.95,    0.1200
2,FeI,4789.65,3.55,-0.957000000,96.01,6.92,    0.0900
3,FeI,4791.25,3.27,-2.435000000,52.11,6.94,    0.1100
4,FeI,4793.96,3.05,-3.430000000,17.41,6.87,    0.0400
5,FeI,4794.35,2.42,-3.950000000,22.51,6.8,    0.0200
6,FeI,4798.27,4.19,-1.174000000,47.41,6.64,    0.1800
7,FeI,4799.41,3.64,-2.130000000,47.61,6.96,    0.1300
8,FeI,4802.88,3.64,-1.514000000,70.71,6.89,    0.0600
9,FeI,4807.71,3.37,-2.150000000,62.41,6.97,    0.1400
10,FeI,4808.15,3.25,-2.690000000,35.01,6.8,    0.0200
11,FeI,4809.94,3.57,-2.620000000,18.51,6.7,    0.1200
12,FeI,4839.54,3.27,-1.822000000,77.91,6.94,    0.1100
13,FeI,4848.88,2.28,-3.137000000,63.81,6.71,    0.1200
14,FeI,4855.67,3.37,-1.700000000,82.11,7.03,    0.2000
15,FeI,4869.46,3.55,-2.420000000,25.21,6.65,    0.1700
16,FeI,4873.75,3.3,-2.960000000,16.61,6.67,    0.1600
17,FeI,4875.88,3.33,-1.900000000,73.81,6.93,    0.1000
18,FeI,4877.6,3.0,-3.050000000,36.81,6.9,    0.0600
19,FeI,4882.14,3.42,-1.480000000,82.11,6.8,    0.0200
20,FeI,4885.43,3.88,-0.970000000,78.01,6.79,    0.0300
21,FeI,4892.86,4.22,-1.290000000,56.01,6.95,    0.1200
22,FeI,4896.44,3.88,-1.890000000,40.01,6.84,    0.0000
23,FeI,4905.13,3.93,-1.730000000,36.91,6.66,    0.1600
24,FeI,4907.73,3.43,-1.700000000,72.21,6.8,    0.0200
25,FeI,4910.02,3.4,-1.310000000,92.61,6.93,    0.1000
26,FeI,4911.53,4.26,-1.840000000,26.61,6.92,    0.0900
27,FeI,4911.78,3.93,-1.790000000,46.61,6.92,    0.0900
28,FeI,4917.23,4.19,-1.080000000,64.71,6.9,    0.0700
29,FeI,4918.01,4.23,-1.260000000,51.21,6.84,    0.0000
30,FeI,4924.77,2.28,-2.216000000,113.91,7.01,    0.1800
31,FeI,4933.87,3.94,-1.560000000,52.71,6.85,    0.0200
32,FeI,4946.39,3.37,-1.110000000,103.21,6.83,    0.0000
33,FeI,4950.1,3.42,-1.490000000,85.21,6.87,    0.0400
34,FeI,4961.91,3.63,-2.190000000,31.11,6.65,    0.1700
35,FeI,4962.57,4.18,-1.182000000,55.61,6.79,    0.0300
36,FeI,4969.92,4.22,-0.710000000,75.21,6.8,    0.0300
37,FeI,4985.25,3.93,-0.447000000,95.51,6.67,    0.1500
38,FeI,4985.55,2.86,-1.331000000,112.61,6.66,    0.1600
39,FeI,4986.22,4.22,-1.290000000,48.91,6.8,    0.0200
40,FeII,4993.35,2.81,-3.684000000,39.41,6.79,    0.0700
41,FeI,4993.68,4.21,-1.370000000,55.91,7.02,    0.1900
42,FeI,4999.11,4.19,-1.640000000,29.51,6.7,    0.1200
43,FeI,5002.79,3.4,-1.460000000,87.71,6.87,    0.0400
44,FeI,5005.71,3.88,-0.120000000,112.11,6.75,    0.0800
45,FeI,5012.7,4.28,-1.690000000,34.21,6.96,    0.1300
46,FeI,5014.94,3.94,-0.183000000,111.21,6.74,    0.0900
47,FeI,5021.59,4.26,-0.918000000,68.41,6.92,    0.0900
48,FeI,5022.23,3.98,-0.370000000,101.21,6.77,    0.0500
49,FeI,5023.19,4.28,-1.500000000,38.11,6.86,    0.0300
50,FeI,5023.5,4.31,-1.670000000,31.61,6.92,    0.0900
51,FeI,5028.13,3.57,-1.036000000,93.11,6.89,    0.0600
52,FeI,5029.62,3.42,-1.950000000,60.71,6.78,    0.0400
53,FeI,5030.78,3.24,-2.830000000,28.61,6.77,    0.0500
54,FeI,5031.91,4.37,-1.570000000,23.91,6.7,    0.1200
55,FeI,5036.92,3.02,-3.010000000,34.71,6.83,    0.0000
56,FeI,5044.21,2.85,-2.038000000,86.61,6.78,    0.0400
57,FeI,5048.44,3.96,-1.005000000,73.91,6.77,    0.0500
58,FeI,5054.64,3.64,-1.921000000,44.71,6.67,    0.1500
59,FeI,5056.84,4.26,-1.860000000,30.61,7.03,    0.2000
60,FeI,5058.5,3.64,-2.830000000,12.21,6.76,    0.0600
61,FeI,5067.15,4.22,-0.970000000,74.01,7.02,    0.1900
62,FeI,5074.75,4.22,-0.230000000,103.91,6.92,    0.0800
63,FeI,5088.15,4.15,-1.680000000,33.41,6.79,    0.0400
64,FeI,5090.77,4.26,-0.440000000,84.51,6.76,    0.0600
65,FeI,5099.08,3.98,-1.370000000,62.71,6.9,    0.0700
66,FeII,5100.66,2.81,-4.197000000,18.01,6.73,    0.0000
67,FeI,5104.44,4.28,-1.590000000,41.91,7.02,    0.1900
68,FeI,5109.65,4.3,-0.980000000,68.11,6.99,    0.1600
69,FeI,5115.78,3.57,-2.640000000,25.61,6.9,    0.0700
70,FeI,5127.68,0.05,-6.125000000,68.21,7.01,    0.1800
71,FeI,5129.63,3.94,-1.670000000,55.31,6.99,    0.1600
72,FeII,5132.66,2.81,-4.094000000,18.81,6.65,    0.0700
73,FeII,5136.8,2.84,-4.356000000,12.31,6.71,    0.0100
74,FeI,5141.74,2.42,-1.978000000,105.31,6.69,    0.1400
75,FeI,5143.72,2.2,-3.690000000,45.41,6.74,    0.0800
76,FeI,5145.09,2.2,-2.876000000,84.51,6.8,    0.0200
77,FeI,5159.06,4.28,-0.820000000,63.31,6.7,    0.1200
78,FeI,5162.27,4.18, 0.020000000,112.11,6.77,    0.0500
79,FeI,5180.06,4.47,-1.160000000,48.21,6.93,    0.1000
80,FeI,5187.91,4.14,-1.371000000,53.31,6.89,    0.0600
81,FeI,5197.94,4.3,-1.540000000,28.81,6.71,    0.1100
82,FeI,5225.53,0.11,-4.789000000,119.91,6.99,    0.1600
83,FeI,5228.38,4.22,-1.190000000,64.61,7.02,    0.1900
84,FeII,5234.62,3.22,-2.180000000,79.71,6.75,    0.0200
85,FeI,5236.2,4.19,-1.497000000,36.01,6.7,    0.1300
86,FeI,5242.49,3.63,-0.967000000,88.61,6.71,    0.1100
87,FeI,5243.78,4.26,-1.050000000,68.61,7.01,    0.1800
88,FeI,5253.02,2.28,-3.840000000,32.71,6.72,    0.1000
89,FeI,5253.46,3.28,-1.579000000,81.81,6.68,    0.1400
90,FeII,5256.93,2.89,-4.182000000,13.41,6.64,    0.0800
91,FeI,5263.86,3.57,-2.135000000,54.31,7.0,    0.1700
92,FeII,5264.8,3.23,-3.130000000,38.51,6.69,    0.0300
93,FeI,5267.27,4.37,-1.596000000,21.41,6.66,    0.1700
94,FeI,5273.16,3.29,-1.008000000,109.91,6.69,    0.1300
95,FeI,5273.37,2.48,-1.972000000,119.01,7.02,    0.1900
96,FeI,5280.36,3.64,-1.817000000,60.61,6.9,    0.0600
97,FeII,5284.1,2.89,-3.195000000,56.01,6.8,    0.0700
98,FeI,5285.13,4.43,-1.660000000,27.81,6.95,    0.1200
99,FeI,5288.52,3.7,-1.493000000,64.51,6.72,    0.1000
100,FeI,5293.96,4.14,-1.770000000,28.81,6.75,    0.0700
101,FeI,5294.55,3.64,-2.760000000,16.31,6.82,    0.0000
102,FeI,5295.31,4.42,-1.590000000,26.61,6.83,    0.0000
103,FeI,5298.78,3.64,-2.016000000,49.11,6.84,    0.0100
104,FeI,5307.36,1.61,-2.912000000,111.41,6.74,    0.0800
105,FeI,5315.07,4.37,-1.650000000,30.61,6.93,    0.1000
106,FeI,5320.04,3.64,-2.440000000,24.31,6.73,    0.0900
107,FeI,5322.04,2.28,-2.802000000,83.91,6.78,    0.0400
108,FeII,5325.55,3.22,-3.160000000,37.01,6.68,    0.0400
109,FeI,5326.14,3.57,-2.071000000,44.81,6.73,    0.0900
110,FeI,5329.99,4.08,-1.196000000,61.31,6.81,    0.0200
111,FeI,5364.87,4.45, 0.228000000,103.91,6.65,    0.1800
112,FeI,5373.71,4.47,-0.710000000,59.61,6.71,    0.1100
113,FeI,5376.83,4.29,-2.210000000,14.41,6.96,    0.1300
114,FeI,5379.57,3.7,-1.514000000,67.41,6.8,    0.0200
115,FeI,5386.33,4.15,-1.670000000,30.51,6.7,    0.1200
116,FeI,5387.48,4.14,-2.034000000,23.71,6.89,    0.0600
117,FeI,5389.48,4.42,-0.410000000,79.81,6.78,    0.0400
118,FeI,5398.28,4.45,-0.630000000,65.31,6.72,    0.1000
119,FeI,5401.27,4.32,-1.820000000,26.01,6.93,    0.1000
120,FeI,5403.82,4.08,-1.034000000,68.31,6.8,    0.0200
121,FeI,5405.35,4.39,-1.390000000,46.11,7.02,    0.1900
122,FeI,5406.78,4.37,-1.620000000,32.51,6.94,    0.1100
123,FeI,5409.13,4.37,-1.200000000,55.71,7.0,    0.1700
124,FeI,5412.78,4.43,-1.716000000,16.41,6.69,    0.1300
125,FeII,5414.07,3.22,-3.580000000,20.61,6.65,    0.0700
126,FeI,5417.03,4.42,-1.580000000,30.81,6.91,    0.0800
127,FeI,5432.95,4.45,-0.940000000,63.71,7.0,    0.1600
128,FeI,5436.3,4.39,-1.440000000,35.51,6.84,    0.0100
129,FeI,5436.59,2.28,-2.964000000,74.61,6.7,    0.1200
130,FeI,5441.34,4.31,-1.630000000,29.81,6.82,    0.0000
131,FeI,5445.04,4.39,-0.020000000,100.41,6.78,    0.0400
132,FeI,5461.55,4.45,-1.800000000,20.81,6.92,    0.0900
133,FeI,5466.4,4.37,-0.630000000,75.61,6.86,    0.0300
134,FeI,5466.99,3.57,-2.233000000,39.11,6.77,    0.0500
135,FeI,5470.09,4.45,-1.710000000,23.01,6.89,    0.0600
136,FeI,5472.71,4.21,-1.495000000,51.01,7.01,    0.1800
137,FeI,5473.16,4.19,-2.040000000,18.91,6.81,    0.0100
138,FeI,5473.9,4.15,-0.720000000,80.51,6.81,    0.0100
139,FeI,5476.29,4.14,-0.913000000,76.51,6.95,    0.1200
140,FeI,5476.56,4.1,-0.309000000,107.31,6.98,    0.1500
141,FeI,5483.1,4.15,-1.392000000,47.71,6.78,    0.0500
142,FeI,5487.14,4.42,-1.430000000,33.71,6.82,    0.0000
143,FeI,5493.5,4.1,-1.480000000,40.81,6.66,    0.1600
144,FeI,5494.46,4.08,-1.990000000,25.01,6.8,    0.0300
145,FeI,5522.45,4.21,-1.450000000,45.21,6.85,    0.0200
146,FeI,5525.54,4.23,-1.084000000,52.81,6.66,    0.1600
