,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,113.01,7.34,    0.1300
1,FeI,4787.83,3.0,-2.604000000,78.61,7.34,    0.1400
2,FeI,4788.76,3.24,-1.763000000,94.01,7.25,    0.0400
3,FeI,4793.96,3.05,-3.430000000,26.61,7.12,    0.0700
4,FeI,4794.35,2.42,-3.950000000,42.31,7.23,    0.0300
5,FeI,4799.41,3.64,-2.130000000,66.01,7.36,    0.1600
6,FeI,4802.88,3.64,-1.514000000,82.01,7.15,    0.0500
7,FeI,4808.15,3.25,-2.690000000,53.11,7.18,    0.0200
8,FeI,4809.94,3.57,-2.620000000,37.61,7.17,    0.0300
9,FeI,4839.54,3.27,-1.822000000,95.41,7.37,    0.1600
10,FeI,4843.14,3.4,-1.650000000,105.01,7.42,    0.2100
11,FeI,4848.88,2.28,-3.137000000,84.21,7.17,    0.0300
12,FeI,4855.67,3.37,-1.700000000,100.01,7.44,    0.2300
13,FeI,4869.46,3.55,-2.420000000,53.11,7.25,    0.0500
14,FeI,4875.88,3.33,-1.900000000,86.11,7.19,    0.0000
15,FeI,4877.6,3.0,-3.050000000,54.11,7.24,    0.0400
16,FeI,4882.14,3.42,-1.480000000,105.41,7.27,    0.0700
17,FeI,4885.43,3.88,-0.970000000,89.61,7.05,    0.1400
18,FeI,4892.86,4.22,-1.290000000,72.51,7.3,    0.1000
19,FeII,4893.81,2.83,-4.267000000,26.51,7.26,    0.2300
20,FeI,4896.44,3.88,-1.890000000,63.01,7.32,    0.1100
21,FeI,4905.13,3.93,-1.730000000,60.81,7.16,    0.0400
22,FeI,4907.73,3.43,-1.700000000,87.81,7.13,    0.0600
23,FeI,4910.02,3.4,-1.310000000,109.11,7.28,    0.0700
24,FeI,4911.53,4.26,-1.840000000,45.61,7.33,    0.1300
25,FeI,4911.78,3.93,-1.790000000,69.11,7.4,    0.2000
26,FeI,4917.23,4.19,-1.080000000,83.41,7.3,    0.1000
27,FeI,4918.01,4.23,-1.260000000,68.61,7.2,    0.0000
28,FeI,4950.1,3.42,-1.490000000,100.61,7.18,    0.0200
29,FeI,4961.91,3.63,-2.190000000,56.81,7.19,    0.0000
30,FeI,4962.57,4.18,-1.182000000,73.31,7.17,    0.0300
31,FeI,4969.92,4.22,-0.710000000,95.91,7.22,    0.0200
32,FeI,4986.22,4.22,-1.290000000,64.51,7.13,    0.0700
33,FeI,4992.78,4.26,-2.350000000,14.51,7.09,    0.1000
34,FeII,4993.35,2.81,-3.684000000,44.11,7.11,    0.0800
35,FeI,4999.11,4.19,-1.640000000,52.31,7.2,    0.0000
36,FeI,5002.79,3.4,-1.460000000,106.31,7.23,    0.0300
37,FeI,5012.7,4.28,-1.690000000,50.01,7.3,    0.0900
38,FeI,5023.19,4.28,-1.500000000,56.51,7.24,    0.0300
39,FeI,5023.5,4.31,-1.670000000,52.61,7.36,    0.1600
40,FeI,5028.13,3.57,-1.036000000,114.41,7.38,    0.1800
41,FeI,5029.62,3.42,-1.950000000,82.51,7.29,    0.0900
