,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,116.01,7.43,    0.2000
1,FeI,4788.76,3.24,-1.763000000,98.21,7.38,    0.1500
2,FeI,4794.35,2.42,-3.950000000,41.61,7.24,    0.0100
3,FeI,4799.41,3.64,-2.130000000,70.01,7.48,    0.2500
4,FeI,4802.88,3.64,-1.514000000,83.41,7.2,    0.0200
5,FeI,4807.71,3.37,-2.150000000,81.91,7.42,    0.1800
6,FeI,4808.15,3.25,-2.690000000,58.61,7.32,    0.0800
7,FeI,4809.94,3.57,-2.620000000,38.41,7.2,    0.0300
8,FeI,4839.54,3.27,-1.822000000,98.61,7.48,    0.2400
9,FeI,4843.14,3.4,-1.650000000,107.51,7.49,    0.2500
10,FeI,4848.88,2.28,-3.137000000,86.71,7.26,    0.0200
11,FeI,4855.67,3.37,-1.700000000,99.21,7.44,    0.2000
12,FeI,4869.46,3.55,-2.420000000,52.81,7.27,    0.0300
13,FeI,4873.75,3.3,-2.960000000,33.91,7.12,    0.1000
14,FeI,4875.88,3.33,-1.900000000,85.71,7.2,    0.0300
15,FeI,4877.6,3.0,-3.050000000,51.91,7.22,    0.0100
16,FeI,4882.14,3.42,-1.480000000,104.11,7.26,    0.0300
17,FeI,4885.43,3.88,-0.970000000,92.61,7.15,    0.0800
18,FeI,4892.86,4.22,-1.290000000,67.61,7.21,    0.0100
19,FeI,4896.44,3.88,-1.890000000,61.91,7.31,    0.0700
20,FeI,4905.13,3.93,-1.730000000,60.81,7.17,    0.0600
21,FeI,4907.73,3.43,-1.700000000,91.21,7.23,    0.0000
22,FeI,4910.02,3.4,-1.310000000,110.01,7.32,    0.0800
23,FeI,4911.53,4.26,-1.840000000,47.51,7.38,    0.1500
24,FeI,4911.78,3.93,-1.790000000,71.01,7.46,    0.2300
25,FeI,4917.23,4.19,-1.080000000,89.41,7.45,    0.2100
26,FeI,4918.01,4.23,-1.260000000,70.31,7.25,    0.0200
27,FeI,4933.87,3.94,-1.560000000,69.21,7.22,    0.0100
28,FeI,4950.1,3.42,-1.490000000,104.61,7.28,    0.0400
29,FeI,4961.91,3.63,-2.190000000,55.11,7.18,    0.0500
30,FeI,4962.57,4.18,-1.182000000,66.71,7.04,    0.1900
31,FeI,4969.92,4.22,-0.710000000,98.01,7.28,    0.0400
32,FeI,4985.25,3.93,-0.447000000,114.01,7.03,    0.2000
33,FeI,4986.22,4.22,-1.290000000,67.91,7.22,    0.0100
34,FeI,4992.78,4.26,-2.350000000,15.21,7.13,    0.1000
35,FeII,4993.35,2.81,-3.684000000,45.11,7.15,    0.0800
36,FeI,4999.11,4.19,-1.640000000,52.31,7.21,    0.0200
37,FeI,5002.79,3.4,-1.460000000,104.61,7.22,    0.0100
38,FeI,5012.7,4.28,-1.690000000,50.41,7.32,    0.0800
39,FeI,5023.19,4.28,-1.500000000,52.91,7.18,    0.0500
40,FeI,5023.5,4.31,-1.670000000,55.71,7.44,    0.2000
41,FeI,5028.13,3.57,-1.036000000,113.61,7.38,    0.1500
42,FeI,5029.62,3.42,-1.950000000,84.21,7.36,    0.1300
43,FeI,5030.78,3.24,-2.830000000,47.51,7.18,    0.0400
44,FeI,5031.91,4.37,-1.570000000,46.11,7.21,    0.0200
45,FeI,5036.92,3.02,-3.010000000,51.31,7.18,    0.0500
46,FeI,5044.21,2.85,-2.038000000,107.01,7.21,    0.0100
47,FeI,5048.44,3.96,-1.005000000,92.81,7.19,    0.0400
48,FeI,5054.64,3.64,-1.921000000,61.91,7.05,    0.1700
49,FeI,5058.5,3.64,-2.830000000,24.01,7.15,    0.0700
50,FeI,5067.15,4.22,-0.970000000,92.21,7.42,    0.1800
51,FeI,5074.75,4.22,-0.230000000,119.61,7.18,    0.0500
52,FeI,5088.15,4.15,-1.680000000,49.81,7.14,    0.0800
53,FeI,5090.77,4.26,-0.440000000,104.21,7.16,    0.0700
54,FeII,5100.66,2.81,-4.197000000,24.81,7.14,    0.0700
55,FeI,5109.65,4.3,-0.980000000,84.11,7.33,    0.1000
56,FeI,5115.78,3.57,-2.640000000,48.51,7.4,    0.1700
57,FeII,5132.66,2.81,-4.094000000,25.21,7.05,    0.0100
58,FeI,5143.72,2.2,-3.690000000,71.01,7.28,    0.0400
59,FeI,5145.09,2.2,-2.876000000,104.11,7.25,    0.0200
60,FeI,5180.06,4.47,-1.160000000,74.51,7.49,    0.2500
61,FeI,5187.91,4.14,-1.371000000,78.51,7.48,    0.2400
62,FeI,5228.38,4.22,-1.190000000,84.51,7.46,    0.2300
63,FeII,5234.62,3.22,-2.180000000,80.51,6.99,    0.0800
64,FeI,5236.2,4.19,-1.497000000,52.51,7.06,    0.1700
65,FeI,5242.49,3.63,-0.967000000,104.41,7.07,    0.1600
66,FeI,5243.78,4.26,-1.050000000,78.71,7.24,    0.0000
67,FeI,5253.02,2.28,-3.840000000,55.41,7.18,    0.0400
68,FeI,5253.46,3.28,-1.579000000,98.71,7.03,    0.2000
69,FeII,5256.93,2.89,-4.182000000,17.71,7.0,    0.0600
70,FeI,5267.27,4.37,-1.596000000,42.11,7.14,    0.0800
71,FeII,5284.1,2.89,-3.195000000,61.21,7.15,    0.0800
72,FeI,5285.13,4.43,-1.660000000,42.21,7.28,    0.0500
73,FeI,5288.52,3.7,-1.493000000,85.91,7.22,    0.0000
74,FeI,5293.96,4.14,-1.770000000,50.21,7.23,    0.0000
75,FeI,5294.55,3.64,-2.760000000,35.31,7.32,    0.0900
76,FeI,5295.31,4.42,-1.590000000,45.51,7.26,    0.0200
77,FeI,5298.78,3.64,-2.016000000,71.51,7.34,    0.1000
