,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,78.41,7.49,    0.1600
1,FeI,4788.76,3.24,-1.763000000,97.81,7.49,    0.1600
2,FeI,4794.35,2.42,-3.950000000,35.01,7.26,    0.0700
3,FeI,4799.41,3.64,-2.130000000,66.51,7.49,    0.1600
4,FeI,4802.88,3.64,-1.514000000,86.31,7.38,    0.0500
5,FeI,4808.15,3.25,-2.690000000,56.71,7.38,    0.0500
6,FeI,4809.94,3.57,-2.620000000,36.81,7.27,    0.0500
7,FeI,4848.88,2.28,-3.137000000,81.51,7.27,    0.0500
8,FeI,4869.46,3.55,-2.420000000,46.91,7.24,    0.0800
9,FeI,4875.88,3.33,-1.900000000,89.41,7.42,    0.0900
10,FeI,4877.6,3.0,-3.050000000,53.21,7.37,    0.0400
11,FeI,4882.14,3.42,-1.480000000,102.81,7.4,    0.0600
12,FeI,4885.43,3.88,-0.970000000,98.41,7.39,    0.0600
13,FeI,4892.86,4.22,-1.290000000,74.01,7.45,    0.1200
14,FeII,4893.81,2.83,-4.267000000,38.61,7.39,    0.1200
15,FeI,4896.44,3.88,-1.890000000,62.61,7.42,    0.0900
16,FeI,4905.13,3.93,-1.730000000,57.51,7.2,    0.1300
17,FeI,4907.73,3.43,-1.700000000,90.61,7.35,    0.0200
18,FeI,4910.02,3.4,-1.310000000,110.31,7.47,    0.1400
19,FeI,4911.53,4.26,-1.840000000,44.51,7.4,    0.0700
20,FeI,4911.78,3.93,-1.790000000,67.11,7.47,    0.1400
21,FeI,4918.01,4.23,-1.260000000,71.11,7.36,    0.0300
22,FeI,4950.1,3.42,-1.490000000,103.61,7.41,    0.0800
23,FeI,4961.91,3.63,-2.190000000,54.71,7.27,    0.0600
24,FeI,4962.57,4.18,-1.182000000,75.91,7.33,    0.0000
25,FeI,4969.92,4.22,-0.710000000,97.91,7.4,    0.0700
26,FeI,4986.22,4.22,-1.290000000,67.01,7.28,    0.0400
27,FeII,4993.35,2.81,-3.684000000,53.51,7.14,    0.1200
28,FeI,4999.11,4.19,-1.640000000,47.61,7.19,    0.1300
29,FeII,5000.73,2.78,-4.578000000,18.71,7.13,    0.1400
30,FeI,5002.79,3.4,-1.460000000,106.71,7.42,    0.0900
31,FeI,5023.19,4.28,-1.500000000,56.21,7.33,    0.0000
32,FeI,5023.5,4.31,-1.670000000,49.71,7.4,    0.0700
33,FeI,5028.13,3.57,-1.036000000,111.61,7.45,    0.1200
34,FeI,5029.62,3.42,-1.950000000,78.11,7.29,    0.0300
35,FeI,5030.78,3.24,-2.830000000,44.41,7.24,    0.0800
36,FeI,5036.92,3.02,-3.010000000,52.11,7.32,    0.0100
37,FeI,5044.21,2.85,-2.038000000,105.91,7.36,    0.0300
38,FeI,5048.44,3.96,-1.005000000,92.41,7.29,    0.0300
39,FeI,5054.64,3.64,-1.921000000,64.11,7.2,    0.1200
