,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4793.96,3.05,-3.430000000,56.31,7.86,    0.0200
1,FeI,4794.35,2.42,-3.950000000,68.21,7.88,    0.0000
2,FeI,4798.27,4.19,-1.174000000,90.91,7.68,    0.2000
3,FeI,4799.41,3.64,-2.130000000,90.01,7.98,    0.0900
4,FeI,4802.88,3.64,-1.514000000,107.71,7.81,    0.0700
5,FeI,4808.15,3.25,-2.690000000,84.11,7.94,    0.0600
6,FeI,4809.94,3.57,-2.620000000,65.91,7.84,    0.0300
7,FeI,4839.54,3.27,-1.822000000,118.11,7.96,    0.0700
8,FeI,4848.88,2.28,-3.137000000,119.01,8.09,    0.2000
9,FeI,4869.46,3.55,-2.420000000,80.01,7.92,    0.0300
10,FeI,4875.88,3.33,-1.900000000,106.71,7.72,    0.1600
11,FeI,4885.43,3.88,-0.970000000,118.01,7.74,    0.1300
12,FeI,4892.86,4.22,-1.290000000,105.91,8.07,    0.1900
13,FeI,4905.13,3.93,-1.730000000,97.41,8.02,    0.1300
14,FeI,4911.78,3.93,-1.790000000,99.81,8.14,    0.2500
15,FeI,4917.23,4.19,-1.080000000,118.11,8.08,    0.1900
16,FeI,4918.01,4.23,-1.260000000,97.41,7.88,    0.0000
17,FeI,4961.91,3.63,-2.190000000,82.11,7.82,    0.0600
18,FeI,4962.57,4.18,-1.182000000,97.21,7.74,    0.1400
19,FeI,4986.22,4.22,-1.290000000,93.21,7.8,    0.0800
20,FeI,4992.78,4.26,-2.350000000,34.01,7.71,    0.1700
21,FeI,4999.11,4.19,-1.640000000,79.71,7.85,    0.0300
22,FeII,5000.73,2.78,-4.578000000,22.71,7.55,    0.1800
23,FeI,5012.7,4.28,-1.690000000,84.81,8.08,    0.1900
24,FeI,5023.19,4.28,-1.500000000,85.21,7.9,    0.0100
25,FeI,5023.5,4.31,-1.670000000,85.61,8.11,    0.2200
26,FeI,5030.78,3.24,-2.830000000,81.91,7.98,    0.0900
27,FeI,5031.91,4.37,-1.570000000,72.81,7.8,    0.0700
28,FeI,5036.92,3.02,-3.010000000,77.11,7.8,    0.0800
29,FeI,5048.44,3.96,-1.005000000,119.91,7.79,    0.0900
30,FeI,5058.5,3.64,-2.830000000,48.91,7.78,    0.1000
31,FeI,5088.15,4.15,-1.680000000,73.41,7.68,    0.1900
32,FeII,5100.66,2.81,-4.197000000,40.11,7.65,    0.0700
33,FeI,5104.44,4.28,-1.590000000,84.71,7.97,    0.0800
34,FeI,5109.65,4.3,-0.980000000,113.21,7.96,    0.0700
35,FeI,5115.78,3.57,-2.640000000,70.71,7.93,    0.0400
36,FeII,5132.66,2.81,-4.094000000,36.51,7.46,    0.2600
37,FeII,5136.8,2.84,-4.356000000,25.01,7.46,    0.2600
38,FeI,5143.72,2.2,-3.690000000,92.31,7.81,    0.0700
39,FeI,5180.06,4.47,-1.160000000,94.71,7.94,    0.0500
40,FeI,5217.92,3.64,-1.719000000,103.11,7.8,    0.0800
41,FeII,5234.62,3.22,-2.180000000,104.01,7.57,    0.1500
42,FeI,5236.2,4.19,-1.497000000,86.81,7.84,    0.0400
43,FeI,5243.78,4.26,-1.050000000,103.61,7.79,    0.0900
44,FeII,5256.93,2.89,-4.182000000,41.81,7.77,    0.0400
