,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4798.27,4.19,-1.174000000,77.01,7.22,    0.2200
1,FeI,4799.41,3.64,-2.130000000,78.21,7.54,    0.1000
2,FeI,4802.88,3.64,-1.514000000,102.91,7.52,    0.0700
3,FeI,4808.15,3.25,-2.690000000,65.71,7.36,    0.0800
4,FeI,4809.94,3.57,-2.620000000,49.71,7.36,    0.0800
5,FeI,4839.54,3.27,-1.822000000,109.41,7.54,    0.1000
6,FeI,4848.88,2.28,-3.137000000,105.41,7.52,    0.0700
7,FeI,4855.67,3.37,-1.700000000,118.91,7.71,    0.2700
8,FeI,4869.46,3.55,-2.420000000,69.21,7.51,    0.0700
9,FeI,4875.88,3.33,-1.900000000,98.11,7.33,    0.1000
10,FeI,4877.6,3.0,-3.050000000,75.11,7.58,    0.1400
11,FeI,4885.43,3.88,-0.970000000,107.21,7.33,    0.1100
12,FeI,4892.86,4.22,-1.290000000,85.61,7.5,    0.0500
13,FeI,4905.13,3.93,-1.730000000,87.31,7.63,    0.1900
14,FeI,4907.73,3.43,-1.700000000,105.11,7.38,    0.0500
15,FeI,4911.53,4.26,-1.840000000,66.21,7.69,    0.2400
16,FeI,4911.78,3.93,-1.790000000,86.41,7.68,    0.2400
17,FeI,4917.23,4.19,-1.080000000,103.01,7.62,    0.1700
18,FeI,4918.01,4.23,-1.260000000,81.31,7.39,    0.0500
19,FeI,4961.91,3.63,-2.190000000,69.91,7.39,    0.0500
20,FeI,4962.57,4.18,-1.182000000,83.51,7.3,    0.1400
21,FeI,4969.92,4.22,-0.710000000,110.41,7.41,    0.0200
22,FeI,4986.22,4.22,-1.290000000,86.91,7.52,    0.0700
23,FeI,4992.78,4.26,-2.350000000,18.61,7.21,    0.2200
24,FeII,4993.35,2.81,-3.684000000,59.61,7.52,    0.2800
25,FeI,4995.41,4.26,-1.790000000,48.61,7.3,    0.1400
26,FeI,4999.11,4.19,-1.640000000,66.11,7.42,    0.0200
27,FeI,5002.79,3.4,-1.460000000,119.31,7.37,    0.0700
28,FeI,5012.7,4.28,-1.690000000,60.71,7.46,    0.0100
29,FeI,5023.19,4.28,-1.500000000,74.61,7.54,    0.1000
30,FeI,5023.5,4.31,-1.670000000,68.11,7.61,    0.1700
31,FeI,5029.62,3.42,-1.950000000,94.41,7.42,    0.0100
32,FeI,5030.78,3.24,-2.830000000,70.71,7.56,    0.1200
33,FeI,5031.91,4.37,-1.570000000,60.81,7.44,    0.0000
34,FeI,5036.92,3.02,-3.010000000,73.51,7.53,    0.0900
35,FeI,5058.5,3.64,-2.830000000,33.31,7.32,    0.1200
36,FeI,5065.19,3.64,-1.513000000,112.81,7.71,    0.2700
37,FeI,5067.15,4.22,-0.970000000,112.51,7.7,    0.2600
38,FeI,5088.15,4.15,-1.680000000,62.41,7.32,    0.1100
39,FeII,5100.66,2.81,-4.197000000,32.31,7.39,    0.1500
40,FeI,5109.65,4.3,-0.980000000,101.51,7.58,    0.1300
41,FeI,5115.78,3.57,-2.640000000,68.41,7.72,    0.2800
42,FeII,5132.66,2.81,-4.094000000,23.51,7.05,    0.1900
43,FeI,5143.72,2.2,-3.690000000,90.11,7.54,    0.0900
44,FeI,5180.06,4.47,-1.160000000,89.91,7.71,    0.2600
45,FeI,5187.91,4.14,-1.371000000,89.31,7.59,    0.1500
46,FeI,5217.92,3.64,-1.719000000,84.61,7.22,    0.2200
47,FeI,5228.38,4.22,-1.190000000,99.31,7.65,    0.2100
48,FeII,5234.62,3.22,-2.180000000,83.91,7.05,    0.1800
49,FeI,5236.2,4.19,-1.497000000,77.41,7.49,    0.0500
50,FeI,5243.78,4.26,-1.050000000,93.21,7.42,    0.0100
51,FeI,5253.02,2.28,-3.840000000,71.21,7.37,    0.0600
52,FeII,5256.93,2.89,-4.182000000,23.41,7.23,    0.0000
53,FeII,5264.8,3.23,-3.130000000,39.71,6.98,    0.2500
54,FeI,5267.27,4.37,-1.596000000,66.21,7.56,    0.1100
55,FeI,5279.65,3.3,-3.340000000,23.71,7.2,    0.2300
56,FeII,5284.1,2.89,-3.195000000,68.01,7.32,    0.0800
57,FeI,5285.13,4.43,-1.660000000,54.41,7.47,    0.0200
58,FeI,5288.52,3.7,-1.493000000,100.51,7.4,    0.0400
59,FeI,5293.96,4.14,-1.770000000,67.21,7.49,    0.0500
60,FeI,5294.55,3.64,-2.760000000,46.21,7.48,    0.0300
61,FeI,5295.31,4.42,-1.590000000,56.01,7.4,    0.0300
62,FeI,5315.07,4.37,-1.650000000,69.31,7.67,    0.2200
63,FeI,5320.04,3.64,-2.440000000,54.31,7.31,    0.1300
64,FeI,5321.11,4.43,-1.089000000,72.41,7.23,    0.2000
65,FeI,5322.04,2.28,-2.802000000,119.71,7.37,    0.0600
66,FeII,5325.55,3.22,-3.160000000,46.21,7.16,    0.0700
67,FeI,5326.14,3.57,-2.071000000,87.11,7.53,    0.0900
68,FeI,5329.99,4.08,-1.196000000,102.71,7.63,    0.1800
69,FeI,5373.71,4.47,-0.710000000,96.41,7.37,    0.0700
70,FeI,5376.83,4.29,-2.210000000,45.41,7.68,    0.2400
71,FeI,5379.57,3.7,-1.514000000,100.41,7.4,    0.0400
72,FeI,5386.33,4.15,-1.670000000,60.31,7.25,    0.1800
73,FeI,5398.28,4.45,-0.630000000,93.91,7.22,    0.2200
74,FeI,5403.82,4.08,-1.034000000,107.61,7.57,    0.1200
75,FeI,5406.78,4.37,-1.620000000,62.41,7.5,    0.0600
76,FeI,5409.13,4.37,-1.200000000,84.91,7.52,    0.0800
77,FeI,5412.78,4.43,-1.716000000,46.71,7.38,    0.0600
78,FeI,5417.03,4.42,-1.580000000,54.91,7.37,    0.0700
79,FeII,5425.25,3.2,-3.220000000,45.01,7.17,    0.0600
80,FeI,5432.95,4.45,-0.940000000,96.41,7.56,    0.1200
81,FeI,5436.3,4.39,-1.440000000,70.21,7.49,    0.0400
82,FeI,5441.34,4.31,-1.630000000,61.51,7.42,    0.0100
83,FeI,5464.28,4.14,-1.402000000,72.21,7.21,    0.2200
84,FeI,5466.4,4.37,-0.630000000,109.61,7.43,    0.0100
85,FeI,5466.99,3.57,-2.233000000,78.71,7.49,    0.0500
86,FeI,5470.09,4.45,-1.710000000,55.81,7.55,    0.1100
87,FeI,5473.16,4.19,-2.040000000,52.51,7.52,    0.0700
88,FeI,5473.9,4.15,-0.720000000,112.51,7.33,    0.1000
89,FeI,5483.1,4.15,-1.392000000,78.51,7.32,    0.1100
90,FeI,5487.14,4.42,-1.430000000,78.51,7.67,    0.2300
91,FeI,5491.83,4.19,-2.188000000,37.31,7.38,    0.0600
92,FeI,5493.5,4.1,-1.480000000,85.51,7.49,    0.0500
93,FeI,5494.46,4.08,-1.990000000,66.91,7.61,    0.1700
94,FeI,5522.45,4.21,-1.450000000,72.31,7.32,    0.1100
95,FeII,5525.12,3.27,-3.970000000,21.11,7.37,    0.1300
96,FeI,5525.54,4.23,-1.084000000,90.91,7.36,    0.0800
97,FeII,5534.84,3.24,-2.865000000,66.91,7.38,    0.1400
98,FeI,5536.58,2.83,-3.710000000,38.91,7.31,    0.1200
99,FeI,5538.52,4.22,-1.540000000,71.11,7.41,    0.0200
100,FeI,5539.28,3.64,-2.560000000,51.51,7.36,    0.0700
101,FeI,5539.82,4.29,-2.430000000,28.01,7.55,    0.1000
102,FeI,5543.15,3.7,-1.470000000,105.41,7.43,    0.0000
103,FeI,5543.94,4.22,-1.040000000,92.21,7.32,    0.1100
104,FeI,5546.51,4.37,-1.210000000,89.81,7.62,    0.1800
105,FeI,5549.95,3.7,-2.810000000,34.31,7.35,    0.0800
106,FeI,5552.69,4.96,-1.890000000,12.71,7.33,    0.1000
107,FeI,5559.64,4.99,-1.730000000,22.81,7.53,    0.0800
108,FeI,5560.21,4.43,-1.090000000,71.31,7.21,    0.2300
109,FeI,5568.81,3.64,-2.850000000,34.21,7.32,    0.1100
110,FeI,5573.1,4.19,-1.295000000,98.41,7.71,    0.2600
111,FeI,5584.76,3.57,-2.220000000,87.91,7.66,    0.2100
112,FeI,5587.57,4.14,-1.750000000,74.11,7.6,    0.1500
113,FeI,5618.63,4.21,-1.255000000,77.01,7.22,    0.2200
114,FeI,5633.95,4.99,-0.230000000,89.61,7.39,    0.0500
115,FeI,5635.82,4.26,-1.790000000,70.11,7.66,    0.2200
116,FeI,5636.7,3.64,-2.510000000,50.21,7.28,    0.1500
117,FeI,5638.26,4.22,-0.720000000,113.11,7.4,    0.0400
118,FeI,5641.43,4.26,-1.080000000,105.41,7.66,    0.2100
119,FeI,5649.99,5.1,-0.820000000,59.11,7.5,    0.0500
120,FeI,5650.7,5.09,-0.860000000,65.21,7.64,    0.2000
121,FeI,5651.47,4.47,-1.900000000,43.01,7.53,    0.0800
122,FeI,5652.32,4.26,-1.850000000,59.91,7.54,    0.1000
123,FeI,5653.86,4.39,-1.540000000,69.61,7.57,    0.1200
124,FeI,5655.18,5.06,-0.600000000,74.81,7.48,    0.0300
125,FeI,5655.49,4.26,-0.980000000,91.41,7.32,    0.1200
126,FeI,5661.34,4.28,-1.756000000,61.11,7.5,    0.0500
127,FeI,5679.02,4.65,-0.820000000,81.71,7.38,    0.0600
128,FeI,5680.24,4.19,-2.480000000,38.61,7.69,    0.2400
129,FeI,5686.53,4.55,-0.445000000,105.91,7.42,    0.0100
130,FeI,5691.5,4.3,-1.450000000,76.31,7.5,    0.0600
131,FeI,5696.09,4.55,-1.720000000,36.31,7.3,    0.1300
132,FeI,5698.02,3.64,-2.580000000,50.51,7.35,    0.0800
133,FeI,5705.46,4.3,-1.355000000,71.21,7.31,    0.1300
134,FeI,5712.13,3.42,-1.994000000,92.61,7.28,    0.1600
135,FeI,5717.83,4.28,-0.990000000,96.91,7.42,    0.0100
136,FeI,5731.76,4.26,-1.200000000,94.51,7.55,    0.1100
137,FeI,5732.3,4.99,-1.460000000,37.41,7.58,    0.1400
138,FeI,5741.85,4.26,-1.672000000,65.01,7.45,    0.0000
139,FeI,5742.96,4.18,-2.410000000,44.21,7.71,    0.2600
140,FeI,5754.4,3.64,-2.600000000,56.21,7.48,    0.0400
141,FeI,5760.34,3.64,-2.390000000,62.51,7.38,    0.0500
142,FeI,5849.68,3.7,-2.890000000,31.31,7.36,    0.0700
143,FeI,5853.15,1.48,-5.180000000,67.31,7.58,    0.1300
144,FeI,5855.08,4.61,-1.478000000,44.21,7.28,    0.1600
145,FeI,5858.78,4.22,-2.160000000,37.31,7.37,    0.0600
146,FeI,5879.49,4.61,-2.040000000,30.51,7.57,    0.1200
147,FeI,5881.28,4.61,-1.740000000,44.21,7.53,    0.0900
148,FeI,5898.22,4.73,-1.730000000,23.01,7.23,    0.2100
149,FeI,5902.47,4.59,-1.710000000,33.41,7.28,    0.1500
150,FeI,5905.67,4.65,-0.690000000,79.91,7.21,    0.2200
151,FeI,5909.97,3.21,-2.587000000,88.91,7.53,    0.0800
152,FeI,5916.25,2.45,-2.994000000,117.51,7.59,    0.1500
153,FeI,5929.68,4.55,-1.310000000,65.51,7.44,    0.0000
154,FeI,5930.18,4.65,-0.230000000,108.41,7.27,    0.1700
155,FeI,5934.65,3.93,-1.070000000,111.41,7.29,    0.1500
156,FeI,5940.99,4.18,-2.050000000,49.81,7.44,    0.0000
157,FeI,5952.72,3.98,-1.340000000,95.01,7.32,    0.1100
158,FeII,5991.37,3.15,-3.647000000,34.81,7.33,    0.0900
159,FeI,6003.01,3.88,-1.100000000,112.11,7.27,    0.1600
160,FeI,6012.21,2.22,-4.038000000,79.61,7.57,    0.1300
161,FeI,6027.05,4.08,-1.089000000,95.81,7.25,    0.1800
162,FeI,6079.01,4.65,-1.020000000,71.81,7.38,    0.0600
163,FeI,6082.71,2.22,-3.576000000,97.51,7.44,    0.0000
164,FeII,6084.1,3.2,-3.881000000,25.81,7.37,    0.1300
165,FeI,6093.64,4.61,-1.400000000,53.91,7.37,    0.0600
166,FeI,6094.37,4.65,-1.840000000,42.31,7.65,    0.2100
167,FeI,6096.66,3.98,-1.830000000,71.61,7.37,    0.0600
168,FeII,6113.32,3.22,-4.230000000,13.51,7.32,    0.0800
169,FeI,6120.25,0.92,-5.970000000,61.01,7.51,    0.0700
170,FeI,6127.91,4.14,-1.399000000,84.31,7.41,    0.0300
171,FeII,6149.25,3.89,-2.841000000,29.31,7.2,    0.0300
172,FeI,6151.62,2.18,-3.295000000,105.11,7.24,    0.1900
173,FeI,6157.73,4.08,-1.160000000,100.01,7.41,    0.0200
174,FeI,6165.36,4.14,-1.473000000,74.21,7.27,    0.1600
