,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4788.76,3.24,-1.763000000,117.41,7.82,    0.2300
1,FeI,4793.96,3.05,-3.430000000,38.51,7.41,    0.1700
2,FeI,4794.35,2.42,-3.950000000,58.21,7.57,    0.0100
3,FeI,4799.41,3.64,-2.130000000,82.51,7.74,    0.1500
4,FeI,4802.88,3.64,-1.514000000,99.91,7.57,    0.0200
5,FeI,4808.15,3.25,-2.690000000,72.11,7.59,    0.0000
6,FeI,4809.94,3.57,-2.620000000,56.11,7.56,    0.0200
7,FeI,4839.54,3.27,-1.822000000,113.51,7.79,    0.2000
8,FeI,4848.88,2.28,-3.137000000,107.81,7.73,    0.1400
9,FeI,4869.46,3.55,-2.420000000,69.01,7.6,    0.0000
10,FeI,4875.88,3.33,-1.900000000,103.01,7.57,    0.0100
11,FeI,4877.6,3.0,-3.050000000,75.01,7.69,    0.0900
12,FeI,4885.43,3.88,-0.970000000,106.11,7.43,    0.1600
13,FeI,4892.86,4.22,-1.290000000,92.11,7.74,    0.1400
14,FeI,4905.13,3.93,-1.730000000,82.31,7.62,    0.0300
15,FeI,4907.73,3.43,-1.700000000,109.21,7.61,    0.0100
16,FeI,4911.53,4.26,-1.840000000,68.81,7.82,    0.2200
17,FeI,4911.78,3.93,-1.790000000,86.91,7.8,    0.2000
18,FeI,4917.23,4.19,-1.080000000,105.41,7.78,    0.1900
19,FeI,4918.01,4.23,-1.260000000,89.11,7.65,    0.0600
20,FeI,4961.91,3.63,-2.190000000,73.01,7.54,    0.0400
21,FeI,4962.57,4.18,-1.182000000,88.61,7.5,    0.0800
22,FeI,4969.92,4.22,-0.710000000,115.71,7.64,    0.0400
23,FeI,4986.22,4.22,-1.290000000,83.11,7.53,    0.0600
24,FeI,4992.78,4.26,-2.350000000,25.81,7.45,    0.1400
25,FeII,4993.35,2.81,-3.684000000,52.81,7.28,    0.1300
26,FeI,4999.11,4.19,-1.640000000,71.61,7.61,    0.0100
27,FeII,5000.73,2.78,-4.578000000,19.01,7.28,    0.1400
28,FeI,5012.7,4.28,-1.690000000,71.31,7.74,    0.1500
29,FeI,5023.19,4.28,-1.500000000,72.61,7.58,    0.0100
30,FeI,5023.5,4.31,-1.670000000,72.51,7.78,    0.1800
31,FeI,5029.62,3.42,-1.950000000,102.01,7.74,    0.1500
32,FeI,5030.78,3.24,-2.830000000,72.21,7.69,    0.0900
33,FeI,5031.91,4.37,-1.570000000,64.71,7.58,    0.0100
34,FeI,5036.92,3.02,-3.010000000,68.41,7.52,    0.0700
35,FeI,5039.25,3.37,-1.528000000,115.91,7.57,    0.0200
36,FeI,5054.64,3.64,-1.921000000,79.61,7.42,    0.1700
37,FeI,5058.5,3.64,-2.830000000,38.11,7.48,    0.1100
38,FeI,5067.15,4.22,-0.970000000,108.71,7.75,    0.1600
39,FeI,5088.15,4.15,-1.680000000,68.11,7.51,    0.0700
40,FeII,5100.66,2.81,-4.197000000,35.41,7.39,    0.0300
41,FeI,5104.44,4.28,-1.590000000,73.51,7.68,    0.0900
42,FeI,5109.65,4.3,-0.980000000,100.51,7.67,    0.0700
43,FeI,5115.78,3.57,-2.640000000,65.01,7.73,    0.1400
44,FeII,5132.66,2.81,-4.094000000,34.51,7.26,    0.1500
45,FeII,5136.8,2.84,-4.356000000,23.01,7.26,    0.1600
46,FeI,5143.72,2.2,-3.690000000,85.31,7.55,    0.0300
47,FeI,5145.09,2.2,-2.876000000,113.71,7.42,    0.1700
48,FeI,5180.06,4.47,-1.160000000,82.01,7.63,    0.0400
49,FeI,5197.94,4.3,-1.540000000,60.81,7.38,    0.2000
50,FeI,5217.92,3.64,-1.719000000,91.61,7.47,    0.1100
51,FeII,5234.62,3.22,-2.180000000,100.41,7.38,    0.0300
52,FeI,5236.2,4.19,-1.497000000,75.41,7.52,    0.0600
53,FeI,5243.78,4.26,-1.050000000,93.21,7.52,    0.0600
54,FeI,5253.02,2.28,-3.840000000,69.11,7.44,    0.1500
55,FeI,5253.46,3.28,-1.579000000,118.41,7.42,    0.1700
56,FeII,5256.93,2.89,-4.182000000,35.31,7.47,    0.0400
57,FeII,5264.8,3.23,-3.130000000,56.41,7.29,    0.1200
58,FeI,5267.27,4.37,-1.596000000,67.01,7.64,    0.0400
59,FeII,5284.1,2.89,-3.195000000,84.51,7.64,    0.2200
60,FeI,5285.13,4.43,-1.660000000,59.91,7.63,    0.0400
61,FeI,5288.52,3.7,-1.493000000,106.51,7.65,    0.0500
62,FeI,5293.96,4.14,-1.770000000,69.31,7.61,    0.0100
63,FeI,5294.55,3.64,-2.760000000,50.31,7.62,    0.0300
64,FeI,5295.31,4.42,-1.590000000,60.01,7.54,    0.0500
65,FeI,5320.04,3.64,-2.440000000,60.01,7.49,    0.0900
66,FeII,5325.55,3.22,-3.160000000,58.51,7.36,    0.0500
67,FeI,5326.14,3.57,-2.071000000,91.01,7.72,    0.1200
68,FeI,5329.99,4.08,-1.196000000,102.71,7.73,    0.1300
69,FeI,5373.71,4.47,-0.710000000,94.81,7.44,    0.1500
70,FeI,5376.83,4.29,-2.210000000,45.01,7.73,    0.1300
71,FeI,5379.57,3.7,-1.514000000,104.71,7.6,    0.0100
72,FeI,5386.33,4.15,-1.670000000,66.31,7.43,    0.1500
73,FeI,5395.22,4.45,-2.070000000,48.61,7.83,    0.2300
