,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4789.65,3.55,-0.957000000,114.71,7.4,    0.0700
1,FeI,4793.96,3.05,-3.430000000,33.21,7.35,    0.1100
2,FeI,4794.35,2.42,-3.950000000,53.41,7.55,    0.0700
3,FeI,4799.41,3.64,-2.130000000,71.21,7.55,    0.0700
4,FeI,4802.88,3.64,-1.514000000,92.91,7.47,    0.0000
5,FeI,4808.15,3.25,-2.690000000,64.61,7.5,    0.0200
6,FeI,4809.94,3.57,-2.620000000,48.11,7.46,    0.0100
7,FeI,4839.54,3.27,-1.822000000,100.31,7.55,    0.0700
8,FeI,4843.14,3.4,-1.650000000,114.91,7.67,    0.1900
9,FeI,4848.88,2.28,-3.137000000,92.51,7.45,    0.0200
10,FeI,4855.67,3.37,-1.700000000,106.81,7.65,    0.1700
11,FeI,4869.46,3.55,-2.420000000,61.61,7.5,    0.0300
12,FeI,4875.88,3.33,-1.900000000,93.91,7.42,    0.0400
13,FeI,4877.6,3.0,-3.050000000,64.61,7.54,    0.0600
14,FeI,4882.14,3.42,-1.480000000,113.81,7.49,    0.0100
15,FeI,4885.43,3.88,-0.970000000,97.61,7.29,    0.1800
16,FeI,4892.86,4.22,-1.290000000,79.51,7.5,    0.0300
17,FeII,4893.81,2.83,-4.267000000,37.61,7.63,    0.3000
18,FeI,4905.13,3.93,-1.730000000,72.11,7.46,    0.0100
19,FeI,4907.73,3.43,-1.700000000,99.11,7.44,    0.0300
20,FeI,4910.02,3.4,-1.310000000,117.51,7.51,    0.0400
21,FeI,4911.53,4.26,-1.840000000,59.01,7.66,    0.1800
22,FeI,4911.78,3.93,-1.790000000,78.31,7.66,    0.1900
23,FeI,4917.23,4.19,-1.080000000,93.01,7.56,    0.0800
24,FeI,4918.01,4.23,-1.260000000,79.11,7.48,    0.0000
25,FeI,4950.1,3.42,-1.490000000,112.91,7.48,    0.0000
26,FeI,4961.91,3.63,-2.190000000,65.41,7.44,    0.0300
27,FeI,4962.57,4.18,-1.182000000,79.91,7.36,    0.1100
28,FeI,4969.92,4.22,-0.710000000,106.01,7.46,    0.0000
29,FeI,4986.22,4.22,-1.290000000,77.31,7.45,    0.0200
30,FeI,4992.78,4.26,-2.350000000,21.31,7.37,    0.1000
31,FeII,4993.35,2.81,-3.684000000,47.61,7.27,    0.0500
32,FeI,4999.11,4.19,-1.640000000,61.51,7.45,    0.0200
33,FeII,5000.73,2.78,-4.578000000,15.11,7.24,    0.0800
34,FeI,5002.79,3.4,-1.460000000,113.71,7.43,    0.0400
35,FeI,5012.7,4.28,-1.690000000,63.81,7.63,    0.1600
36,FeI,5023.19,4.28,-1.500000000,67.41,7.52,    0.0400
37,FeI,5023.5,4.31,-1.670000000,65.91,7.69,    0.2100
38,FeI,5029.62,3.42,-1.950000000,91.11,7.56,    0.0900
39,FeI,5030.78,3.24,-2.830000000,59.41,7.49,    0.0100
40,FeI,5031.91,4.37,-1.570000000,55.41,7.44,    0.0300
41,FeI,5036.92,3.02,-3.010000000,62.41,7.47,    0.0000
42,FeI,5044.21,2.85,-2.038000000,116.61,7.45,    0.0200
43,FeI,5048.44,3.96,-1.005000000,107.41,7.52,    0.0500
44,FeI,5054.64,3.64,-1.921000000,71.71,7.32,    0.1500
45,FeI,5058.5,3.64,-2.830000000,33.71,7.43,    0.0300
46,FeI,5065.19,3.64,-1.513000000,103.81,7.71,    0.2300
47,FeI,5067.15,4.22,-0.970000000,101.11,7.63,    0.1500
