,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4799.41,3.64,-2.130000000,64.31,7.37,    0.1400
1,FeI,4802.88,3.64,-1.514000000,86.31,7.3,    0.0700
2,FeI,4808.15,3.25,-2.690000000,51.11,7.19,    0.0300
3,FeI,4809.94,3.57,-2.620000000,30.11,7.06,    0.1600
4,FeI,4848.88,2.28,-3.137000000,87.21,7.31,    0.0800
5,FeI,4869.46,3.55,-2.420000000,44.31,7.12,    0.1000
6,FeI,4875.88,3.33,-1.900000000,88.21,7.31,    0.0800
7,FeI,4877.6,3.0,-3.050000000,53.71,7.3,    0.0600
8,FeI,4882.14,3.42,-1.480000000,108.01,7.44,    0.2000
9,FeI,4885.43,3.88,-0.970000000,94.31,7.22,    0.0000
10,FeI,4892.86,4.22,-1.290000000,74.81,7.4,    0.1700
11,FeI,4896.44,3.88,-1.890000000,61.91,7.34,    0.1100
12,FeI,4905.13,3.93,-1.730000000,56.61,7.11,    0.1100
13,FeI,4907.73,3.43,-1.700000000,89.51,7.25,    0.0200
14,FeI,4917.23,4.19,-1.080000000,84.21,7.38,    0.1500
15,FeI,4918.01,4.23,-1.260000000,67.71,7.22,    0.0000
16,FeI,4950.1,3.42,-1.490000000,104.11,7.35,    0.1200
17,FeI,4961.91,3.63,-2.190000000,52.11,7.14,    0.0800
18,FeI,4962.57,4.18,-1.182000000,73.31,7.21,    0.0100
19,FeI,4969.92,4.22,-0.710000000,96.61,7.32,    0.0800
20,FeI,4985.25,3.93,-0.447000000,115.81,7.16,    0.0700
21,FeI,4986.22,4.22,-1.290000000,77.11,7.45,    0.2200
22,FeII,4993.35,2.81,-3.684000000,47.61,6.96,    0.1100
23,FeI,4999.11,4.19,-1.640000000,47.91,7.13,    0.0900
24,FeI,5002.79,3.4,-1.460000000,112.61,7.47,    0.2400
25,FeI,5012.7,4.28,-1.690000000,48.11,7.29,    0.0600
26,FeI,5023.19,4.28,-1.500000000,52.21,7.19,    0.0400
27,FeI,5023.5,4.31,-1.670000000,46.41,7.27,    0.0400
28,FeI,5029.62,3.42,-1.950000000,80.51,7.27,    0.0400
29,FeI,5031.91,4.37,-1.570000000,38.31,7.07,    0.1500
30,FeI,5036.92,3.02,-3.010000000,49.21,7.18,    0.0500
