,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4793.96,3.05,-3.430000000,49.11,7.45,    0.0500
1,FeI,4794.35,2.42,-3.950000000,67.21,7.55,    0.1500
2,FeI,4802.88,3.64,-1.514000000,100.31,7.4,    0.0000
3,FeI,4808.15,3.25,-2.690000000,73.41,7.45,    0.0500
4,FeI,4809.94,3.57,-2.620000000,48.51,7.26,    0.1300
5,FeI,4839.54,3.27,-1.822000000,115.91,7.65,    0.2500
6,FeI,4848.88,2.28,-3.137000000,105.51,7.43,    0.0300
7,FeI,4855.67,3.37,-1.700000000,115.01,7.58,    0.1800
8,FeI,4869.46,3.55,-2.420000000,67.81,7.41,    0.0100
9,FeI,4873.75,3.3,-2.960000000,44.91,7.2,    0.1900
10,FeI,4875.88,3.33,-1.900000000,109.81,7.53,    0.1300
11,FeI,4877.6,3.0,-3.050000000,76.41,7.53,    0.1300
12,FeI,4885.43,3.88,-0.970000000,105.91,7.25,    0.1400
13,FeI,4892.86,4.22,-1.290000000,83.01,7.4,    0.0000
14,FeI,4896.44,3.88,-1.890000000,83.81,7.63,    0.2300
15,FeI,4905.13,3.93,-1.730000000,89.21,7.63,    0.2300
16,FeI,4907.73,3.43,-1.700000000,110.81,7.45,    0.0500
17,FeI,4911.53,4.26,-1.840000000,60.31,7.52,    0.1200
18,FeI,4911.78,3.93,-1.790000000,85.31,7.61,    0.2100
19,FeI,4917.23,4.19,-1.080000000,98.71,7.49,    0.0900
20,FeI,4918.01,4.23,-1.260000000,80.51,7.33,    0.0700
21,FeI,4950.1,3.42,-1.490000000,119.31,7.39,    0.0100
22,FeI,4961.91,3.63,-2.190000000,69.21,7.3,    0.0900
23,FeI,4962.57,4.18,-1.182000000,86.11,7.31,    0.0900
24,FeI,4969.92,4.22,-0.710000000,110.71,7.39,    0.0000
25,FeI,4986.22,4.22,-1.290000000,87.51,7.49,    0.0900
26,FeI,4992.78,4.26,-2.350000000,21.11,7.22,    0.1700
27,FeII,4993.35,2.81,-3.684000000,49.41,7.23,    0.0000
28,FeI,4999.11,4.19,-1.640000000,62.91,7.29,    0.1000
29,FeI,5002.79,3.4,-1.460000000,116.21,7.26,    0.1300
30,FeI,5012.7,4.28,-1.690000000,62.21,7.43,    0.0300
31,FeI,5023.19,4.28,-1.500000000,76.11,7.52,    0.1200
32,FeI,5030.78,3.24,-2.830000000,68.51,7.44,    0.0400
33,FeI,5031.91,4.37,-1.570000000,62.31,7.42,    0.0200
34,FeI,5036.92,3.02,-3.010000000,75.31,7.49,    0.0900
35,FeI,5048.44,3.96,-1.005000000,108.21,7.34,    0.0500
36,FeI,5058.5,3.64,-2.830000000,35.81,7.3,    0.1000
37,FeI,5065.19,3.64,-1.513000000,106.61,7.51,    0.1100
38,FeI,5067.15,4.22,-0.970000000,109.61,7.62,    0.2200
39,FeI,5088.15,4.15,-1.680000000,64.31,7.31,    0.0900
40,FeI,5090.77,4.26,-0.440000000,116.61,7.26,    0.1400
41,FeII,5100.66,2.81,-4.197000000,28.91,7.24,    0.0000
42,FeI,5109.65,4.3,-0.980000000,99.81,7.51,    0.1100
43,FeI,5115.78,3.57,-2.640000000,63.01,7.54,    0.1400
44,FeII,5132.66,2.81,-4.094000000,28.61,7.13,    0.1000
45,FeII,5136.8,2.84,-4.356000000,16.21,7.05,    0.1800
46,FeI,5143.72,2.2,-3.690000000,91.01,7.46,    0.0600
47,FeI,5187.91,4.14,-1.371000000,88.71,7.52,    0.1200
48,FeII,5234.62,3.22,-2.180000000,91.71,7.21,    0.0200
49,FeI,5236.2,4.19,-1.497000000,70.61,7.3,    0.1000
50,FeI,5243.78,4.26,-1.050000000,90.91,7.34,    0.0500
51,FeI,5253.02,2.28,-3.840000000,71.51,7.28,    0.1100
52,FeII,5256.93,2.89,-4.182000000,28.51,7.32,    0.0800
53,FeII,5264.8,3.23,-3.130000000,44.91,7.07,    0.1700
54,FeI,5267.27,4.37,-1.596000000,60.71,7.4,    0.0000
55,FeII,5284.1,2.89,-3.195000000,74.31,7.42,    0.1800
56,FeI,5285.13,4.43,-1.660000000,55.71,7.44,    0.0400
57,FeI,5288.52,3.7,-1.493000000,101.41,7.36,    0.0300
58,FeI,5293.96,4.14,-1.770000000,68.01,7.46,    0.0500
59,FeI,5294.55,3.64,-2.760000000,47.31,7.43,    0.0300
60,FeI,5295.31,4.42,-1.590000000,54.81,7.33,    0.0600
61,FeI,5298.78,3.64,-2.016000000,93.51,7.63,    0.2300
62,FeI,5315.07,4.37,-1.650000000,67.81,7.59,    0.1900
63,FeI,5320.04,3.64,-2.440000000,54.51,7.24,    0.1500
64,FeI,5321.11,4.43,-1.089000000,72.71,7.19,    0.2000
65,FeI,5322.04,2.28,-2.802000000,118.61,7.26,    0.1300
66,FeII,5325.55,3.22,-3.160000000,49.81,7.21,    0.0200
67,FeI,5326.14,3.57,-2.071000000,88.11,7.49,    0.0900
68,FeI,5329.99,4.08,-1.196000000,101.51,7.55,    0.1500
69,FeI,5373.71,4.47,-0.710000000,92.41,7.27,    0.1300
70,FeI,5376.83,4.29,-2.210000000,44.41,7.61,    0.2100
71,FeI,5379.57,3.7,-1.514000000,103.31,7.41,    0.0100
72,FeI,5386.33,4.15,-1.670000000,61.01,7.21,    0.1800
73,FeI,5389.48,4.42,-0.410000000,107.11,7.18,    0.2100
74,FeI,5395.22,4.45,-2.070000000,45.01,7.66,    0.2600
75,FeI,5403.82,4.08,-1.034000000,104.41,7.45,    0.0500
76,FeI,5406.78,4.37,-1.620000000,64.81,7.5,    0.1000
77,FeI,5412.78,4.43,-1.716000000,44.91,7.29,    0.1000
78,FeII,5414.07,3.22,-3.580000000,25.81,7.02,    0.2200
79,FeI,5417.03,4.42,-1.580000000,59.61,7.41,    0.0100
80,FeII,5425.25,3.2,-3.220000000,44.01,7.11,    0.1200
81,FeI,5432.95,4.45,-0.940000000,99.01,7.58,    0.1800
82,FeI,5436.3,4.39,-1.440000000,73.11,7.5,    0.1000
83,FeI,5441.34,4.31,-1.630000000,60.61,7.35,    0.0400
84,FeI,5461.55,4.45,-1.800000000,59.51,7.66,    0.2600
85,FeI,5464.28,4.14,-1.402000000,77.61,7.27,    0.1200
86,FeI,5466.99,3.57,-2.233000000,76.41,7.37,    0.0200
87,FeI,5470.09,4.45,-1.710000000,54.61,7.48,    0.0800
88,FeI,5473.16,4.19,-2.040000000,54.01,7.49,    0.0900
89,FeI,5473.9,4.15,-0.720000000,115.51,7.36,    0.0300
90,FeI,5483.1,4.15,-1.392000000,82.01,7.34,    0.0500
91,FeI,5487.14,4.42,-1.430000000,75.71,7.57,    0.1700
92,FeI,5491.83,4.19,-2.188000000,34.41,7.26,    0.1400
93,FeI,5493.5,4.1,-1.480000000,82.81,7.39,    0.0000
94,FeI,5494.46,4.08,-1.990000000,60.21,7.42,    0.0200
95,FeI,5522.45,4.21,-1.450000000,69.61,7.22,    0.1700
96,FeII,5525.12,3.27,-3.970000000,15.31,7.11,    0.1200
97,FeI,5525.54,4.23,-1.084000000,87.91,7.25,    0.1400
98,FeI,5528.9,4.47,-1.920000000,48.11,7.59,    0.1900
99,FeI,5536.58,2.83,-3.710000000,41.41,7.26,    0.1300
100,FeI,5538.52,4.22,-1.540000000,70.51,7.34,    0.0500
101,FeI,5539.28,3.64,-2.560000000,55.31,7.36,    0.0300
102,FeI,5539.82,4.29,-2.430000000,23.41,7.38,    0.0100
103,FeI,5543.15,3.7,-1.470000000,104.61,7.36,    0.0300
104,FeI,5543.94,4.22,-1.040000000,89.91,7.23,    0.1600
105,FeI,5546.51,4.37,-1.210000000,86.01,7.5,    0.1000
