,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4789.65,3.55,-0.957000000,101.91,7.2,    0.0300
1,FeI,4793.96,3.05,-3.430000000,21.51,7.1,    0.1200
2,FeI,4794.35,2.42,-3.950000000,35.61,7.23,    0.0000
3,FeI,4798.27,4.19,-1.174000000,63.51,7.12,    0.1100
4,FeI,4799.41,3.64,-2.130000000,60.21,7.36,    0.1300
5,FeI,4802.88,3.64,-1.514000000,76.91,7.17,    0.0600
6,FeI,4808.15,3.25,-2.690000000,52.01,7.28,    0.0500
7,FeI,4809.94,3.57,-2.620000000,35.11,7.22,    0.0100
8,FeI,4839.54,3.27,-1.822000000,86.41,7.3,    0.0700
9,FeI,4848.88,2.28,-3.137000000,75.91,7.15,    0.0700
10,FeI,4855.67,3.37,-1.700000000,91.31,7.38,    0.1500
11,FeI,4869.46,3.55,-2.420000000,50.31,7.31,    0.0800
12,FeI,4875.88,3.33,-1.900000000,82.71,7.26,    0.0200
13,FeI,4877.6,3.0,-3.050000000,46.21,7.21,    0.0200
14,FeI,4882.14,3.42,-1.480000000,94.91,7.19,    0.0300
15,FeI,4885.43,3.88,-0.970000000,89.21,7.19,    0.0400
16,FeI,4892.86,4.22,-1.290000000,71.21,7.38,    0.1500
17,FeII,4893.81,2.83,-4.267000000,26.01,7.27,    0.1300
18,FeI,4896.44,3.88,-1.890000000,55.61,7.27,    0.0400
19,FeI,4905.13,3.93,-1.730000000,55.61,7.15,    0.0700
20,FeI,4907.73,3.43,-1.700000000,83.11,7.16,    0.0600
21,FeI,4910.02,3.4,-1.310000000,105.01,7.34,    0.1100
22,FeI,4911.53,4.26,-1.840000000,46.41,7.43,    0.2000
23,FeI,4911.78,3.93,-1.790000000,61.01,7.34,    0.1000
24,FeI,4917.23,4.19,-1.080000000,79.11,7.32,    0.0900
25,FeI,4918.01,4.23,-1.260000000,71.81,7.38,    0.1400
26,FeI,4933.87,3.94,-1.560000000,60.81,7.12,    0.1000
27,FeI,4950.1,3.42,-1.490000000,98.11,7.26,    0.0200
28,FeI,4961.91,3.63,-2.190000000,48.51,7.13,    0.0900
29,FeI,4962.57,4.18,-1.182000000,70.71,7.22,    0.0000
30,FeI,4969.92,4.22,-0.710000000,90.51,7.22,    0.0100
31,FeI,4985.25,3.93,-0.447000000,111.11,7.06,    0.1600
32,FeI,4986.22,4.22,-1.290000000,63.11,7.2,    0.0300
