,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4791.25,3.27,-2.435000000,26.61,6.75,    0.3500
1,FeI,4798.27,4.19,-1.174000000,24.21,6.39,    0.0100
2,FeI,4800.65,4.14,-1.028000000,40.21,6.52,    0.1200
3,FeI,4802.88,3.64,-1.514000000,37.41,6.43,    0.0300
4,FeI,4807.71,3.37,-2.150000000,25.51,6.54,    0.1300
5,FeI,4832.73,3.64,-1.733000000,41.41,6.72,    0.3100
6,FeI,4839.54,3.27,-1.822000000,44.51,6.47,    0.0600
7,FeI,4843.14,3.4,-1.650000000,57.61,6.65,    0.2400
8,FeI,4848.88,2.28,-3.137000000,22.21,6.29,    0.1000
9,FeI,4875.88,3.33,-1.900000000,30.41,6.35,    0.0500
10,FeI,4881.72,3.3,-1.781000000,49.51,6.54,    0.1400
11,FeI,4882.14,3.42,-1.480000000,55.51,6.46,    0.0500
12,FeI,4885.43,3.88,-0.970000000,62.11,6.56,    0.1600
13,FeI,4889.0,2.2,-2.462000000,79.41,6.56,    0.1600
14,FeI,4892.86,4.22,-1.290000000,25.21,6.56,    0.1500
15,FeII,4893.81,2.83,-4.267000000,13.91,6.34,    0.1200
16,FeI,4896.44,3.88,-1.890000000,10.51,6.35,    0.0400
17,FeI,4903.31,2.88,-0.903000000,118.91,6.49,    0.0800
18,FeI,4905.13,3.93,-1.730000000,11.71,6.29,    0.1000
19,FeI,4907.73,3.43,-1.700000000,34.01,6.32,    0.0700
20,FeI,4910.02,3.4,-1.310000000,65.01,6.44,    0.0300
21,FeI,4911.78,3.93,-1.790000000,25.21,6.76,    0.3500
22,FeI,4917.23,4.19,-1.080000000,31.01,6.44,    0.0400
23,FeI,4918.01,4.23,-1.260000000,18.91,6.38,    0.0200
24,FeI,4924.77,2.28,-2.216000000,79.41,6.4,    0.0000
25,FeI,4930.31,3.96,-1.201000000,40.51,6.5,    0.0900
26,FeI,4938.81,2.88,-1.077000000,100.51,6.3,    0.1000
27,FeI,4939.69,0.86,-3.336000000,107.81,6.54,    0.1400
28,FeI,4946.39,3.37,-1.110000000,83.61,6.53,    0.1200
29,FeI,4950.1,3.42,-1.490000000,61.01,6.56,    0.1500
30,FeI,4962.57,4.18,-1.182000000,21.31,6.31,    0.0900
31,FeI,4966.09,3.33,-0.792000000,93.61,6.36,    0.0400
32,FeI,4969.92,4.22,-0.710000000,52.01,6.48,    0.0700
33,FeI,4970.5,3.64,-1.740000000,32.01,6.54,    0.1300
34,FeI,4973.1,3.96,-0.730000000,57.31,6.31,    0.0800
35,FeI,4978.6,3.98,-0.877000000,50.11,6.36,    0.0300
36,FeI,4985.25,3.93,-0.447000000,78.81,6.38,    0.0200
37,FeI,4985.55,2.86,-1.331000000,91.01,6.35,    0.0500
38,FeI,4986.22,4.22,-1.290000000,24.51,6.54,    0.1300
39,FeII,4993.35,2.81,-3.684000000,37.81,6.3,    0.1600
40,FeI,4993.68,4.21,-1.370000000,20.01,6.5,    0.0900
41,FeI,4994.13,0.92,-3.058000000,109.01,6.34,    0.0500
42,FeI,5001.86,3.88,-0.010000000,93.21,6.16,    0.2300
43,FeI,5002.79,3.4,-1.460000000,42.11,6.19,    0.2100
44,FeI,5014.94,3.94,-0.183000000,84.01,6.22,    0.1700
45,FeI,5021.59,4.26,-0.918000000,34.61,6.42,    0.0100
46,FeI,5022.23,3.98,-0.370000000,81.31,6.4,    0.0000
47,FeI,5028.13,3.57,-1.036000000,70.11,6.44,    0.0300
48,FeI,5029.62,3.42,-1.950000000,18.51,6.2,    0.1900
49,FeI,5031.91,4.37,-1.570000000,14.41,6.69,    0.2900
50,FeI,5036.92,3.02,-3.010000000,14.51,6.71,    0.3100
51,FeI,5039.25,3.37,-1.528000000,68.71,6.68,    0.2700
52,FeI,5044.21,2.85,-2.038000000,44.01,6.22,    0.1800
53,FeI,5048.44,3.96,-1.005000000,42.81,6.34,    0.0600
54,FeI,5060.08,0.0,-5.431000000,30.31,6.28,    0.1200
55,FeI,5068.77,2.94,-1.041000000,113.91,6.57,    0.1700
56,FeI,5074.75,4.22,-0.230000000,92.01,6.7,    0.3000
57,FeI,5079.22,2.2,-2.068000000,89.91,6.35,    0.0500
58,FeI,5079.74,0.99,-3.221000000,105.91,6.51,    0.1000
59,FeI,5083.34,0.96,-2.939000000,106.91,6.21,    0.1800
60,FeI,5088.15,4.15,-1.680000000,15.31,6.6,    0.2000
61,FeI,5090.77,4.26,-0.440000000,53.31,6.26,    0.1300
62,FeI,5104.44,4.28,-1.590000000,10.11,6.44,    0.0400
63,FeI,5123.72,1.01,-3.068000000,115.51,6.58,    0.1700
64,FeI,5127.36,0.92,-3.306000000,94.31,6.26,    0.1400
65,FeI,5127.68,0.05,-6.125000000,12.71,6.56,    0.1600
66,FeI,5131.47,2.22,-2.515000000,71.01,6.46,    0.0600
67,FeII,5132.66,2.81,-4.094000000,22.51,6.39,    0.0800
68,FeI,5133.69,4.18, 0.360000000,97.41,6.18,    0.2200
69,FeII,5136.8,2.84,-4.356000000,16.21,6.51,    0.0400
70,FeI,5150.84,0.99,-3.008000000,117.41,6.53,    0.1200
71,FeI,5151.91,1.01,-3.322000000,101.21,6.51,    0.1100
72,FeI,5159.06,4.28,-0.820000000,41.61,6.47,    0.0600
73,FeI,5162.27,4.18, 0.020000000,104.71,6.65,    0.2400
74,FeI,5187.91,4.14,-1.371000000,20.11,6.42,    0.0200
75,FeII,5197.57,3.23,-2.220000000,112.31,6.67,    0.1900
76,FeI,5198.71,2.22,-2.135000000,87.91,6.39,    0.0100
77,FeI,5215.18,3.27,-0.861000000,89.01,6.24,    0.1500
78,FeI,5216.27,1.61,-2.082000000,118.21,6.29,    0.1100
79,FeI,5217.39,3.21,-1.074000000,89.51,6.41,    0.0000
80,FeI,5225.53,0.11,-4.789000000,64.91,6.32,    0.0800
81,FeI,5228.38,4.22,-1.190000000,22.01,6.37,    0.0300
82,FeII,5234.62,3.22,-2.180000000,118.61,6.74,    0.2700
83,FeI,5235.39,4.08,-0.859000000,45.91,6.36,    0.0300
84,FeI,5236.2,4.19,-1.497000000,11.51,6.31,    0.0900
85,FeI,5242.49,3.63,-0.967000000,72.41,6.46,    0.0500
86,FeI,5243.78,4.26,-1.050000000,36.91,6.58,    0.1800
87,FeI,5247.05,0.09,-4.949000000,62.91,6.42,    0.0100
88,FeI,5250.21,0.12,-4.933000000,54.61,6.31,    0.0900
89,FeI,5250.65,2.2,-2.180000000,95.41,6.55,    0.1500
90,FeII,5264.8,3.23,-3.130000000,43.51,6.29,    0.1800
91,FeI,5267.27,4.37,-1.596000000,11.91,6.61,    0.2100
92,FeI,5280.36,3.64,-1.817000000,22.11,6.39,    0.0000
93,FeII,5284.1,2.89,-3.195000000,76.11,6.54,    0.0700
94,FeI,5288.52,3.7,-1.493000000,24.01,6.17,    0.2300
95,FeI,5293.96,4.14,-1.770000000,10.31,6.48,    0.0700
96,FeI,5298.78,3.64,-2.016000000,26.01,6.68,    0.2700
97,FeI,5302.3,3.28,-0.738000000,96.01,6.26,    0.1300
98,FeI,5307.36,1.61,-2.912000000,76.11,6.27,    0.1300
99,FeI,5315.07,4.37,-1.650000000,10.91,6.62,    0.2200
100,FeII,5325.55,3.22,-3.160000000,41.61,6.27,    0.1900
101,FeI,5329.99,4.08,-1.196000000,28.41,6.37,    0.0300
102,FeI,5332.9,1.56,-2.776000000,92.91,6.38,    0.0100
103,FeII,5337.72,3.23,-3.720000000,33.41,6.69,    0.2100
104,FeI,5339.93,3.27,-0.635000000,111.61,6.43,    0.0200
105,FeI,5353.37,4.1,-0.760000000,57.51,6.48,    0.0800
106,FeII,5362.86,3.2,-2.570000000,94.21,6.59,    0.1100
107,FeI,5364.87,4.45, 0.228000000,79.71,6.23,    0.1600
108,FeI,5367.47,4.42, 0.444000000,95.01,6.26,    0.1400
109,FeI,5373.71,4.47,-0.710000000,31.21,6.36,    0.0400
110,FeI,5379.57,3.7,-1.514000000,39.71,6.5,    0.1000
111,FeI,5383.37,4.31, 0.645000000,106.81,6.18,    0.2200
112,FeI,5386.33,4.15,-1.670000000,13.41,6.52,    0.1100
113,FeI,5389.48,4.42,-0.410000000,53.61,6.39,    0.0100
114,FeI,5393.17,3.24,-0.719000000,94.51,6.16,    0.2300
115,FeI,5398.28,4.45,-0.630000000,32.51,6.27,    0.1300
116,FeI,5400.5,4.37,-0.160000000,58.71,6.18,    0.2100
117,FeI,5403.82,4.08,-1.034000000,28.21,6.2,    0.1900
118,FeI,5404.15,4.43, 0.523000000,108.91,6.45,    0.0400
119,FeI,5405.35,4.39,-1.390000000,13.61,6.49,    0.0800
120,FeI,5409.13,4.37,-1.200000000,20.61,6.5,    0.0900
121,FeI,5410.91,4.47, 0.398000000,84.11,6.16,    0.2300
122,FeII,5414.07,3.22,-3.580000000,24.91,6.36,    0.1100
123,FeI,5415.2,4.39, 0.643000000,102.51,6.17,    0.2300
124,FeI,5417.03,4.42,-1.580000000,13.31,6.69,    0.2900
125,FeI,5424.07,4.32, 0.520000000,119.01,6.53,    0.1200
126,FeII,5425.25,3.2,-3.220000000,57.51,6.57,    0.1000
127,FeI,5429.5,4.19,-1.016000000,46.11,6.64,    0.2300
128,FeI,5441.34,4.31,-1.630000000,10.51,6.52,    0.1100
129,FeI,5445.04,4.39,-0.020000000,77.71,6.38,    0.0200
130,FeI,5466.4,4.37,-0.630000000,42.21,6.37,    0.0300
131,FeI,5472.71,4.21,-1.495000000,18.11,6.55,    0.1400
132,FeI,5473.9,4.15,-0.720000000,50.01,6.36,    0.0300
133,FeI,5476.29,4.14,-0.913000000,38.31,6.35,    0.0500
134,FeI,5476.56,4.1,-0.309000000,82.31,6.47,    0.0700
135,FeI,5480.86,4.22,-1.220000000,27.31,6.51,    0.1100
136,FeI,5481.24,4.1,-1.243000000,33.61,6.54,    0.1400
137,FeI,5481.44,4.19,-1.360000000,26.31,6.6,    0.2000
138,FeI,5483.1,4.15,-1.392000000,27.51,6.62,    0.2200
139,FeI,5487.14,4.42,-1.430000000,18.21,6.7,    0.3000
140,FeI,5493.5,4.1,-1.480000000,14.31,6.3,    0.1000
141,FeI,5501.46,0.96,-3.046000000,109.11,6.3,    0.1000
142,FeI,5522.45,4.21,-1.450000000,22.81,6.63,    0.2200
143,FeII,5525.12,3.27,-3.970000000,18.41,6.63,    0.1500
144,FeII,5534.84,3.24,-2.865000000,77.51,6.61,    0.1400
145,FeI,5535.42,4.19,-1.158000000,33.01,6.53,    0.1300
146,FeI,5538.52,4.22,-1.540000000,15.31,6.52,    0.1100
147,FeI,5543.15,3.7,-1.470000000,27.91,6.22,    0.1700
148,FeI,5543.94,4.22,-1.040000000,25.71,6.3,    0.1000
149,FeI,5546.51,4.37,-1.210000000,14.81,6.33,    0.0700
150,FeI,5553.58,4.43,-1.310000000,15.91,6.53,    0.1300
151,FeI,5554.89,4.55,-0.270000000,43.31,6.21,    0.1800
152,FeI,5560.21,4.43,-1.090000000,15.51,6.3,    0.1000
153,FeI,5563.6,4.19,-0.750000000,40.61,6.27,    0.1300
154,FeI,5567.39,2.61,-2.568000000,33.61,6.28,    0.1200
155,FeI,5569.62,3.42,-0.517000000,99.11,6.22,    0.1800
156,FeI,5576.09,3.43,-0.900000000,85.91,6.38,    0.0100
157,FeI,5584.76,3.57,-2.220000000,17.41,6.58,    0.1800
158,FeI,5602.94,3.43,-0.886000000,87.31,6.38,    0.0100
159,FeI,5615.3,2.59,-2.406000000,52.51,6.41,    0.0100
160,FeI,5624.02,4.39,-1.380000000,21.01,6.7,    0.2900
161,FeI,5624.54,3.42,-0.769000000,95.41,6.4,    0.0000
162,FeI,5633.95,4.99,-0.230000000,28.71,6.36,    0.0400
163,FeI,5636.7,3.64,-2.510000000,10.31,6.68,    0.2700
164,FeI,5638.26,4.22,-0.720000000,41.61,6.28,    0.1100
165,FeI,5641.43,4.26,-1.080000000,23.41,6.32,    0.0800
166,FeI,5649.99,5.1,-0.820000000,12.31,6.6,    0.1900
167,FeI,5655.18,5.06,-0.600000000,21.01,6.61,    0.2100
168,FeI,5655.49,4.26,-0.980000000,27.61,6.32,    0.0800
169,FeI,5658.82,3.4,-0.766000000,97.01,6.4,    0.0000
170,FeI,5662.52,4.18,-0.447000000,57.01,6.23,    0.1700
171,FeI,5667.52,4.18,-1.575000000,22.11,6.7,    0.2900
172,FeI,5679.02,4.65,-0.820000000,20.71,6.4,    0.0000
173,FeI,5686.53,4.55,-0.445000000,35.61,6.25,    0.1500
174,FeI,5691.5,4.3,-1.450000000,18.31,6.6,    0.2000
175,FeI,5701.54,2.56,-2.193000000,52.71,6.17,    0.2300
176,FeI,5705.46,4.3,-1.355000000,15.71,6.42,    0.0200
177,FeI,5705.99,4.61,-0.460000000,43.41,6.46,    0.0600
178,FeI,5712.13,3.42,-1.994000000,22.11,6.31,    0.0800
179,FeI,5715.09,4.28,-0.970000000,29.31,6.37,    0.0300
180,FeI,5717.83,4.28,-0.990000000,29.21,6.38,    0.0100
181,FeI,5731.76,4.26,-1.200000000,36.41,6.71,    0.3000
182,FeI,5753.12,4.26,-0.623000000,41.01,6.21,    0.1800
183,FeI,5762.99,4.21,-0.360000000,72.61,6.44,    0.0300
184,FeI,5852.22,4.55,-1.230000000,18.51,6.64,    0.2300
185,FeI,5856.09,4.29,-1.327000000,19.81,6.51,    0.1000
186,FeI,5883.82,3.96,-1.260000000,24.81,6.21,    0.1900
187,FeI,5905.67,4.65,-0.690000000,22.71,6.32,    0.0800
188,FeI,5916.25,2.45,-2.994000000,23.81,6.32,    0.0800
189,FeI,5927.79,4.65,-0.990000000,17.91,6.49,    0.0800
190,FeI,5929.68,4.55,-1.310000000,13.51,6.56,    0.1500
191,FeI,5930.18,4.65,-0.230000000,45.51,6.31,    0.0900
192,FeI,5956.69,0.86,-4.599000000,29.01,6.3,    0.1000
193,FeII,5991.37,3.15,-3.647000000,32.11,6.49,    0.0100
194,FeI,6003.01,3.88,-1.100000000,45.51,6.36,    0.0400
195,FeI,6008.56,3.88,-0.980000000,41.21,6.17,    0.2300
196,FeI,6020.17,4.61,-0.270000000,46.41,6.32,    0.0800
197,FeI,6024.06,4.55,-0.120000000,67.21,6.45,    0.0500
198,FeI,6027.05,4.08,-1.089000000,28.11,6.23,    0.1600
199,FeI,6056.0,4.73,-0.320000000,29.61,6.19,    0.2100
200,FeI,6065.48,2.61,-1.529000000,97.91,6.32,    0.0700
201,FeI,6079.01,4.65,-1.020000000,15.71,6.44,    0.0400
202,FeI,6082.71,2.22,-3.576000000,23.71,6.64,    0.2300
203,FeII,6084.1,3.2,-3.881000000,18.71,6.46,    0.0100
204,FeI,6096.66,3.98,-1.830000000,10.61,6.36,    0.0400
205,FeI,6103.29,4.73,-1.117000000,19.21,6.73,    0.3300
206,FeII,6113.32,3.22,-4.230000000,10.11,6.52,    0.0400
207,FeI,6127.91,4.14,-1.399000000,15.71,6.29,    0.1100
208,FeI,6136.62,2.45,-1.402000000,111.31,6.28,    0.1200
209,FeI,6136.99,2.2,-2.950000000,46.61,6.41,    0.0100
210,FeI,6137.69,2.59,-1.402000000,109.31,6.38,    0.0100
211,FeII,6149.25,3.89,-2.841000000,24.01,6.28,    0.1900
212,FeI,6151.62,2.18,-3.295000000,20.91,6.24,    0.1600
213,FeI,6157.73,4.08,-1.160000000,22.01,6.16,    0.2400
214,FeI,6163.54,2.2,-3.619000000,21.51,6.6,    0.1900
215,FeI,6165.36,4.14,-1.473000000,13.51,6.29,    0.1100
216,FeI,6170.51,4.8,-0.440000000,31.41,6.4,    0.0000
217,FeI,6173.33,2.22,-2.880000000,42.61,6.3,    0.1000
218,FeI,6180.2,2.73,-2.591000000,25.41,6.23,    0.1600
219,FeI,6187.99,3.94,-1.620000000,14.31,6.25,    0.1500
220,FeI,6200.31,2.61,-2.433000000,44.81,6.31,    0.0900
221,FeI,6215.14,4.19,-1.320000000,17.81,6.32,    0.0800
222,FeI,6219.28,2.2,-2.432000000,68.51,6.24,    0.1500
223,FeI,6226.73,3.88,-2.120000000,11.61,6.58,    0.1800
224,FeI,6229.23,2.84,-2.805000000,14.31,6.27,    0.1300
225,FeI,6230.72,2.56,-1.281000000,115.61,6.34,    0.0500
226,FeI,6232.64,3.65,-1.235000000,49.61,6.32,    0.0800
227,FeII,6238.39,3.89,-2.600000000,39.11,6.34,    0.1200
228,FeI,6240.65,2.22,-3.230000000,20.41,6.2,    0.1900
229,FeII,6247.56,3.89,-2.435000000,61.31,6.57,    0.0900
230,FeI,6252.56,2.4,-1.699000000,108.21,6.45,    0.0400
231,FeI,6254.26,2.28,-2.439000000,83.81,6.6,    0.1900
232,FeI,6256.36,2.45,-2.408000000,76.51,6.63,    0.2200
233,FeI,6265.13,2.18,-2.550000000,69.11,6.34,    0.0500
234,FeI,6270.22,2.86,-2.470000000,21.91,6.16,    0.2300
235,FeI,6271.28,3.33,-2.703000000,11.21,6.56,    0.1600
236,FeI,6280.62,0.86,-4.390000000,64.61,6.66,    0.2500
237,FeI,6297.79,2.22,-2.737000000,50.11,6.28,    0.1200
238,FeI,6301.5,3.65,-0.720000000,85.01,6.38,    0.0200
239,FeI,6315.31,4.14,-1.232000000,18.41,6.2,    0.2000
240,FeI,6322.68,2.59,-2.430000000,48.31,6.34,    0.0600
241,FeI,6336.82,3.69,-0.852000000,62.41,6.16,    0.2300
242,FeI,6338.88,4.8,-0.960000000,16.51,6.55,    0.1500
243,FeI,6344.15,2.43,-2.919000000,31.31,6.36,    0.0400
244,FeI,6355.03,2.84,-2.340000000,32.11,6.24,    0.1600
245,FeI,6358.7,0.86,-4.468000000,43.61,6.41,    0.0000
246,FeII,6369.46,2.89,-4.110000000,19.91,6.38,    0.0800
247,FeI,6380.74,4.19,-1.375000000,15.41,6.29,    0.1000
248,FeI,6393.6,2.43,-1.452000000,108.91,6.24,    0.1600
249,FeI,6400.0,3.6,-0.276000000,103.61,6.2,    0.2000
250,FeI,6400.32,0.92,-4.318000000,40.01,6.26,    0.1400
251,FeI,6411.65,3.65,-0.596000000,81.01,6.18,    0.2200
