,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4793.96,3.05,-3.430000000,50.31,7.7,    0.0300
1,FeI,4794.35,2.42,-3.950000000,66.41,7.79,    0.0600
2,FeI,4799.41,3.64,-2.130000000,88.31,7.92,    0.1900
3,FeI,4802.88,3.64,-1.514000000,96.81,7.51,    0.2200
4,FeI,4807.71,3.37,-2.150000000,104.01,7.87,    0.1300
5,FeI,4808.15,3.25,-2.690000000,75.41,7.73,    0.0000
6,FeI,4809.94,3.57,-2.620000000,62.41,7.75,    0.0200
7,FeI,4832.73,3.64,-1.733000000,106.21,7.98,    0.2400
8,FeI,4839.54,3.27,-1.822000000,116.31,7.86,    0.1200
9,FeI,4848.88,2.28,-3.137000000,111.71,7.83,    0.0900
10,FeI,4855.67,3.37,-1.700000000,118.11,7.82,    0.0800
11,FeI,4869.46,3.55,-2.420000000,74.91,7.79,    0.0500
12,FeI,4875.88,3.33,-1.900000000,104.11,7.58,    0.1500
13,FeI,4877.6,3.0,-3.050000000,72.21,7.67,    0.0500
14,FeI,4892.86,4.22,-1.290000000,90.31,7.7,    0.0300
15,FeI,4905.13,3.93,-1.730000000,91.31,7.83,    0.1000
16,FeI,4907.73,3.43,-1.700000000,110.71,7.59,    0.1300
17,FeI,4911.53,4.26,-1.840000000,72.41,7.93,    0.2000
18,FeI,4911.78,3.93,-1.790000000,92.31,7.94,    0.2000
19,FeI,4917.23,4.19,-1.080000000,106.61,7.77,    0.0300
20,FeI,4918.01,4.23,-1.260000000,91.11,7.7,    0.0300
21,FeI,4961.91,3.63,-2.190000000,75.61,7.66,    0.0700
22,FeI,4962.57,4.18,-1.182000000,89.91,7.54,    0.1800
23,FeI,4986.22,4.22,-1.290000000,85.01,7.59,    0.1400
24,FeII,4993.35,2.81,-3.684000000,46.41,7.58,    0.0800
25,FeI,4999.11,4.19,-1.640000000,75.91,7.77,    0.0300
26,FeI,5012.7,4.28,-1.690000000,76.31,7.89,    0.1500
27,FeI,5023.19,4.28,-1.500000000,81.61,7.8,    0.0600
28,FeI,5023.5,4.31,-1.670000000,77.41,7.92,    0.1800
29,FeI,5029.62,3.42,-1.950000000,100.21,7.74,    0.0000
30,FeI,5030.78,3.24,-2.830000000,71.41,7.73,    0.0000
31,FeI,5031.91,4.37,-1.570000000,70.51,7.74,    0.0100
32,FeI,5036.92,3.02,-3.010000000,75.51,7.74,    0.0000
33,FeI,5048.44,3.96,-1.005000000,114.31,7.59,    0.1400
34,FeI,5054.64,3.64,-1.921000000,87.11,7.64,    0.0800
35,FeI,5058.5,3.64,-2.830000000,40.61,7.6,    0.1300
36,FeI,5067.15,4.22,-0.970000000,114.81,7.82,    0.0800
37,FeI,5088.15,4.15,-1.680000000,67.01,7.55,    0.1800
38,FeII,5100.66,2.81,-4.197000000,33.91,7.78,    0.1100
39,FeI,5109.65,4.3,-0.980000000,102.71,7.69,    0.0400
40,FeI,5115.78,3.57,-2.640000000,66.21,7.83,    0.0900
41,FeII,5132.66,2.81,-4.094000000,23.31,7.38,    0.2800
42,FeI,5143.72,2.2,-3.690000000,94.71,7.82,    0.0800
43,FeI,5187.91,4.14,-1.371000000,99.81,7.97,    0.2300
44,FeI,5217.92,3.64,-1.719000000,95.41,7.62,    0.1100
45,FeI,5228.38,4.22,-1.190000000,108.81,7.93,    0.2000
46,FeII,5234.62,3.22,-2.180000000,83.61,7.42,    0.2400
47,FeI,5243.78,4.26,-1.050000000,97.91,7.63,    0.1000
48,FeI,5253.02,2.28,-3.840000000,69.41,7.51,    0.2200
49,FeII,5256.93,2.89,-4.182000000,28.81,7.73,    0.0600
50,FeII,5264.8,3.23,-3.130000000,44.01,7.45,    0.2100
51,FeI,5267.27,4.37,-1.596000000,82.41,7.99,    0.2600
52,FeII,5284.1,2.89,-3.195000000,73.11,7.83,    0.1500
53,FeI,5285.13,4.43,-1.660000000,60.41,7.7,    0.0200
54,FeI,5288.52,3.7,-1.493000000,104.91,7.64,    0.0900
55,FeI,5293.96,4.14,-1.770000000,73.51,7.77,    0.0400
56,FeI,5294.55,3.64,-2.760000000,53.91,7.76,    0.0300
57,FeI,5295.31,4.42,-1.590000000,58.91,7.58,    0.1400
58,FeII,5316.78,3.22,-2.740000000,67.51,7.62,    0.0500
59,FeI,5320.04,3.64,-2.440000000,64.71,7.66,    0.0700
60,FeI,5321.11,4.43,-1.089000000,81.21,7.52,    0.2100
61,FeII,5325.55,3.22,-3.160000000,46.31,7.53,    0.1300
62,FeI,5326.14,3.57,-2.071000000,96.21,7.9,    0.1600
63,FeI,5329.99,4.08,-1.196000000,109.01,7.92,    0.1800
64,FeII,5337.72,3.23,-3.720000000,42.11,8.0,    0.3300
65,FeI,5373.71,4.47,-0.710000000,100.21,7.53,    0.1900
66,FeI,5376.83,4.29,-2.210000000,48.21,7.87,    0.1300
67,FeI,5379.57,3.7,-1.514000000,104.01,7.62,    0.1100
68,FeI,5386.33,4.15,-1.670000000,67.41,7.52,    0.2100
69,FeI,5403.82,4.08,-1.034000000,115.11,7.88,    0.1400
70,FeI,5406.78,4.37,-1.620000000,73.31,7.84,    0.1000
71,FeI,5409.13,4.37,-1.200000000,97.31,7.87,    0.1400
72,FeI,5412.78,4.43,-1.716000000,56.11,7.68,    0.0500
73,FeI,5417.03,4.42,-1.580000000,67.51,7.73,    0.0000
74,FeII,5425.25,3.2,-3.220000000,43.91,7.52,    0.1500
75,FeI,5432.95,4.45,-0.940000000,105.11,7.81,    0.0800
76,FeI,5436.3,4.39,-1.440000000,77.31,7.74,    0.0100
77,FeI,5441.34,4.31,-1.630000000,67.21,7.66,    0.0600
78,FeI,5466.4,4.37,-0.630000000,118.41,7.66,    0.0700
79,FeI,5466.99,3.57,-2.233000000,84.41,7.77,    0.0400
80,FeI,5470.09,4.45,-1.710000000,64.11,7.83,    0.0900
81,FeI,5472.71,4.21,-1.495000000,96.71,7.98,    0.2400
82,FeI,5473.16,4.19,-2.040000000,54.91,7.69,    0.0400
83,FeI,5491.83,4.19,-2.188000000,47.91,7.71,    0.0100
84,FeI,5493.5,4.1,-1.480000000,89.51,7.7,    0.0200
85,FeI,5494.46,4.08,-1.990000000,71.01,7.84,    0.1000
86,FeI,5522.45,4.21,-1.450000000,75.41,7.52,    0.2100
87,FeI,5525.54,4.23,-1.084000000,95.21,7.56,    0.1700
88,FeI,5535.42,4.19,-1.158000000,98.81,7.75,    0.0100
89,FeI,5536.58,2.83,-3.710000000,45.61,7.59,    0.1400
90,FeI,5538.52,4.22,-1.540000000,81.71,7.77,    0.0300
91,FeI,5539.28,3.64,-2.560000000,61.51,7.7,    0.0300
92,FeI,5539.82,4.29,-2.430000000,40.31,7.93,    0.1900
93,FeI,5543.15,3.7,-1.470000000,117.81,7.82,    0.0900
94,FeI,5543.94,4.22,-1.040000000,96.71,7.53,    0.2000
95,FeI,5546.51,4.37,-1.210000000,99.31,7.92,    0.1800
96,FeI,5549.95,3.7,-2.810000000,41.81,7.64,    0.0900
97,FeI,5552.69,4.96,-1.890000000,29.41,7.92,    0.1800
98,FeI,5559.64,4.99,-1.730000000,28.51,7.77,    0.0400
99,FeI,5560.21,4.43,-1.090000000,80.81,7.52,    0.2100
100,FeI,5584.76,3.57,-2.220000000,95.91,7.99,    0.2500
101,FeI,5587.57,4.14,-1.750000000,78.81,7.84,    0.1100
102,FeI,5600.22,4.26,-1.420000000,80.91,7.68,    0.0500
103,FeI,5633.95,4.99,-0.230000000,101.51,7.72,    0.0100
104,FeI,5635.82,4.26,-1.790000000,74.31,7.87,    0.1400
105,FeI,5636.7,3.64,-2.510000000,59.81,7.61,    0.1200
106,FeI,5638.26,4.22,-0.720000000,117.71,7.57,    0.1600
107,FeI,5641.43,4.26,-1.080000000,112.21,7.88,    0.1400
108,FeI,5649.99,5.1,-0.820000000,67.71,7.78,    0.0400
109,FeI,5650.7,5.09,-0.860000000,71.91,7.9,    0.1600
110,FeI,5651.47,4.47,-1.900000000,50.71,7.8,    0.0600
111,FeI,5652.32,4.26,-1.850000000,64.51,7.76,    0.0200
112,FeI,5653.86,4.39,-1.540000000,78.51,7.86,    0.1300
113,FeI,5655.18,5.06,-0.600000000,87.51,7.77,    0.0300
114,FeI,5655.49,4.26,-0.980000000,102.71,7.69,    0.0400
115,FeI,5661.34,4.28,-1.756000000,71.41,7.82,    0.0900
116,FeI,5679.02,4.65,-0.820000000,91.31,7.66,    0.0700
