,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,80.71,7.48,    0.0600
1,FeI,4788.76,3.24,-1.763000000,102.61,7.55,    0.0000
2,FeI,4793.96,3.05,-3.430000000,37.21,7.44,    0.1000
3,FeI,4794.35,2.42,-3.950000000,54.41,7.58,    0.0200
4,FeI,4799.41,3.64,-2.130000000,76.01,7.68,    0.1300
5,FeI,4802.88,3.64,-1.514000000,90.71,7.44,    0.1000
6,FeI,4808.15,3.25,-2.690000000,68.81,7.61,    0.0600
7,FeI,4809.94,3.57,-2.620000000,50.91,7.52,    0.0200
8,FeI,4839.54,3.27,-1.822000000,101.81,7.61,    0.0600
9,FeI,4843.14,3.4,-1.650000000,116.51,7.71,    0.1600
10,FeI,4848.88,2.28,-3.137000000,97.61,7.6,    0.0500
11,FeI,4869.46,3.55,-2.420000000,63.21,7.55,    0.0000
12,FeI,4875.88,3.33,-1.900000000,93.01,7.42,    0.1200
13,FeI,4877.6,3.0,-3.050000000,68.51,7.63,    0.0800
14,FeI,4882.14,3.42,-1.480000000,119.21,7.6,    0.0500
15,FeI,4885.43,3.88,-0.970000000,101.31,7.4,    0.1400
16,FeI,4892.86,4.22,-1.290000000,83.11,7.6,    0.0500
17,FeII,4893.81,2.83,-4.267000000,39.31,7.73,    0.3100
18,FeI,4905.13,3.93,-1.730000000,77.61,7.59,    0.0400
19,FeI,4907.73,3.43,-1.700000000,101.11,7.5,    0.0500
20,FeI,4911.53,4.26,-1.840000000,61.01,7.72,    0.1600
21,FeI,4911.78,3.93,-1.790000000,80.91,7.74,    0.1900
22,FeI,4917.23,4.19,-1.080000000,98.01,7.68,    0.1300
23,FeI,4918.01,4.23,-1.260000000,83.01,7.58,    0.0300
24,FeI,4950.1,3.42,-1.490000000,116.51,7.56,    0.0100
25,FeI,4961.91,3.63,-2.190000000,68.61,7.53,    0.0100
26,FeI,4962.57,4.18,-1.182000000,83.81,7.47,    0.0800
27,FeI,4969.92,4.22,-0.710000000,109.01,7.54,    0.0000
28,FeI,4986.22,4.22,-1.290000000,77.21,7.47,    0.0700
29,FeI,4992.78,4.26,-2.350000000,24.71,7.46,    0.0800
30,FeII,4993.35,2.81,-3.684000000,47.31,7.33,    0.0800
31,FeI,4999.11,4.19,-1.640000000,63.31,7.51,    0.0400
32,FeII,5000.73,2.78,-4.578000000,15.41,7.29,    0.1200
33,FeI,5002.79,3.4,-1.460000000,118.71,7.54,    0.0000
34,FeI,5012.7,4.28,-1.690000000,69.81,7.78,    0.2300
35,FeI,5023.19,4.28,-1.500000000,68.21,7.55,    0.0000
36,FeI,5023.5,4.31,-1.670000000,67.71,7.74,    0.1900
37,FeI,5030.78,3.24,-2.830000000,63.61,7.59,    0.0400
38,FeI,5031.91,4.37,-1.570000000,56.41,7.47,    0.0700
39,FeI,5036.92,3.02,-3.010000000,65.31,7.54,    0.0000
40,FeI,5039.25,3.37,-1.528000000,113.31,7.6,    0.0500
41,FeI,5044.21,2.85,-2.038000000,116.71,7.47,    0.0700
42,FeI,5048.44,3.96,-1.005000000,100.71,7.41,    0.1300
43,FeI,5054.64,3.64,-1.921000000,74.61,7.4,    0.1400
44,FeI,5058.5,3.64,-2.830000000,35.81,7.49,    0.0600
45,FeI,5065.19,3.64,-1.513000000,96.01,7.54,    0.0000
46,FeI,5067.15,4.22,-0.970000000,101.61,7.66,    0.1100
47,FeI,5088.15,4.15,-1.680000000,61.31,7.44,    0.1000
48,FeI,5090.77,4.26,-0.440000000,112.71,7.36,    0.1800
49,FeII,5100.66,2.81,-4.197000000,30.61,7.42,    0.0000
50,FeI,5109.65,4.3,-0.980000000,95.11,7.61,    0.0600
51,FeI,5115.78,3.57,-2.640000000,56.41,7.63,    0.0800
52,FeII,5132.66,2.81,-4.094000000,31.21,7.33,    0.0800
53,FeII,5136.8,2.84,-4.356000000,19.21,7.28,    0.1300
54,FeI,5143.72,2.2,-3.690000000,77.21,7.49,    0.0600
55,FeI,5145.09,2.2,-2.876000000,110.81,7.48,    0.0600
56,FeI,5180.06,4.47,-1.160000000,80.51,7.66,    0.1100
57,FeI,5187.91,4.14,-1.371000000,89.21,7.78,    0.2300
58,FeI,5217.92,3.64,-1.719000000,86.11,7.46,    0.0900
59,FeII,5234.62,3.22,-2.180000000,89.11,7.3,    0.1100
60,FeI,5236.2,4.19,-1.497000000,66.81,7.42,    0.1200
61,FeI,5242.49,3.63,-0.967000000,115.91,7.37,    0.1700
62,FeI,5243.78,4.26,-1.050000000,88.31,7.49,    0.0500
63,FeI,5253.02,2.28,-3.840000000,61.81,7.39,    0.1600
64,FeII,5256.93,2.89,-4.182000000,28.91,7.46,    0.0300
65,FeII,5264.8,3.23,-3.130000000,48.71,7.28,    0.1300
66,FeI,5267.27,4.37,-1.596000000,63.01,7.62,    0.0700
67,FeII,5284.1,2.89,-3.195000000,74.71,7.6,    0.1800
68,FeI,5285.13,4.43,-1.660000000,55.41,7.6,    0.0500
69,FeI,5288.52,3.7,-1.493000000,95.21,7.49,    0.0500
70,FeI,5293.96,4.14,-1.770000000,62.31,7.54,    0.0000
71,FeI,5294.55,3.64,-2.760000000,44.71,7.58,    0.0200
72,FeI,5295.31,4.42,-1.590000000,54.71,7.49,    0.0500
73,FeI,5315.07,4.37,-1.650000000,68.01,7.78,    0.2200
74,FeII,5316.78,3.22,-2.740000000,66.21,7.31,    0.1000
75,FeI,5320.04,3.64,-2.440000000,55.11,7.47,    0.0700
76,FeI,5322.04,2.28,-2.802000000,111.71,7.47,    0.0700
77,FeII,5325.55,3.22,-3.160000000,51.61,7.37,    0.0400
78,FeI,5326.14,3.57,-2.071000000,83.31,7.65,    0.1000
79,FeI,5329.99,4.08,-1.196000000,95.11,7.66,    0.1100
80,FeI,5373.71,4.47,-0.710000000,91.11,7.42,    0.1200
81,FeI,5376.83,4.29,-2.210000000,42.11,7.73,    0.1800
82,FeI,5379.57,3.7,-1.514000000,95.81,7.51,    0.0300
83,FeI,5386.33,4.15,-1.670000000,61.91,7.41,    0.1300
84,FeI,5395.22,4.45,-2.070000000,43.71,7.79,    0.2300
85,FeI,5398.28,4.45,-0.630000000,96.11,7.41,    0.1400
86,FeI,5403.82,4.08,-1.034000000,106.21,7.76,    0.2100
87,FeI,5406.78,4.37,-1.620000000,65.01,7.68,    0.1300
88,FeI,5409.13,4.37,-1.200000000,90.11,7.78,    0.2300
89,FeI,5412.78,4.43,-1.716000000,43.51,7.41,    0.1300
90,FeI,5417.03,4.42,-1.580000000,59.01,7.56,    0.0100
91,FeII,5425.25,3.2,-3.220000000,44.61,7.24,    0.1700
92,FeI,5432.95,4.45,-0.940000000,93.61,7.66,    0.1000
93,FeI,5436.3,4.39,-1.440000000,69.01,7.6,    0.0500
94,FeI,5441.34,4.31,-1.630000000,58.61,7.49,    0.0500
95,FeI,5461.55,4.45,-1.800000000,55.21,7.74,    0.1900
96,FeI,5464.28,4.14,-1.402000000,71.51,7.36,    0.1900
97,FeI,5466.4,4.37,-0.630000000,105.91,7.51,    0.0300
98,FeI,5466.99,3.57,-2.233000000,73.81,7.57,    0.0200
99,FeI,5470.09,4.45,-1.710000000,53.91,7.63,    0.0700
100,FeI,5472.71,4.21,-1.495000000,82.01,7.73,    0.1700
101,FeI,5473.16,4.19,-2.040000000,48.31,7.55,    0.0000
102,FeI,5473.9,4.15,-0.720000000,111.41,7.48,    0.0600
103,FeI,5483.1,4.15,-1.392000000,77.11,7.45,    0.0900
104,FeI,5487.14,4.42,-1.430000000,72.71,7.69,    0.1400
105,FeI,5491.83,4.19,-2.188000000,35.71,7.45,    0.1000
106,FeI,5493.5,4.1,-1.480000000,79.01,7.52,    0.0200
107,FeI,5494.46,4.08,-1.990000000,61.11,7.64,    0.0900
108,FeI,5522.45,4.21,-1.450000000,69.51,7.41,    0.1300
109,FeI,5525.54,4.23,-1.084000000,85.31,7.4,    0.1400
110,FeI,5528.9,4.47,-1.920000000,47.31,7.73,    0.1800
111,FeI,5536.58,2.83,-3.710000000,36.41,7.4,    0.1400
112,FeI,5538.52,4.22,-1.540000000,71.21,7.56,    0.0100
113,FeI,5539.28,3.64,-2.560000000,50.41,7.48,    0.0600
114,FeI,5539.82,4.29,-2.430000000,24.11,7.54,    0.0000
115,FeI,5543.15,3.7,-1.470000000,94.71,7.41,    0.1300
116,FeI,5543.94,4.22,-1.040000000,89.51,7.43,    0.1100
117,FeI,5546.51,4.37,-1.210000000,84.51,7.67,    0.1200
118,FeI,5549.95,3.7,-2.810000000,36.01,7.5,    0.0400
119,FeI,5552.69,4.96,-1.890000000,20.01,7.64,    0.0900
120,FeI,5559.64,4.99,-1.730000000,19.11,7.49,    0.0500
121,FeI,5560.21,4.43,-1.090000000,75.21,7.42,    0.1200
122,FeI,5584.76,3.57,-2.220000000,79.71,7.67,    0.1200
123,FeI,5587.57,4.14,-1.750000000,70.01,7.67,    0.1200
124,FeI,5600.22,4.26,-1.420000000,74.11,7.56,    0.0000
125,FeI,5618.63,4.21,-1.255000000,79.91,7.43,    0.1100
126,FeI,5619.6,4.39,-1.600000000,67.51,7.72,    0.1700
127,FeI,5633.95,4.99,-0.230000000,90.01,7.53,    0.0100
128,FeI,5635.82,4.26,-1.790000000,65.21,7.7,    0.1500
129,FeI,5636.7,3.64,-2.510000000,53.91,7.49,    0.0500
130,FeI,5638.26,4.22,-0.720000000,106.61,7.44,    0.1000
131,FeI,5641.43,4.26,-1.080000000,103.61,7.79,    0.2400
132,FeI,5649.99,5.1,-0.820000000,58.71,7.59,    0.0400
133,FeI,5650.7,5.09,-0.860000000,61.81,7.68,    0.1300
134,FeI,5651.47,4.47,-1.900000000,42.91,7.62,    0.0700
135,FeI,5652.32,4.26,-1.850000000,56.01,7.59,    0.0400
136,FeI,5653.86,4.39,-1.540000000,68.31,7.67,    0.1200
137,FeI,5655.18,5.06,-0.600000000,75.61,7.58,    0.0300
138,FeI,5655.49,4.26,-0.980000000,94.11,7.56,    0.0100
139,FeI,5661.34,4.28,-1.756000000,54.71,7.5,    0.0500
140,FeI,5679.02,4.65,-0.820000000,85.01,7.57,    0.0200
141,FeI,5680.24,4.19,-2.480000000,36.91,7.75,    0.2000
142,FeI,5686.53,4.55,-0.445000000,101.21,7.5,    0.0400
143,FeI,5691.5,4.3,-1.450000000,76.21,7.65,    0.1000
144,FeI,5696.09,4.55,-1.720000000,35.11,7.37,    0.1700
145,FeI,5698.02,3.64,-2.580000000,48.81,7.46,    0.0900
146,FeI,5705.46,4.3,-1.355000000,68.91,7.4,    0.1400
147,FeI,5712.13,3.42,-1.994000000,96.11,7.54,    0.0000
148,FeI,5717.83,4.28,-0.990000000,94.71,7.54,    0.0000
149,FeI,5731.76,4.26,-1.200000000,91.11,7.65,    0.1000
150,FeI,5732.3,4.99,-1.460000000,35.41,7.62,    0.0700
151,FeI,5741.85,4.26,-1.672000000,64.31,7.56,    0.0100
152,FeI,5742.96,4.18,-2.410000000,40.31,7.74,    0.1900
153,FeI,5754.4,3.64,-2.600000000,51.71,7.53,    0.0100
154,FeI,5760.34,3.64,-2.390000000,56.91,7.42,    0.1200
155,FeI,5837.7,4.29,-2.240000000,30.51,7.5,    0.0500
156,FeI,5838.37,3.94,-2.240000000,54.31,7.56,    0.0000
157,FeI,5849.68,3.7,-2.890000000,32.31,7.49,    0.0500
158,FeI,5853.15,1.48,-5.180000000,57.41,7.61,    0.0600
159,FeI,5855.08,4.61,-1.478000000,47.31,7.43,    0.1100
160,FeI,5858.78,4.22,-2.160000000,40.21,7.53,    0.0100
161,FeI,5879.49,4.61,-2.040000000,29.81,7.63,    0.0800
162,FeI,5880.03,4.56,-1.840000000,31.21,7.41,    0.1300
163,FeI,5881.28,4.61,-1.740000000,41.71,7.58,    0.0300
164,FeI,5883.82,3.96,-1.260000000,94.41,7.37,    0.1700
165,FeI,5898.22,4.73,-1.730000000,34.31,7.56,    0.0100
166,FeI,5905.67,4.65,-0.690000000,82.91,7.4,    0.1400
167,FeI,5909.97,3.21,-2.587000000,86.71,7.68,    0.1300
168,FeI,5916.25,2.45,-2.994000000,110.11,7.7,    0.1500
169,FeI,5927.79,4.65,-0.990000000,67.41,7.39,    0.1500
170,FeI,5929.68,4.55,-1.310000000,68.91,7.62,    0.0700
171,FeI,5930.18,4.65,-0.230000000,112.61,7.47,    0.0800
172,FeI,5934.65,3.93,-1.070000000,109.11,7.41,    0.1300
173,FeI,5940.99,4.18,-2.050000000,50.11,7.56,    0.0100
174,FeI,5952.72,3.98,-1.340000000,97.71,7.54,    0.0100
175,FeII,5991.37,3.15,-3.647000000,43.81,7.62,    0.1900
176,FeI,6003.01,3.88,-1.100000000,114.31,7.48,    0.0700
177,FeI,6012.21,2.22,-4.038000000,76.51,7.73,    0.1800
178,FeI,6027.05,4.08,-1.089000000,97.41,7.47,    0.0700
179,FeI,6056.0,4.73,-0.320000000,97.31,7.37,    0.1700
180,FeI,6079.01,4.65,-1.020000000,74.21,7.55,    0.0000
181,FeI,6082.71,2.22,-3.576000000,92.11,7.58,    0.0300
182,FeII,6084.1,3.2,-3.881000000,29.31,7.53,    0.1100
183,FeI,6093.64,4.61,-1.400000000,58.11,7.56,    0.0100
184,FeI,6094.37,4.65,-1.840000000,43.91,7.77,    0.2200
185,FeI,6096.66,3.98,-1.830000000,72.61,7.53,    0.0100
186,FeII,6113.32,3.22,-4.230000000,18.41,7.57,    0.1500
187,FeI,6120.25,0.92,-5.970000000,53.81,7.61,    0.0600
188,FeI,6127.91,4.14,-1.399000000,82.31,7.54,    0.0100
189,FeII,6149.25,3.89,-2.841000000,37.81,7.48,    0.0600
190,FeI,6151.62,2.18,-3.295000000,102.31,7.46,    0.0900
191,FeI,6157.73,4.08,-1.160000000,100.41,7.62,    0.0700
192,FeI,6165.36,4.14,-1.473000000,75.61,7.46,    0.0900
193,FeI,6180.2,2.73,-2.591000000,108.01,7.54,    0.0000
194,FeI,6187.99,3.94,-1.620000000,84.31,7.5,    0.0500
195,FeI,6226.73,3.88,-2.120000000,60.91,7.47,    0.0700
196,FeI,6229.23,2.84,-2.805000000,84.81,7.4,    0.1400
197,FeII,6238.39,3.89,-2.600000000,45.31,7.43,    0.0100
198,FeI,6240.65,2.22,-3.230000000,101.61,7.42,    0.1300
199,FeII,6247.56,3.89,-2.435000000,48.41,7.35,    0.0600
