,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,94.41,7.58,    0.1100
1,FeI,4793.96,3.05,-3.430000000,41.81,7.38,    0.0900
2,FeI,4794.35,2.42,-3.950000000,59.51,7.47,    0.0000
3,FeI,4798.27,4.19,-1.174000000,79.91,7.28,    0.1800
4,FeI,4799.41,3.64,-2.130000000,85.71,7.72,    0.2400
5,FeI,4802.88,3.64,-1.514000000,98.21,7.42,    0.0500
6,FeI,4808.15,3.25,-2.690000000,70.71,7.46,    0.0100
7,FeI,4809.94,3.57,-2.620000000,52.21,7.39,    0.0700
8,FeI,4839.54,3.27,-1.822000000,109.41,7.56,    0.0900
9,FeI,4848.88,2.28,-3.137000000,107.61,7.58,    0.1100
10,FeI,4855.67,3.37,-1.700000000,117.21,7.7,    0.2300
11,FeI,4869.46,3.55,-2.420000000,69.21,7.51,    0.0300
12,FeI,4875.88,3.33,-1.900000000,105.71,7.51,    0.0400
13,FeI,4877.6,3.0,-3.050000000,70.01,7.47,    0.0000
14,FeI,4892.86,4.22,-1.290000000,78.41,7.35,    0.1100
15,FeI,4905.13,3.93,-1.730000000,85.01,7.59,    0.1200
16,FeI,4907.73,3.43,-1.700000000,110.21,7.5,    0.0300
17,FeI,4911.53,4.26,-1.840000000,62.91,7.62,    0.1500
18,FeI,4911.78,3.93,-1.790000000,84.91,7.66,    0.1900
19,FeI,4917.23,4.19,-1.080000000,102.51,7.63,    0.1500
20,FeI,4918.01,4.23,-1.260000000,83.01,7.43,    0.0300
21,FeI,4950.1,3.42,-1.490000000,115.71,7.38,    0.0800
22,FeI,4961.91,3.63,-2.190000000,72.31,7.43,    0.0300
23,FeI,4962.57,4.18,-1.182000000,84.01,7.31,    0.1500
24,FeI,4969.92,4.22,-0.710000000,115.71,7.54,    0.0600
25,FeI,4986.22,4.22,-1.290000000,83.91,7.46,    0.0000
26,FeI,4992.78,4.26,-2.350000000,24.61,7.35,    0.1100
27,FeII,4993.35,2.81,-3.684000000,48.51,7.23,    0.0400
28,FeI,4999.11,4.19,-1.640000000,66.31,7.42,    0.0500
29,FeII,5000.73,2.78,-4.578000000,14.21,7.14,    0.1300
30,FeI,5012.7,4.28,-1.690000000,68.11,7.6,    0.1300
31,FeI,5023.19,4.28,-1.500000000,69.51,7.44,    0.0300
32,FeI,5023.5,4.31,-1.670000000,70.21,7.66,    0.1800
33,FeI,5029.62,3.42,-1.950000000,99.61,7.57,    0.1000
34,FeI,5030.78,3.24,-2.830000000,70.21,7.54,    0.0700
35,FeI,5031.91,4.37,-1.570000000,67.71,7.57,    0.1000
36,FeI,5036.92,3.02,-3.010000000,68.21,7.41,    0.0600
37,FeI,5048.44,3.96,-1.005000000,113.01,7.5,    0.0300
38,FeI,5054.64,3.64,-1.921000000,80.81,7.35,    0.1100
39,FeI,5058.5,3.64,-2.830000000,37.41,7.38,    0.0900
40,FeI,5067.15,4.22,-0.970000000,102.41,7.53,    0.0600
41,FeI,5088.15,4.15,-1.680000000,65.71,7.38,    0.0800
42,FeI,5090.77,4.26,-0.440000000,117.91,7.33,    0.1300
43,FeII,5100.66,2.81,-4.197000000,28.11,7.24,    0.0300
44,FeI,5109.65,4.3,-0.980000000,92.71,7.42,    0.0500
45,FeI,5115.78,3.57,-2.640000000,64.21,7.62,    0.1500
46,FeII,5132.66,2.81,-4.094000000,25.01,7.05,    0.2200
47,FeII,5136.8,2.84,-4.356000000,18.01,7.14,    0.1300
48,FeI,5143.72,2.2,-3.690000000,89.11,7.5,    0.0300
49,FeI,5180.06,4.47,-1.160000000,88.31,7.69,    0.2100
