,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,118.61,7.58,    0.1500
1,FeI,4787.83,3.0,-2.604000000,84.41,7.59,    0.1600
2,FeI,4788.76,3.24,-1.763000000,100.71,7.53,    0.1000
3,FeI,4793.96,3.05,-3.430000000,29.91,7.32,    0.1100
4,FeI,4794.35,2.42,-3.950000000,46.11,7.44,    0.0100
5,FeI,4799.41,3.64,-2.130000000,70.61,7.57,    0.1400
6,FeI,4802.88,3.64,-1.514000000,87.51,7.38,    0.0400
7,FeI,4808.15,3.25,-2.690000000,60.51,7.45,    0.0100
8,FeI,4809.94,3.57,-2.620000000,43.41,7.39,    0.0400
9,FeI,4843.14,3.4,-1.650000000,110.71,7.63,    0.2000
10,FeI,4848.88,2.28,-3.137000000,89.01,7.42,    0.0000
11,FeI,4869.46,3.55,-2.420000000,55.41,7.4,    0.0200
12,FeI,4875.88,3.33,-1.900000000,91.41,7.41,    0.0100
13,FeI,4877.6,3.0,-3.050000000,60.41,7.49,    0.0500
14,FeI,4882.14,3.42,-1.480000000,111.81,7.5,    0.0600
15,FeI,4885.43,3.88,-0.970000000,98.41,7.35,    0.0700
16,FeI,4892.86,4.22,-1.290000000,80.01,7.55,    0.1200
17,FeI,4905.13,3.93,-1.730000000,66.31,7.36,    0.0600
18,FeI,4907.73,3.43,-1.700000000,94.11,7.37,    0.0500
19,FeI,4910.02,3.4,-1.310000000,115.51,7.52,    0.0900
20,FeI,4911.53,4.26,-1.840000000,56.21,7.63,    0.2000
21,FeI,4911.78,3.93,-1.790000000,76.41,7.66,    0.2200
22,FeI,4917.23,4.19,-1.080000000,90.41,7.54,    0.1000
23,FeI,4918.01,4.23,-1.260000000,75.71,7.44,    0.0000
24,FeI,4950.1,3.42,-1.490000000,108.61,7.44,    0.0100
25,FeI,4961.91,3.63,-2.190000000,61.01,7.38,    0.0400
26,FeI,4962.57,4.18,-1.182000000,76.71,7.32,    0.1000
27,FeI,4969.92,4.22,-0.710000000,104.31,7.47,    0.0300
28,FeI,4986.22,4.22,-1.290000000,71.31,7.35,    0.0700
29,FeI,4992.78,4.26,-2.350000000,16.71,7.25,    0.1700
30,FeII,4993.35,2.81,-3.684000000,45.91,7.18,    0.0300
31,FeI,4999.11,4.19,-1.640000000,58.21,7.4,    0.0200
32,FeII,5000.73,2.78,-4.578000000,13.81,7.15,    0.0700
33,FeI,5002.79,3.4,-1.460000000,112.11,7.44,    0.0100
34,FeI,5012.7,4.28,-1.690000000,61.31,7.61,    0.1700
35,FeI,5023.19,4.28,-1.500000000,61.11,7.41,    0.0100
36,FeI,5023.5,4.31,-1.670000000,58.81,7.57,    0.1300
37,FeI,5029.62,3.42,-1.950000000,85.91,7.48,    0.0500
38,FeI,5030.78,3.24,-2.830000000,54.11,7.41,    0.0100
39,FeI,5031.91,4.37,-1.570000000,50.81,7.37,    0.0600
40,FeI,5036.92,3.02,-3.010000000,57.51,7.41,    0.0200
41,FeI,5044.21,2.85,-2.038000000,111.61,7.4,    0.0200
42,FeI,5048.44,3.96,-1.005000000,103.01,7.47,    0.0400
43,FeI,5054.64,3.64,-1.921000000,71.21,7.34,    0.0800
44,FeI,5058.5,3.64,-2.830000000,30.21,7.38,    0.0400
45,FeI,5067.15,4.22,-0.970000000,96.21,7.56,    0.1300
46,FeI,5088.15,4.15,-1.680000000,57.11,7.36,    0.0600
47,FeI,5090.77,4.26,-0.440000000,108.31,7.3,    0.1300
48,FeII,5100.66,2.81,-4.197000000,27.21,7.23,    0.0100
49,FeI,5104.44,4.28,-1.590000000,66.21,7.6,    0.1700
50,FeI,5109.65,4.3,-0.980000000,88.51,7.49,    0.0500
51,FeI,5115.78,3.57,-2.640000000,51.51,7.55,    0.1200
52,FeII,5132.66,2.81,-4.094000000,28.71,7.17,    0.0500
53,FeII,5136.8,2.84,-4.356000000,16.61,7.1,    0.1100
54,FeI,5143.72,2.2,-3.690000000,70.71,7.38,    0.0400
55,FeI,5145.09,2.2,-2.876000000,104.31,7.36,    0.0600
56,FeI,5180.06,4.47,-1.160000000,77.01,7.6,    0.1700
57,FeI,5217.92,3.64,-1.719000000,78.51,7.29,    0.1300
