,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4793.96,3.05,-3.430000000,56.01,7.59,    0.0500
1,FeI,4794.35,2.42,-3.950000000,72.91,7.66,    0.0100
2,FeI,4799.41,3.64,-2.130000000,96.41,7.86,    0.2100
3,FeI,4802.88,3.64,-1.514000000,105.81,7.47,    0.1700
4,FeI,4808.15,3.25,-2.690000000,81.61,7.6,    0.0400
5,FeI,4809.94,3.57,-2.620000000,63.91,7.57,    0.0700
6,FeI,4869.46,3.55,-2.420000000,83.01,7.72,    0.0700
7,FeI,4875.88,3.33,-1.900000000,112.51,7.54,    0.1000
8,FeI,4892.86,4.22,-1.290000000,106.61,7.86,    0.2100
9,FeI,4905.13,3.93,-1.730000000,99.91,7.82,    0.1700
10,FeI,4911.53,4.26,-1.840000000,77.01,7.85,    0.2000
11,FeI,4917.23,4.19,-1.080000000,116.71,7.82,    0.1700
12,FeI,4918.01,4.23,-1.260000000,91.71,7.54,    0.1000
13,FeI,4961.91,3.63,-2.190000000,83.51,7.59,    0.0500
14,FeI,4962.57,4.18,-1.182000000,94.21,7.45,    0.1900
15,FeI,4986.22,4.22,-1.290000000,92.11,7.56,    0.0900
16,FeI,4992.78,4.26,-2.350000000,30.41,7.47,    0.1700
17,FeII,4993.35,2.81,-3.684000000,48.51,7.29,    0.2100
18,FeI,4999.11,4.19,-1.640000000,81.11,7.66,    0.0100
19,FeI,5012.7,4.28,-1.690000000,78.11,7.74,    0.0900
20,FeI,5023.19,4.28,-1.500000000,87.11,7.73,    0.0800
21,FeI,5030.78,3.24,-2.830000000,84.41,7.75,    0.1000
22,FeI,5031.91,4.37,-1.570000000,74.41,7.65,    0.0000
23,FeI,5036.92,3.02,-3.010000000,82.91,7.63,    0.0200
24,FeI,5054.64,3.64,-1.921000000,91.71,7.49,    0.1500
25,FeI,5058.5,3.64,-2.830000000,43.81,7.47,    0.1700
26,FeI,5067.15,4.22,-0.970000000,119.51,7.78,    0.1300
27,FeI,5088.15,4.15,-1.680000000,74.01,7.49,    0.1500
28,FeII,5100.66,2.81,-4.197000000,38.11,7.57,    0.0600
29,FeI,5104.44,4.28,-1.590000000,89.81,7.87,    0.2200
30,FeI,5109.65,4.3,-0.980000000,108.21,7.65,    0.0000
31,FeI,5115.78,3.57,-2.640000000,71.41,7.7,    0.0500
32,FeII,5132.66,2.81,-4.094000000,29.41,7.24,    0.2500
33,FeII,5136.8,2.84,-4.356000000,18.71,7.23,    0.2700
34,FeI,5143.72,2.2,-3.690000000,103.01,7.68,    0.0300
35,FeI,5180.06,4.47,-1.160000000,99.71,7.84,    0.1900
36,FeI,5187.91,4.14,-1.371000000,105.81,7.86,    0.2100
37,FeI,5217.92,3.64,-1.719000000,101.51,7.48,    0.1600
38,FeI,5228.38,4.22,-1.190000000,113.71,7.87,    0.2200
39,FeII,5234.62,3.22,-2.180000000,96.51,7.36,    0.1400
40,FeI,5236.2,4.19,-1.497000000,84.21,7.56,    0.0900
41,FeI,5243.78,4.26,-1.050000000,102.11,7.54,    0.1100
42,FeII,5256.93,2.89,-4.182000000,34.91,7.58,    0.0700
43,FeII,5264.8,3.23,-3.130000000,52.61,7.33,    0.1700
44,FeI,5267.27,4.37,-1.596000000,83.71,7.84,    0.1900
45,FeII,5284.1,2.89,-3.195000000,82.31,7.67,    0.1600
46,FeI,5285.13,4.43,-1.660000000,64.61,7.61,    0.0300
47,FeI,5293.96,4.14,-1.770000000,78.31,7.65,    0.0000
48,FeI,5294.55,3.64,-2.760000000,59.01,7.66,    0.0100
49,FeI,5295.31,4.42,-1.590000000,62.61,7.48,    0.1600
50,FeI,5320.04,3.64,-2.440000000,70.41,7.55,    0.1000
51,FeII,5325.55,3.22,-3.160000000,56.91,7.45,    0.0500
52,FeI,5326.14,3.57,-2.071000000,105.11,7.82,    0.1600
53,FeI,5329.99,4.08,-1.196000000,117.31,7.85,    0.2000
54,FeII,5337.72,3.23,-3.720000000,51.91,7.91,    0.4000
55,FeI,5373.71,4.47,-0.710000000,103.91,7.46,    0.1900
56,FeI,5376.83,4.29,-2.210000000,54.51,7.81,    0.1600
57,FeI,5379.57,3.7,-1.514000000,114.61,7.6,    0.0400
58,FeI,5386.33,4.15,-1.670000000,73.81,7.45,    0.1900
59,FeI,5406.78,4.37,-1.620000000,75.91,7.7,    0.0500
60,FeI,5412.78,4.43,-1.716000000,59.71,7.58,    0.0700
61,FeII,5414.07,3.22,-3.580000000,29.81,7.22,    0.2800
62,FeI,5417.03,4.42,-1.580000000,69.91,7.6,    0.0400
63,FeII,5425.25,3.2,-3.220000000,48.31,7.29,    0.2000
64,FeI,5432.95,4.45,-0.940000000,110.01,7.76,    0.1100
65,FeI,5436.3,4.39,-1.440000000,81.31,7.64,    0.0100
66,FeI,5441.34,4.31,-1.630000000,72.21,7.57,    0.0700
67,FeI,5461.55,4.45,-1.800000000,69.11,7.84,    0.1900
68,FeI,5466.99,3.57,-2.233000000,92.51,7.68,    0.0300
69,FeI,5470.09,4.45,-1.710000000,67.21,7.72,    0.0700
70,FeI,5473.16,4.19,-2.040000000,61.41,7.63,    0.0100
71,FeI,5483.1,4.15,-1.392000000,89.91,7.48,    0.1600
72,FeI,5491.83,4.19,-2.188000000,51.71,7.6,    0.0400
73,FeI,5493.5,4.1,-1.480000000,98.41,7.68,    0.0300
74,FeI,5494.46,4.08,-1.990000000,75.01,7.7,    0.0500
75,FeI,5525.54,4.23,-1.084000000,99.01,7.44,    0.2000
76,FeI,5528.9,4.47,-1.920000000,62.21,7.86,    0.2100
77,FeI,5536.58,2.83,-3.710000000,52.71,7.49,    0.1500
78,FeI,5538.52,4.22,-1.540000000,82.91,7.58,    0.0700
79,FeI,5539.28,3.64,-2.560000000,67.11,7.59,    0.0600
80,FeI,5539.82,4.29,-2.430000000,40.31,7.77,    0.1200
81,FeI,5543.94,4.22,-1.040000000,103.31,7.47,    0.1700
82,FeI,5546.51,4.37,-1.210000000,105.31,7.86,    0.2100
83,FeI,5549.95,3.7,-2.810000000,48.61,7.57,    0.0700
84,FeI,5552.69,4.96,-1.890000000,30.21,7.81,    0.1500
85,FeI,5559.64,4.99,-1.730000000,32.21,7.72,    0.0700
86,FeI,5560.21,4.43,-1.090000000,85.91,7.43,    0.2100
87,FeI,5584.76,3.57,-2.220000000,100.31,7.81,    0.1600
88,FeI,5587.57,4.14,-1.750000000,85.81,7.75,    0.1000
89,FeI,5633.95,4.99,-0.230000000,104.41,7.62,    0.0200
90,FeI,5635.82,4.26,-1.790000000,77.81,7.75,    0.1000
91,FeI,5636.7,3.64,-2.510000000,67.01,7.53,    0.1200
92,FeI,5649.99,5.1,-0.820000000,72.01,7.71,    0.0600
93,FeI,5650.7,5.09,-0.860000000,75.21,7.8,    0.1500
94,FeI,5651.47,4.47,-1.900000000,53.41,7.68,    0.0300
95,FeI,5652.32,4.26,-1.850000000,69.11,7.66,    0.0100
96,FeI,5653.86,4.39,-1.540000000,82.01,7.74,    0.0900
97,FeI,5655.18,5.06,-0.600000000,90.01,7.72,    0.0600
98,FeI,5655.49,4.26,-0.980000000,107.51,7.56,    0.0800
99,FeI,5661.34,4.28,-1.756000000,73.21,7.67,    0.0200
100,FeI,5679.02,4.65,-0.820000000,93.11,7.54,    0.1000
101,FeI,5686.53,4.55,-0.445000000,119.61,7.62,    0.0200
102,FeI,5691.5,4.3,-1.450000000,94.31,7.79,    0.1400
103,FeI,5696.09,4.55,-1.720000000,48.51,7.5,    0.1400
104,FeI,5698.02,3.64,-2.580000000,67.11,7.59,    0.0500
105,FeI,5705.46,4.3,-1.355000000,82.01,7.45,    0.1900
106,FeI,5712.13,3.42,-1.994000000,116.41,7.64,    0.0000
107,FeI,5717.83,4.28,-0.990000000,111.91,7.64,    0.0000
108,FeI,5731.76,4.26,-1.200000000,109.01,7.76,    0.1100
109,FeI,5732.3,4.99,-1.460000000,50.11,7.8,    0.1500
110,FeI,5741.85,4.26,-1.672000000,75.71,7.59,    0.0500
111,FeI,5754.4,3.64,-2.600000000,70.51,7.67,    0.0200
112,FeI,5760.34,3.64,-2.390000000,70.91,7.47,    0.1700
113,FeI,5837.7,4.29,-2.240000000,41.81,7.59,    0.0500
114,FeI,5838.37,3.94,-2.240000000,69.11,7.64,    0.0000
115,FeI,5849.68,3.7,-2.890000000,47.81,7.62,    0.0200
116,FeI,5853.15,1.48,-5.180000000,83.11,7.72,    0.0700
117,FeI,5855.08,4.61,-1.478000000,63.01,7.58,    0.0600
118,FeI,5856.09,4.29,-1.327000000,87.71,7.53,    0.1100
119,FeI,5858.78,4.22,-2.160000000,52.11,7.61,    0.0400
120,FeI,5879.49,4.61,-2.040000000,45.91,7.84,    0.1900
121,FeI,5881.28,4.61,-1.740000000,60.01,7.79,    0.1400
122,FeI,5898.22,4.73,-1.730000000,41.11,7.59,    0.0500
123,FeI,5905.67,4.65,-0.690000000,98.01,7.49,    0.1500
124,FeI,5909.97,3.21,-2.587000000,108.01,7.79,    0.1400
125,FeI,5929.68,4.55,-1.310000000,81.81,7.69,    0.0400
126,FeI,5940.99,4.18,-2.050000000,59.91,7.58,    0.0600
127,FeI,5952.72,3.98,-1.340000000,117.11,7.65,    0.0000
128,FeII,5991.37,3.15,-3.647000000,53.31,7.81,    0.3000
129,FeI,6012.21,2.22,-4.038000000,98.71,7.8,    0.1500
130,FeI,6027.05,4.08,-1.089000000,113.71,7.52,    0.1300
131,FeI,6079.01,4.65,-1.020000000,88.51,7.63,    0.0100
132,FeI,6082.71,2.22,-3.576000000,119.01,7.72,    0.0700
133,FeII,6084.1,3.2,-3.881000000,38.21,7.75,    0.2400
134,FeI,6093.64,4.61,-1.400000000,71.51,7.65,    0.0000
135,FeI,6096.66,3.98,-1.830000000,86.01,7.57,    0.0700
