,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,68.31,7.12,    0.0900
1,FeI,4788.76,3.24,-1.763000000,85.41,6.98,    0.2400
2,FeI,4794.35,2.42,-3.950000000,27.11,6.99,    0.2300
3,FeI,4877.6,3.0,-3.050000000,40.31,7.02,    0.2000
4,FeI,4882.14,3.42,-1.480000000,105.21,7.3,    0.0800
5,FeI,4892.86,4.22,-1.290000000,75.31,7.36,    0.1400
6,FeII,4893.81,2.83,-4.267000000,39.51,7.3,    0.1700
7,FeI,4896.44,3.88,-1.890000000,62.31,7.3,    0.0800
8,FeI,4905.13,3.93,-1.730000000,55.01,7.04,    0.1700
9,FeI,4917.23,4.19,-1.080000000,81.11,7.25,    0.0200
10,FeI,4950.1,3.42,-1.490000000,108.11,7.36,    0.1400
11,FeI,4961.91,3.63,-2.190000000,54.31,7.15,    0.0600
12,FeI,4962.57,4.18,-1.182000000,74.71,7.19,    0.0300
13,FeI,4969.92,4.22,-0.710000000,101.81,7.36,    0.1400
14,FeI,4993.68,4.21,-1.370000000,78.31,7.49,    0.2600
15,FeI,5002.79,3.4,-1.460000000,117.61,7.5,    0.2700
16,FeI,5029.62,3.42,-1.950000000,93.51,7.52,    0.2900
17,FeI,5031.91,4.37,-1.570000000,35.91,7.01,    0.2100
18,FeI,5036.92,3.02,-3.010000000,47.71,7.12,    0.0900
19,FeI,5044.21,2.85,-2.038000000,112.11,7.33,    0.1000
20,FeI,5054.64,3.64,-1.921000000,61.01,7.02,    0.2000
21,FeI,5056.84,4.26,-1.860000000,56.11,7.57,    0.3400
22,FeI,5058.5,3.64,-2.830000000,17.51,7.0,    0.2100
23,FeI,5067.15,4.22,-0.970000000,96.81,7.5,    0.2800
24,FeI,5074.75,4.22,-0.230000000,116.31,7.17,    0.0500
25,FeI,5090.77,4.26,-0.440000000,100.21,7.08,    0.1400
26,FeII,5132.66,2.81,-4.094000000,29.21,6.87,    0.2500
27,FeI,5180.06,4.47,-1.160000000,70.51,7.39,    0.1600
28,FeI,5187.91,4.14,-1.371000000,68.31,7.19,    0.0200
29,FeII,5197.57,3.23,-2.220000000,106.11,7.27,    0.1400
30,FeII,5234.62,3.22,-2.180000000,103.81,7.16,    0.0300
31,FeI,5236.2,4.19,-1.497000000,53.51,7.06,    0.1500
32,FeI,5243.78,4.26,-1.050000000,74.41,7.11,    0.1000
33,FeI,5253.46,3.28,-1.579000000,102.51,7.1,    0.1100
34,FeI,5267.27,4.37,-1.596000000,40.11,7.1,    0.1100
35,FeI,5285.13,4.43,-1.660000000,37.91,7.2,    0.0200
36,FeI,5288.52,3.7,-1.493000000,91.51,7.29,    0.0700
37,FeI,5293.96,4.14,-1.770000000,42.81,7.08,    0.1400
38,FeI,5294.55,3.64,-2.760000000,23.31,7.08,    0.1400
39,FeI,5295.31,4.42,-1.590000000,34.81,7.04,    0.1700
40,FeI,5315.07,4.37,-1.650000000,54.61,7.44,    0.2100
41,FeI,5321.11,4.43,-1.089000000,56.51,6.98,    0.2400
42,FeI,5322.04,2.28,-2.802000000,102.31,7.14,    0.0700
43,FeII,5325.55,3.22,-3.160000000,64.01,7.19,    0.0600
44,FeI,5326.14,3.57,-2.071000000,70.51,7.26,    0.0400
45,FeII,5337.72,3.23,-3.720000000,40.81,7.23,    0.1000
46,FeI,5365.4,3.57,-1.020000000,106.91,7.04,    0.1800
47,FeI,5373.71,4.47,-0.710000000,77.21,7.07,    0.1500
48,FeI,5376.83,4.29,-2.210000000,36.71,7.56,    0.3400
49,FeI,5379.57,3.7,-1.514000000,80.61,7.05,    0.1600
50,FeI,5387.48,4.14,-2.034000000,40.11,7.28,    0.0600
51,FeI,5389.48,4.42,-0.410000000,111.81,7.41,    0.1900
52,FeI,5395.22,4.45,-2.070000000,20.01,7.21,    0.0100
53,FeI,5398.28,4.45,-0.630000000,80.21,7.02,    0.2000
54,FeI,5401.27,4.32,-1.820000000,41.61,7.3,    0.0700
55,FeI,5406.78,4.37,-1.620000000,48.41,7.28,    0.0600
56,FeI,5412.78,4.43,-1.716000000,38.01,7.25,    0.0300
57,FeII,5414.07,3.22,-3.580000000,37.61,7.01,    0.1100
58,FeI,5417.03,4.42,-1.580000000,37.81,7.09,    0.1300
59,FeI,5432.95,4.45,-0.940000000,80.91,7.33,    0.1100
60,FeI,5441.34,4.31,-1.630000000,38.31,7.03,    0.1800
61,FeI,5461.55,4.45,-1.800000000,35.51,7.3,    0.0700
62,FeI,5464.28,4.14,-1.402000000,60.41,7.04,    0.1800
63,FeI,5466.4,4.37,-0.630000000,89.31,7.12,    0.1000
64,FeI,5466.99,3.57,-2.233000000,52.51,7.05,    0.1600
65,FeI,5470.09,4.45,-1.710000000,30.11,7.09,    0.1200
66,FeI,5472.71,4.21,-1.495000000,68.51,7.36,    0.1400
67,FeI,5487.14,4.42,-1.430000000,63.71,7.44,    0.2100
68,FeI,5493.5,4.1,-1.480000000,81.41,7.49,    0.2700
69,FeI,5494.46,4.08,-1.990000000,53.71,7.41,    0.1900
70,FeI,5522.45,4.21,-1.450000000,54.51,7.04,    0.1800
71,FeII,5525.12,3.27,-3.970000000,21.11,7.02,    0.1000
72,FeI,5525.54,4.23,-1.084000000,74.11,7.09,    0.1300
73,FeII,5534.84,3.24,-2.865000000,84.01,7.37,    0.2400
74,FeI,5536.58,2.83,-3.710000000,22.41,7.06,    0.1600
75,FeI,5538.52,4.22,-1.540000000,50.61,7.07,    0.1500
76,FeI,5539.28,3.64,-2.560000000,36.31,7.15,    0.0700
77,FeI,5539.82,4.29,-2.430000000,16.01,7.27,    0.0500
78,FeI,5543.15,3.7,-1.470000000,91.81,7.24,    0.0100
79,FeI,5543.94,4.22,-1.040000000,79.61,7.14,    0.0700
80,FeI,5546.51,4.37,-1.210000000,69.71,7.28,    0.0600
81,FeI,5546.99,4.22,-1.810000000,58.71,7.48,    0.2600
82,FeI,5549.95,3.7,-2.810000000,26.31,7.25,    0.0200
83,FeI,5552.69,4.96,-1.890000000,12.71,7.35,    0.1300
84,FeI,5554.89,4.55,-0.270000000,116.31,7.47,    0.2400
85,FeI,5559.64,4.99,-1.730000000,13.61,7.26,    0.0400
86,FeI,5560.21,4.43,-1.090000000,66.11,7.16,    0.0500
87,FeI,5567.39,2.61,-2.568000000,113.71,7.52,    0.2900
88,FeI,5568.81,3.64,-2.850000000,22.61,7.13,    0.0900
89,FeI,5584.76,3.57,-2.220000000,68.21,7.33,    0.1100
90,FeI,5618.63,4.21,-1.255000000,66.91,7.08,    0.1400
91,FeI,5619.6,4.39,-1.600000000,53.81,7.37,    0.1500
92,FeI,5624.02,4.39,-1.380000000,69.61,7.46,    0.2400
93,FeI,5633.95,4.99,-0.230000000,75.81,7.15,    0.0700
94,FeI,5635.82,4.26,-1.790000000,50.41,7.35,    0.1200
95,FeI,5636.7,3.64,-2.510000000,38.91,7.14,    0.0700
96,FeI,5638.26,4.22,-0.720000000,89.41,7.02,    0.1900
97,FeI,5641.43,4.26,-1.080000000,85.31,7.34,    0.1100
98,FeI,5650.7,5.09,-0.860000000,39.41,7.15,    0.0600
99,FeI,5651.47,4.47,-1.900000000,17.61,6.99,    0.2300
100,FeI,5652.32,4.26,-1.850000000,29.91,7.01,    0.2100
101,FeI,5653.86,4.39,-1.540000000,50.51,7.24,    0.0200
102,FeI,5655.49,4.26,-0.980000000,97.41,7.53,    0.3100
103,FeI,5662.52,4.18,-0.447000000,119.21,7.31,    0.0800
104,FeI,5679.02,4.65,-0.820000000,69.81,7.2,    0.0100
105,FeI,5686.53,4.55,-0.445000000,82.61,7.0,    0.2200
106,FeI,5691.5,4.3,-1.450000000,60.61,7.25,    0.0300
107,FeI,5696.09,4.55,-1.720000000,22.11,7.02,    0.1900
108,FeI,5715.09,4.28,-0.970000000,93.41,7.45,    0.2300
109,FeI,5717.83,4.28,-0.990000000,89.11,7.35,    0.1200
110,FeI,5731.76,4.26,-1.200000000,78.41,7.3,    0.0800
111,FeI,5732.3,4.99,-1.460000000,19.51,7.18,    0.0300
112,FeI,5741.85,4.26,-1.672000000,48.11,7.18,    0.0300
