,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4788.76,3.24,-1.763000000,99.91,7.44,    0.2100
1,FeI,4794.35,2.42,-3.950000000,42.31,7.24,    0.0100
2,FeI,4799.41,3.64,-2.130000000,66.01,7.38,    0.1500
3,FeI,4802.88,3.64,-1.514000000,83.71,7.22,    0.0000
4,FeI,4808.15,3.25,-2.690000000,53.41,7.19,    0.0200
5,FeI,4809.94,3.57,-2.620000000,40.01,7.22,    0.0000
6,FeI,4839.54,3.27,-1.822000000,95.91,7.41,    0.1800
7,FeI,4843.14,3.4,-1.650000000,104.81,7.46,    0.2300
8,FeI,4848.88,2.28,-3.137000000,83.71,7.18,    0.0400
9,FeI,4869.46,3.55,-2.420000000,51.01,7.22,    0.0000
10,FeI,4875.88,3.33,-1.900000000,87.01,7.24,    0.0100
11,FeI,4877.6,3.0,-3.050000000,56.31,7.3,    0.0700
12,FeI,4882.14,3.42,-1.480000000,102.41,7.25,    0.0200
13,FeI,4885.43,3.88,-0.970000000,91.51,7.13,    0.0900
14,FeI,4892.86,4.22,-1.290000000,72.51,7.32,    0.1000
15,FeII,4893.81,2.83,-4.267000000,29.81,7.3,    0.1800
16,FeI,4896.44,3.88,-1.890000000,66.41,7.41,    0.1800
17,FeI,4905.13,3.93,-1.730000000,60.91,7.17,    0.0500
18,FeI,4907.73,3.43,-1.700000000,90.81,7.23,    0.0000
19,FeI,4910.02,3.4,-1.310000000,110.81,7.36,    0.1300
20,FeI,4911.53,4.26,-1.840000000,49.11,7.41,    0.1800
21,FeI,4911.78,3.93,-1.790000000,69.51,7.43,    0.2000
22,FeI,4917.23,4.19,-1.080000000,83.31,7.33,    0.1000
23,FeI,4918.01,4.23,-1.260000000,71.61,7.29,    0.0600
24,FeI,4950.1,3.42,-1.490000000,100.01,7.2,    0.0200
25,FeI,4961.91,3.63,-2.190000000,54.41,7.15,    0.0700
26,FeI,4962.57,4.18,-1.182000000,73.71,7.2,    0.0200
27,FeI,4969.92,4.22,-0.710000000,96.71,7.27,    0.0400
28,FeI,4985.25,3.93,-0.447000000,113.01,7.04,    0.1800
29,FeI,4986.22,4.22,-1.290000000,66.31,7.18,    0.0400
30,FeI,4992.78,4.26,-2.350000000,13.11,7.04,    0.1800
31,FeII,4993.35,2.81,-3.684000000,44.01,7.06,    0.0500
32,FeI,4999.11,4.19,-1.640000000,49.81,7.15,    0.0700
33,FeI,5002.79,3.4,-1.460000000,104.51,7.23,    0.0100
34,FeI,5012.7,4.28,-1.690000000,53.61,7.38,    0.1500
35,FeI,5023.19,4.28,-1.500000000,55.51,7.23,    0.0000
36,FeI,5023.5,4.31,-1.670000000,52.91,7.38,    0.1500
37,FeI,5029.62,3.42,-1.950000000,79.21,7.23,    0.0000
38,FeI,5030.78,3.24,-2.830000000,49.31,7.21,    0.0100
39,FeI,5031.91,4.37,-1.570000000,43.01,7.14,    0.0800
40,FeI,5036.92,3.02,-3.010000000,53.81,7.22,    0.0000
41,FeI,5044.21,2.85,-2.038000000,106.41,7.22,    0.0000
42,FeI,5048.44,3.96,-1.005000000,92.01,7.18,    0.0300
43,FeI,5054.64,3.64,-1.921000000,65.31,7.12,    0.1000
44,FeI,5058.5,3.64,-2.830000000,26.61,7.2,    0.0200
45,FeI,5067.15,4.22,-0.970000000,92.51,7.44,    0.2100
46,FeI,5088.15,4.15,-1.680000000,51.71,7.18,    0.0400
47,FeI,5090.77,4.26,-0.440000000,102.71,7.15,    0.0700
