,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,107.91,7.3,    0.1200
1,FeI,4787.83,3.0,-2.604000000,72.01,7.27,    0.0900
2,FeI,4788.76,3.24,-1.763000000,94.11,7.34,    0.1600
3,FeI,4789.65,3.55,-0.957000000,110.01,7.32,    0.1400
4,FeI,4793.96,3.05,-3.430000000,19.81,7.01,    0.1600
5,FeI,4794.35,2.42,-3.950000000,35.91,7.18,    0.0000
6,FeI,4798.27,4.19,-1.174000000,62.31,7.02,    0.1500
7,FeI,4799.41,3.64,-2.130000000,59.01,7.26,    0.0900
8,FeI,4802.88,3.64,-1.514000000,79.41,7.15,    0.0200
9,FeI,4808.15,3.25,-2.690000000,53.21,7.25,    0.0700
10,FeI,4809.94,3.57,-2.620000000,32.61,7.11,    0.0600
11,FeI,4839.54,3.27,-1.822000000,91.71,7.35,    0.1800
12,FeI,4848.88,2.28,-3.137000000,79.31,7.14,    0.0300
13,FeI,4869.46,3.55,-2.420000000,47.21,7.18,    0.0100
14,FeI,4873.75,3.3,-2.960000000,26.71,7.0,    0.1700
15,FeI,4875.88,3.33,-1.900000000,83.11,7.2,    0.0200
16,FeI,4877.6,3.0,-3.050000000,49.21,7.21,    0.0300
17,FeI,4882.14,3.42,-1.480000000,97.51,7.18,    0.0100
18,FeI,4885.43,3.88,-0.970000000,90.01,7.13,    0.0400
19,FeI,4892.86,4.22,-1.290000000,68.11,7.26,    0.0800
20,FeI,4896.44,3.88,-1.890000000,54.71,7.19,    0.0200
21,FeI,4905.13,3.93,-1.730000000,55.71,7.1,    0.0700
22,FeI,4907.73,3.43,-1.700000000,87.01,7.19,    0.0100
23,FeI,4910.02,3.4,-1.310000000,107.31,7.32,    0.1400
24,FeI,4911.53,4.26,-1.840000000,42.71,7.31,    0.1400
25,FeI,4911.78,3.93,-1.790000000,63.51,7.33,    0.1600
26,FeI,4917.23,4.19,-1.080000000,81.01,7.31,    0.1300
27,FeI,4918.01,4.23,-1.260000000,66.71,7.21,    0.0300
28,FeI,4933.87,3.94,-1.560000000,59.31,7.03,    0.1400
29,FeI,4946.39,3.37,-1.110000000,118.51,7.15,    0.0200
30,FeI,4950.1,3.42,-1.490000000,98.21,7.2,    0.0200
31,FeI,4961.91,3.63,-2.190000000,50.71,7.12,    0.0500
32,FeI,4962.57,4.18,-1.182000000,69.21,7.13,    0.0400
33,FeI,4969.92,4.22,-0.710000000,91.11,7.18,    0.0000
34,FeI,4986.22,4.22,-1.290000000,62.61,7.14,    0.0300
35,FeI,4992.78,4.26,-2.350000000,11.91,7.03,    0.1400
36,FeII,4993.35,2.81,-3.684000000,43.11,7.03,    0.0300
37,FeI,4999.11,4.19,-1.640000000,43.41,7.06,    0.1100
38,FeI,5002.79,3.4,-1.460000000,98.01,7.14,    0.0300
39,FeI,5012.7,4.28,-1.690000000,51.21,7.36,    0.1900
40,FeI,5022.23,3.98,-0.370000000,114.51,7.06,    0.1100
41,FeI,5023.19,4.28,-1.500000000,51.11,7.17,    0.0000
42,FeI,5023.5,4.31,-1.670000000,46.31,7.28,    0.1000
43,FeI,5028.13,3.57,-1.036000000,105.21,7.24,    0.0600
44,FeI,5029.62,3.42,-1.950000000,76.21,7.2,    0.0300
45,FeI,5030.78,3.24,-2.830000000,43.51,7.15,    0.0200
46,FeI,5031.91,4.37,-1.570000000,38.01,7.07,    0.1000
47,FeI,5036.92,3.02,-3.010000000,48.91,7.18,    0.0000
48,FeI,5044.21,2.85,-2.038000000,100.81,7.15,    0.0200
49,FeI,5048.44,3.96,-1.005000000,89.11,7.16,    0.0100
