,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,63.81,7.13,    0.0900
1,FeI,4788.76,3.24,-1.763000000,86.01,7.14,    0.1000
2,FeI,4789.65,3.55,-0.957000000,105.21,7.22,    0.1800
3,FeI,4793.96,3.05,-3.430000000,13.91,6.88,    0.1500
4,FeI,4794.35,2.42,-3.950000000,19.81,6.88,    0.1500
5,FeI,4799.41,3.64,-2.130000000,52.51,7.16,    0.1200
6,FeI,4802.88,3.64,-1.514000000,77.91,7.13,    0.1000
7,FeI,4808.15,3.25,-2.690000000,43.81,7.09,    0.0600
8,FeI,4809.94,3.57,-2.620000000,26.31,7.02,    0.0100
9,FeI,4848.88,2.28,-3.137000000,67.91,6.92,    0.1100
10,FeI,4869.46,3.55,-2.420000000,31.11,6.89,    0.1400
11,FeI,4871.93,3.25,-2.150000000,72.51,7.18,    0.1400
12,FeI,4875.88,3.33,-1.900000000,79.61,7.16,    0.1200
13,FeI,4877.6,3.0,-3.050000000,39.11,7.06,    0.0200
14,FeI,4882.14,3.42,-1.480000000,90.41,7.08,    0.0500
15,FeI,4885.43,3.88,-0.970000000,85.91,7.05,    0.0100
16,FeI,4892.86,4.22,-1.290000000,62.11,7.16,    0.1200
17,FeII,4893.81,2.83,-4.267000000,29.81,7.07,    0.0400
18,FeI,4896.44,3.88,-1.890000000,45.71,7.04,    0.0000
19,FeI,4907.73,3.43,-1.700000000,79.71,7.07,    0.0300
20,FeI,4911.53,4.26,-1.840000000,31.31,7.1,    0.0700
21,FeI,4911.78,3.93,-1.790000000,54.91,7.18,    0.1400
22,FeI,4917.23,4.19,-1.080000000,73.51,7.17,    0.1300
23,FeI,4918.01,4.23,-1.260000000,61.11,7.12,    0.0800
24,FeI,4933.87,3.94,-1.560000000,53.31,6.93,    0.1000
25,FeI,4946.39,3.37,-1.110000000,116.71,7.21,    0.1800
26,FeI,4950.1,3.42,-1.490000000,93.31,7.15,    0.1100
