,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,108.81,7.46,    0.1200
1,FeI,4787.83,3.0,-2.604000000,72.91,7.44,    0.1000
2,FeI,4788.76,3.24,-1.763000000,91.61,7.42,    0.0900
3,FeI,4789.65,3.55,-0.957000000,107.01,7.36,    0.0200
4,FeI,4793.96,3.05,-3.430000000,24.71,7.29,    0.0400
5,FeI,4794.35,2.42,-3.950000000,36.21,7.36,    0.0200
6,FeI,4799.41,3.64,-2.130000000,63.61,7.52,    0.1800
7,FeI,4802.88,3.64,-1.514000000,81.51,7.34,    0.0100
8,FeI,4808.15,3.25,-2.690000000,53.01,7.39,    0.0600
9,FeI,4809.94,3.57,-2.620000000,38.11,7.37,    0.0300
10,FeI,4843.14,3.4,-1.650000000,100.51,7.48,    0.1500
11,FeI,4848.88,2.28,-3.137000000,77.21,7.28,    0.0500
12,FeI,4869.46,3.55,-2.420000000,44.11,7.27,    0.0600
13,FeI,4875.88,3.33,-1.900000000,85.71,7.37,    0.0400
14,FeI,4877.6,3.0,-3.050000000,51.11,7.4,    0.0600
15,FeI,4882.14,3.42,-1.480000000,98.01,7.28,    0.0500
16,FeI,4885.43,3.88,-0.970000000,88.41,7.21,    0.1200
17,FeI,4892.86,4.22,-1.290000000,71.61,7.43,    0.1000
18,FeII,4893.81,2.83,-4.267000000,25.81,7.39,    0.1900
19,FeI,4896.44,3.88,-1.890000000,62.51,7.49,    0.1500
20,FeI,4905.13,3.93,-1.730000000,59.91,7.31,    0.0200
21,FeI,4907.73,3.43,-1.700000000,85.01,7.26,    0.0700
22,FeI,4910.02,3.4,-1.310000000,109.71,7.47,    0.1300
23,FeI,4911.53,4.26,-1.840000000,46.71,7.5,    0.1700
24,FeI,4911.78,3.93,-1.790000000,65.41,7.5,    0.1600
25,FeI,4917.23,4.19,-1.080000000,80.51,7.38,    0.0500
26,FeI,4918.01,4.23,-1.260000000,70.41,7.39,    0.0500
27,FeI,4933.87,3.94,-1.560000000,60.41,7.18,    0.1400
28,FeI,4950.1,3.42,-1.490000000,100.81,7.34,    0.0000
29,FeI,4961.91,3.63,-2.190000000,50.61,7.26,    0.0700
30,FeI,4962.57,4.18,-1.182000000,70.31,7.26,    0.0700
31,FeI,4969.92,4.22,-0.710000000,95.31,7.33,    0.0000
32,FeI,4986.22,4.22,-1.290000000,66.51,7.32,    0.0100
33,FeII,4993.35,2.81,-3.684000000,40.81,7.18,    0.0200
34,FeI,4999.11,4.19,-1.640000000,47.61,7.26,    0.0600
35,FeII,5000.73,2.78,-4.578000000,10.31,7.1,    0.0900
36,FeI,5002.79,3.4,-1.460000000,100.61,7.28,    0.0500
37,FeI,5022.23,3.98,-0.370000000,119.01,7.17,    0.1600
38,FeI,5023.19,4.28,-1.500000000,55.31,7.36,    0.0300
39,FeI,5023.5,4.31,-1.670000000,50.41,7.47,    0.1300
40,FeI,5028.13,3.57,-1.036000000,109.61,7.46,    0.1200
41,FeI,5029.62,3.42,-1.950000000,76.91,7.39,    0.0500
42,FeI,5030.78,3.24,-2.830000000,43.21,7.29,    0.0400
43,FeI,5031.91,4.37,-1.570000000,45.81,7.34,    0.0000
44,FeI,5036.92,3.02,-3.010000000,48.11,7.32,    0.0100
45,FeI,5044.21,2.85,-2.038000000,99.21,7.24,    0.0900
46,FeI,5048.44,3.96,-1.005000000,91.21,7.29,    0.0400
47,FeI,5054.64,3.64,-1.921000000,60.21,7.2,    0.1300
48,FeI,5058.5,3.64,-2.830000000,21.51,7.25,    0.0700
49,FeI,5067.15,4.22,-0.970000000,90.41,7.49,    0.1600
50,FeI,5088.15,4.15,-1.680000000,50.61,7.31,    0.0200
51,FeII,5100.66,2.81,-4.197000000,20.91,7.16,    0.0400
52,FeI,5104.44,4.28,-1.590000000,57.61,7.5,    0.1600
53,FeI,5109.65,4.3,-0.980000000,85.31,7.47,    0.1300
54,FeI,5115.78,3.57,-2.640000000,42.81,7.47,    0.1300
55,FeI,5127.68,0.05,-6.125000000,74.91,7.51,    0.1700
56,FeI,5131.47,2.22,-2.515000000,118.21,7.47,    0.1400
57,FeII,5132.66,2.81,-4.094000000,23.51,7.14,    0.0600
58,FeII,5136.8,2.84,-4.356000000,11.81,7.02,    0.1700
59,FeI,5143.72,2.2,-3.690000000,59.21,7.28,    0.0500
60,FeI,5145.09,2.2,-2.876000000,89.91,7.18,    0.1500
61,FeI,5180.06,4.47,-1.160000000,67.81,7.47,    0.1300
62,FeI,5197.94,4.3,-1.540000000,44.31,7.2,    0.1300
63,FeI,5217.92,3.64,-1.719000000,67.91,7.16,    0.1600
64,FeI,5228.38,4.22,-1.190000000,80.21,7.5,    0.1700
65,FeII,5234.62,3.22,-2.180000000,82.51,7.14,    0.0500
66,FeI,5236.2,4.19,-1.497000000,52.81,7.22,    0.1100
67,FeI,5242.49,3.63,-0.967000000,103.41,7.21,    0.1200
68,FeI,5243.78,4.26,-1.050000000,75.71,7.3,    0.0200
69,FeI,5253.02,2.28,-3.840000000,46.31,7.25,    0.0800
70,FeII,5256.93,2.89,-4.182000000,17.71,7.14,    0.0600
71,FeII,5264.8,3.23,-3.130000000,43.01,7.14,    0.0600
72,FeI,5267.27,4.37,-1.596000000,43.11,7.3,    0.0300
73,FeII,5284.1,2.89,-3.195000000,67.31,7.43,    0.2200
74,FeI,5285.13,4.43,-1.660000000,43.51,7.44,    0.1000
75,FeI,5288.52,3.7,-1.493000000,80.31,7.28,    0.0500
76,FeI,5293.96,4.14,-1.770000000,49.21,7.36,    0.0300
77,FeI,5294.55,3.64,-2.760000000,32.01,7.42,    0.0900
78,FeI,5295.31,4.42,-1.590000000,43.71,7.35,    0.0100
79,FeI,5298.78,3.64,-2.016000000,68.21,7.45,    0.1100
80,FeI,5315.07,4.37,-1.650000000,51.41,7.52,    0.1800
81,FeI,5320.04,3.64,-2.440000000,37.61,7.23,    0.1000
82,FeI,5322.04,2.28,-2.802000000,93.81,7.25,    0.0800
83,FeII,5325.55,3.22,-3.160000000,43.21,7.17,    0.0300
84,FeI,5326.14,3.57,-2.071000000,64.21,7.35,    0.0100
85,FeI,5329.99,4.08,-1.196000000,79.91,7.43,    0.0900
86,FeI,5373.71,4.47,-0.710000000,77.31,7.2,    0.1300
87,FeI,5376.83,4.29,-2.210000000,27.81,7.5,    0.1700
88,FeI,5379.57,3.7,-1.514000000,80.71,7.29,    0.0300
89,FeI,5386.33,4.15,-1.670000000,46.91,7.2,    0.1200
90,FeI,5398.28,4.45,-0.630000000,83.31,7.22,    0.1100
91,FeI,5401.27,4.32,-1.820000000,43.21,7.47,    0.1300
92,FeI,5403.82,4.08,-1.034000000,90.51,7.51,    0.1800
93,FeI,5406.78,4.37,-1.620000000,51.51,7.49,    0.1500
94,FeI,5409.13,4.37,-1.200000000,71.01,7.47,    0.1300
95,FeI,5412.78,4.43,-1.716000000,29.51,7.2,    0.1300
96,FeII,5414.07,3.22,-3.580000000,22.51,7.04,    0.1600
97,FeI,5417.03,4.42,-1.580000000,47.21,7.41,    0.0700
98,FeII,5425.25,3.2,-3.220000000,39.31,7.11,    0.0900
99,FeI,5432.95,4.45,-0.940000000,83.21,7.51,    0.1800
100,FeI,5436.3,4.39,-1.440000000,53.31,7.36,    0.0200
101,FeI,5436.59,2.28,-2.964000000,87.71,7.25,    0.0800
102,FeI,5441.34,4.31,-1.630000000,44.01,7.28,    0.0400
103,FeI,5461.55,4.45,-1.800000000,39.31,7.5,    0.1700
104,FeI,5466.4,4.37,-0.630000000,91.41,7.3,    0.0300
105,FeI,5466.99,3.57,-2.233000000,56.41,7.32,    0.0000
106,FeI,5470.09,4.45,-1.710000000,39.11,7.41,    0.0700
107,FeI,5472.71,4.21,-1.495000000,66.31,7.49,    0.1500
108,FeI,5473.16,4.19,-2.040000000,35.61,7.38,    0.0400
109,FeI,5473.9,4.15,-0.720000000,96.41,7.26,    0.0700
110,FeI,5483.1,4.15,-1.392000000,64.21,7.28,    0.0500
111,FeI,5487.14,4.42,-1.430000000,54.01,7.39,    0.0600
112,FeI,5491.83,4.19,-2.188000000,22.61,7.23,    0.1000
113,FeI,5493.5,4.1,-1.480000000,57.01,7.16,    0.1700
114,FeI,5494.46,4.08,-1.990000000,45.91,7.43,    0.0900
115,FeI,5522.45,4.21,-1.450000000,56.71,7.24,    0.0900
116,FeI,5525.54,4.23,-1.084000000,72.11,7.22,    0.1100
117,FeII,5534.84,3.24,-2.865000000,60.61,7.32,    0.1200
118,FeI,5536.58,2.83,-3.710000000,20.91,7.18,    0.1500
119,FeI,5538.52,4.22,-1.540000000,54.31,7.31,    0.0200
120,FeI,5539.28,3.64,-2.560000000,35.31,7.28,    0.0500
121,FeI,5539.82,4.29,-2.430000000,14.51,7.34,    0.0000
122,FeI,5543.15,3.7,-1.470000000,81.41,7.24,    0.0800
123,FeI,5543.94,4.22,-1.040000000,75.11,7.22,    0.1100
124,FeI,5546.51,4.37,-1.210000000,66.41,7.38,    0.0400
125,FeI,5549.95,3.7,-2.810000000,24.11,7.34,    0.0000
126,FeI,5552.69,4.96,-1.890000000,10.71,7.37,    0.0300
127,FeI,5554.89,4.55,-0.270000000,109.71,7.38,    0.0500
128,FeI,5559.64,4.99,-1.730000000,10.61,7.24,    0.0900
129,FeI,5560.21,4.43,-1.090000000,64.51,7.28,    0.0400
130,FeI,5584.76,3.57,-2.220000000,62.01,7.42,    0.0800
131,FeI,5587.57,4.14,-1.750000000,55.01,7.45,    0.1200
132,FeI,5600.22,4.26,-1.420000000,57.61,7.3,    0.0300
