,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4789.65,3.55,-0.957000000,83.01,6.5,    0.0800
1,FeI,4799.41,3.64,-2.130000000,34.81,6.63,    0.2100
2,FeI,4800.65,4.14,-1.028000000,46.41,6.37,    0.0500
3,FeI,4807.71,3.37,-2.150000000,42.61,6.48,    0.0600
4,FeI,4808.15,3.25,-2.690000000,20.21,6.38,    0.0300
5,FeI,4809.94,3.57,-2.620000000,11.51,6.39,    0.0200
6,FeI,4839.54,3.27,-1.822000000,63.21,6.5,    0.0800
7,FeI,4843.14,3.4,-1.650000000,68.81,6.57,    0.1500
8,FeI,4844.01,3.55,-2.050000000,44.11,6.64,    0.2100
9,FeI,4848.88,2.28,-3.137000000,46.71,6.26,    0.1500
10,FeI,4855.67,3.37,-1.700000000,64.61,6.52,    0.1000
11,FeI,4869.46,3.55,-2.420000000,24.61,6.57,    0.1400
12,FeI,4871.93,3.25,-2.150000000,43.31,6.37,    0.0500
13,FeI,4875.88,3.33,-1.900000000,53.81,6.42,    0.0000
14,FeI,4877.6,3.0,-3.050000000,20.71,6.45,    0.0300
15,FeI,4882.14,3.42,-1.480000000,72.61,6.5,    0.0800
16,FeI,4885.43,3.88,-0.970000000,67.21,6.46,    0.0400
17,FeI,4892.86,4.22,-1.290000000,30.51,6.36,    0.0600
18,FeII,4893.81,2.83,-4.267000000,10.81,6.26,    0.1100
19,FeI,4896.44,3.88,-1.890000000,24.71,6.43,    0.0100
20,FeI,4905.13,3.93,-1.730000000,25.01,6.33,    0.0800
21,FeI,4907.73,3.43,-1.700000000,50.41,6.26,    0.1600
22,FeI,4910.02,3.4,-1.310000000,79.21,6.52,    0.1000
23,FeI,4911.78,3.93,-1.790000000,32.31,6.56,    0.1400
24,FeI,4917.23,4.19,-1.080000000,45.21,6.42,    0.0000
25,FeI,4918.01,4.23,-1.260000000,34.21,6.42,    0.0000
26,FeI,4924.77,2.28,-2.216000000,103.41,6.68,    0.2500
27,FeI,4927.42,3.57,-2.073000000,29.71,6.37,    0.0400
28,FeI,4930.31,3.96,-1.201000000,48.41,6.35,    0.0700
