,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4799.41,3.64,-2.130000000,84.61,7.89,    0.1400
1,FeI,4802.88,3.64,-1.514000000,97.31,7.58,    0.1600
2,FeI,4807.71,3.37,-2.150000000,89.61,7.64,    0.1000
3,FeI,4808.15,3.25,-2.690000000,69.11,7.65,    0.1000
4,FeI,4809.94,3.57,-2.620000000,53.51,7.63,    0.1200
5,FeI,4832.73,3.64,-1.733000000,105.21,8.02,    0.2600
6,FeI,4839.54,3.27,-1.822000000,119.41,8.0,    0.2500
7,FeI,4848.88,2.28,-3.137000000,105.81,7.78,    0.0300
8,FeI,4855.67,3.37,-1.700000000,116.81,7.85,    0.1000
9,FeI,4869.46,3.55,-2.420000000,74.31,7.84,    0.0800
10,FeI,4875.88,3.33,-1.900000000,108.71,7.72,    0.0200
11,FeI,4877.6,3.0,-3.050000000,76.21,7.82,    0.0700
12,FeI,4892.86,4.22,-1.290000000,89.41,7.72,    0.0200
13,FeII,4893.81,2.83,-4.267000000,38.91,7.95,    0.3000
14,FeI,4905.13,3.93,-1.730000000,88.31,7.82,    0.0700
15,FeI,4907.73,3.43,-1.700000000,114.61,7.72,    0.0200
16,FeI,4911.53,4.26,-1.840000000,72.81,7.98,    0.2200
17,FeI,4911.78,3.93,-1.790000000,92.91,8.0,    0.2400
18,FeI,4917.23,4.19,-1.080000000,104.01,7.76,    0.0100
19,FeI,4918.01,4.23,-1.260000000,89.31,7.7,    0.0400
20,FeI,4961.91,3.63,-2.190000000,72.41,7.64,    0.1000
21,FeI,4962.57,4.18,-1.182000000,90.21,7.59,    0.1500
22,FeI,4986.22,4.22,-1.290000000,84.91,7.63,    0.1100
23,FeI,4992.78,4.26,-2.350000000,28.41,7.61,    0.1300
24,FeII,4993.35,2.81,-3.684000000,48.21,7.58,    0.0600
25,FeI,4999.11,4.19,-1.640000000,77.41,7.84,    0.0900
26,FeI,5012.7,4.28,-1.690000000,71.21,7.82,    0.0700
27,FeI,5023.19,4.28,-1.500000000,78.31,7.77,    0.0200
28,FeI,5023.5,4.31,-1.670000000,75.41,7.91,    0.1600
29,FeI,5029.62,3.42,-1.950000000,99.41,7.78,    0.0300
30,FeI,5030.78,3.24,-2.830000000,75.71,7.89,    0.1400
31,FeI,5031.91,4.37,-1.570000000,59.81,7.57,    0.1700
32,FeI,5036.92,3.02,-3.010000000,77.01,7.84,    0.0800
33,FeI,5054.64,3.64,-1.921000000,85.81,7.67,    0.0700
34,FeI,5058.5,3.64,-2.830000000,39.51,7.62,    0.1200
35,FeI,5067.15,4.22,-0.970000000,110.31,7.78,    0.0300
36,FeI,5088.15,4.15,-1.680000000,70.41,7.65,    0.0900
37,FeII,5100.66,2.81,-4.197000000,30.91,7.66,    0.0100
38,FeI,5109.65,4.3,-0.980000000,108.81,7.83,    0.0800
39,FeI,5115.78,3.57,-2.640000000,65.11,7.86,    0.1000
40,FeII,5132.66,2.81,-4.094000000,24.41,7.38,    0.2600
41,FeI,5143.72,2.2,-3.690000000,93.51,7.88,    0.1300
42,FeI,5187.91,4.14,-1.371000000,99.11,8.0,    0.2500
43,FeI,5217.92,3.64,-1.719000000,94.51,7.65,    0.0900
44,FeI,5228.38,4.22,-1.190000000,106.91,7.94,    0.1900
45,FeII,5234.62,3.22,-2.180000000,90.71,7.52,    0.1200
46,FeI,5236.2,4.19,-1.497000000,79.01,7.72,    0.0300
47,FeI,5243.78,4.26,-1.050000000,97.21,7.65,    0.0900
48,FeI,5253.02,2.28,-3.840000000,65.21,7.51,    0.2400
49,FeII,5256.93,2.89,-4.182000000,31.61,7.76,    0.1200
50,FeII,5264.8,3.23,-3.130000000,43.01,7.37,    0.2700
51,FeI,5267.27,4.37,-1.596000000,78.91,7.96,    0.2100
52,FeI,5279.65,3.3,-3.340000000,29.91,7.54,    0.2100
53,FeII,5284.1,2.89,-3.195000000,76.61,7.85,    0.2000
54,FeI,5285.13,4.43,-1.660000000,63.31,7.79,    0.0400
55,FeI,5288.52,3.7,-1.493000000,104.41,7.68,    0.0600
56,FeI,5293.96,4.14,-1.770000000,73.81,7.82,    0.0600
57,FeI,5294.55,3.64,-2.760000000,58.21,7.9,    0.1400
58,FeI,5295.31,4.42,-1.590000000,57.61,7.59,    0.1500
59,FeII,5316.78,3.22,-2.740000000,59.01,7.36,    0.2800
60,FeI,5320.04,3.64,-2.440000000,65.61,7.73,    0.0200
61,FeI,5322.04,2.28,-2.802000000,119.31,7.62,    0.1300
62,FeII,5325.55,3.22,-3.160000000,49.91,7.56,    0.0800
63,FeI,5326.14,3.57,-2.071000000,93.41,7.89,    0.1400
64,FeI,5329.99,4.08,-1.196000000,111.71,8.02,    0.2700
65,FeI,5373.71,4.47,-0.710000000,102.71,7.61,    0.1300
66,FeI,5376.83,4.29,-2.210000000,48.51,7.91,    0.1600
67,FeI,5379.57,3.7,-1.514000000,108.81,7.78,    0.0200
68,FeI,5386.33,4.15,-1.670000000,68.81,7.58,    0.1600
69,FeI,5395.22,4.45,-2.070000000,52.11,8.0,    0.2400
70,FeI,5398.28,4.45,-0.630000000,102.41,7.5,    0.2400
71,FeI,5406.78,4.37,-1.620000000,72.41,7.85,    0.1000
72,FeI,5409.13,4.37,-1.200000000,93.31,7.83,    0.0800
73,FeI,5412.78,4.43,-1.716000000,52.91,7.64,    0.1000
74,FeI,5417.03,4.42,-1.580000000,66.41,7.74,    0.0000
75,FeII,5425.25,3.2,-3.220000000,43.11,7.44,    0.2000
76,FeI,5432.95,4.45,-0.940000000,108.31,7.9,    0.1500
77,FeI,5436.3,4.39,-1.440000000,75.11,7.74,    0.0000
78,FeI,5441.34,4.31,-1.630000000,68.81,7.73,    0.0200
79,FeI,5461.55,4.45,-1.800000000,64.11,7.95,    0.2000
