,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,76.31,7.31,    0.0700
1,FeI,4788.76,3.24,-1.763000000,97.51,7.31,    0.0700
2,FeI,4793.96,3.05,-3.430000000,22.41,7.08,    0.1500
3,FeI,4794.35,2.42,-3.950000000,38.01,7.21,    0.0100
4,FeI,4798.27,4.19,-1.174000000,67.11,7.07,    0.1600
5,FeI,4799.41,3.64,-2.130000000,67.71,7.4,    0.1700
6,FeI,4802.88,3.64,-1.514000000,87.31,7.25,    0.0200
7,FeI,4808.15,3.25,-2.690000000,55.01,7.24,    0.0100
8,FeI,4809.94,3.57,-2.620000000,36.91,7.19,    0.0400
9,FeI,4848.88,2.28,-3.137000000,85.11,7.19,    0.0400
10,FeI,4869.46,3.55,-2.420000000,47.31,7.16,    0.0700
11,FeI,4873.75,3.3,-2.960000000,30.81,7.09,    0.1400
12,FeI,4875.88,3.33,-1.900000000,91.71,7.33,    0.1000
13,FeI,4877.6,3.0,-3.050000000,54.51,7.29,    0.0500
14,FeI,4882.14,3.42,-1.480000000,105.01,7.31,    0.0700
15,FeI,4885.43,3.88,-0.970000000,95.81,7.18,    0.0400
16,FeI,4892.86,4.22,-1.290000000,73.81,7.34,    0.1000
17,FeI,4896.44,3.88,-1.890000000,61.51,7.29,    0.0600
18,FeI,4905.13,3.93,-1.730000000,57.81,7.11,    0.1200
19,FeI,4907.73,3.43,-1.700000000,94.91,7.31,    0.0700
20,FeI,4910.02,3.4,-1.310000000,113.91,7.39,    0.1600
21,FeI,4911.53,4.26,-1.840000000,46.11,7.36,    0.1200
22,FeI,4911.78,3.93,-1.790000000,67.81,7.38,    0.1400
23,FeI,4918.01,4.23,-1.260000000,73.51,7.31,    0.0800
24,FeI,4950.1,3.42,-1.490000000,107.21,7.35,    0.1100
25,FeI,4961.91,3.63,-2.190000000,55.51,7.18,    0.0400
26,FeI,4962.57,4.18,-1.182000000,74.51,7.19,    0.0300
27,FeI,4969.92,4.22,-0.710000000,95.91,7.24,    0.0000
28,FeI,4986.22,4.22,-1.290000000,70.71,7.26,    0.0300
29,FeI,4992.78,4.26,-2.350000000,13.71,7.1,    0.1300
30,FeII,4993.35,2.81,-3.684000000,54.91,7.09,    0.0300
31,FeI,4999.11,4.19,-1.640000000,50.21,7.16,    0.0700
32,FeII,5000.73,2.78,-4.578000000,19.71,7.1,    0.0200
33,FeI,5002.79,3.4,-1.460000000,107.71,7.3,    0.0600
34,FeI,5012.7,4.28,-1.690000000,53.71,7.38,    0.1500
35,FeI,5023.19,4.28,-1.500000000,54.81,7.21,    0.0100
36,FeI,5023.5,4.31,-1.670000000,51.01,7.34,    0.1100
37,FeI,5028.13,3.57,-1.036000000,115.71,7.38,    0.1500
38,FeI,5029.62,3.42,-1.950000000,82.11,7.25,    0.0100
39,FeI,5030.78,3.24,-2.830000000,48.41,7.22,    0.0100
40,FeI,5031.91,4.37,-1.570000000,40.71,7.11,    0.1200
41,FeI,5036.92,3.02,-3.010000000,54.81,7.26,    0.0300
42,FeI,5044.21,2.85,-2.038000000,109.21,7.27,    0.0400
43,FeI,5048.44,3.96,-1.005000000,99.61,7.33,    0.0900
44,FeI,5058.5,3.64,-2.830000000,24.61,7.2,    0.0300
45,FeI,5067.15,4.22,-0.970000000,91.21,7.39,    0.1500
46,FeI,5088.15,4.15,-1.680000000,52.61,7.2,    0.0300
47,FeI,5090.77,4.26,-0.440000000,104.91,7.19,    0.0400
48,FeII,5100.66,2.81,-4.197000000,34.71,7.14,    0.0100
49,FeI,5104.44,4.28,-1.590000000,53.31,7.27,    0.0300
50,FeI,5109.65,4.3,-0.980000000,87.71,7.4,    0.1600
51,FeI,5115.78,3.57,-2.640000000,43.51,7.32,    0.0800
52,FeII,5132.66,2.81,-4.094000000,35.41,7.06,    0.0600
53,FeII,5136.8,2.84,-4.356000000,23.41,7.06,    0.0600
54,FeI,5143.72,2.2,-3.690000000,63.51,7.13,    0.1000
55,FeI,5159.06,4.28,-0.820000000,81.91,7.09,    0.1400
56,FeI,5180.06,4.47,-1.160000000,62.71,7.24,    0.0000
57,FeII,5197.57,3.23,-2.220000000,94.91,7.05,    0.0700
58,FeI,5197.94,4.3,-1.540000000,50.01,7.17,    0.0600
59,FeII,5234.62,3.22,-2.180000000,102.01,7.17,    0.0400
60,FeI,5236.2,4.19,-1.497000000,55.81,7.12,    0.1100
61,FeI,5242.49,3.63,-0.967000000,110.31,7.16,    0.0600
62,FeI,5243.78,4.26,-1.050000000,82.61,7.3,    0.0600
63,FeI,5253.02,2.28,-3.840000000,52.01,7.15,    0.0800
64,FeI,5253.46,3.28,-1.579000000,102.51,7.12,    0.1100
65,FeII,5256.93,2.89,-4.182000000,29.51,7.1,    0.0200
66,FeII,5264.8,3.23,-3.130000000,59.01,7.1,    0.0200
67,FeI,5267.27,4.37,-1.596000000,41.71,7.14,    0.0900
68,FeI,5285.13,4.43,-1.660000000,42.61,7.3,    0.0600
69,FeI,5288.52,3.7,-1.493000000,86.01,7.18,    0.0500
70,FeI,5293.96,4.14,-1.770000000,49.41,7.21,    0.0200
71,FeI,5294.55,3.64,-2.760000000,31.21,7.26,    0.0200
72,FeI,5295.31,4.42,-1.590000000,43.81,7.22,    0.0000
73,FeI,5298.78,3.64,-2.016000000,73.51,7.36,    0.1200
74,FeI,5320.04,3.64,-2.440000000,39.11,7.1,    0.1300
75,FeI,5322.04,2.28,-2.802000000,103.41,7.19,    0.0400
76,FeII,5325.55,3.22,-3.160000000,57.41,7.09,    0.0300
77,FeI,5326.14,3.57,-2.071000000,65.71,7.17,    0.0600
78,FeI,5329.99,4.08,-1.196000000,85.11,7.32,    0.0800
79,FeI,5373.71,4.47,-0.710000000,80.31,7.14,    0.0900
80,FeI,5376.83,4.29,-2.210000000,28.21,7.39,    0.1500
81,FeI,5379.57,3.7,-1.514000000,87.51,7.22,    0.0100
82,FeI,5386.33,4.15,-1.670000000,50.71,7.13,    0.0900
83,FeI,5389.48,4.42,-0.410000000,99.91,7.18,    0.0500
84,FeI,5398.28,4.45,-0.630000000,85.71,7.14,    0.0900
85,FeI,5401.27,4.32,-1.820000000,41.91,7.3,    0.0700
86,FeI,5403.82,4.08,-1.034000000,91.71,7.3,    0.0600
87,FeI,5406.78,4.37,-1.620000000,50.71,7.33,    0.1000
88,FeI,5412.78,4.43,-1.716000000,30.11,7.09,    0.1400
