,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4799.41,3.64,-2.130000000,74.91,7.56,    0.1800
1,FeI,4802.88,3.64,-1.514000000,90.41,7.34,    0.0300
2,FeI,4808.15,3.25,-2.690000000,61.41,7.34,    0.0400
3,FeI,4809.94,3.57,-2.620000000,45.21,7.31,    0.0700
4,FeI,4839.54,3.27,-1.822000000,101.31,7.5,    0.1100
5,FeI,4843.14,3.4,-1.650000000,114.81,7.61,    0.2200
6,FeI,4848.88,2.28,-3.137000000,95.31,7.42,    0.0400
7,FeI,4855.67,3.37,-1.700000000,106.31,7.57,    0.1900
8,FeI,4869.46,3.55,-2.420000000,58.01,7.34,    0.0300
9,FeI,4875.88,3.33,-1.900000000,94.71,7.37,    0.0000
10,FeI,4877.6,3.0,-3.050000000,65.91,7.47,    0.0900
11,FeI,4882.14,3.42,-1.480000000,112.11,7.4,    0.0200
12,FeI,4892.86,4.22,-1.290000000,81.01,7.49,    0.1000
13,FeI,4896.44,3.88,-1.890000000,77.11,7.63,    0.2400
14,FeI,4905.13,3.93,-1.730000000,72.61,7.4,    0.0200
15,FeI,4907.73,3.43,-1.700000000,98.11,7.35,    0.0300
16,FeI,4910.02,3.4,-1.310000000,115.51,7.41,    0.0300
17,FeI,4911.53,4.26,-1.840000000,58.91,7.6,    0.2100
18,FeI,4911.78,3.93,-1.790000000,74.61,7.52,    0.1300
19,FeI,4917.23,4.19,-1.080000000,92.61,7.5,    0.1200
20,FeI,4918.01,4.23,-1.260000000,77.41,7.39,    0.0000
21,FeI,4950.1,3.42,-1.490000000,110.21,7.37,    0.0100
22,FeI,4961.91,3.63,-2.190000000,65.31,7.37,    0.0100
23,FeI,4962.57,4.18,-1.182000000,79.11,7.29,    0.0900
24,FeI,4969.92,4.22,-0.710000000,103.01,7.37,    0.0100
25,FeI,4986.22,4.22,-1.290000000,76.61,7.38,    0.0000
26,FeI,4992.78,4.26,-2.350000000,19.21,7.24,    0.1400
27,FeII,4993.35,2.81,-3.684000000,47.21,7.23,    0.0000
28,FeI,4999.11,4.19,-1.640000000,59.21,7.33,    0.0400
29,FeII,5000.73,2.78,-4.578000000,13.21,7.11,    0.1200
30,FeI,5002.79,3.4,-1.460000000,117.31,7.44,    0.0500
31,FeI,5012.7,4.28,-1.690000000,63.41,7.57,    0.1800
32,FeI,5023.19,4.28,-1.500000000,65.41,7.42,    0.0300
33,FeI,5023.5,4.31,-1.670000000,60.41,7.52,    0.1300
34,FeI,5029.62,3.42,-1.950000000,89.81,7.46,    0.0700
35,FeI,5030.78,3.24,-2.830000000,56.21,7.33,    0.0500
36,FeI,5031.91,4.37,-1.570000000,54.31,7.36,    0.0200
37,FeI,5036.92,3.02,-3.010000000,63.31,7.4,    0.0100
38,FeI,5039.25,3.37,-1.528000000,99.81,7.2,    0.1800
39,FeI,5044.21,2.85,-2.038000000,118.61,7.42,    0.0300
40,FeI,5048.44,3.96,-1.005000000,101.01,7.34,    0.0300
41,FeI,5054.64,3.64,-1.921000000,73.11,7.28,    0.1000
42,FeI,5058.5,3.64,-2.830000000,34.81,7.38,    0.0000
43,FeI,5065.19,3.64,-1.513000000,100.91,7.58,    0.1900
44,FeI,5067.15,4.22,-0.970000000,97.81,7.52,    0.1300
45,FeI,5088.15,4.15,-1.680000000,58.61,7.3,    0.0700
46,FeI,5090.77,4.26,-0.440000000,109.21,7.24,    0.1400
47,FeII,5100.66,2.81,-4.197000000,30.81,7.33,    0.1000
48,FeI,5109.65,4.3,-0.980000000,90.31,7.45,    0.0600
49,FeI,5115.78,3.57,-2.640000000,54.11,7.49,    0.1100
50,FeII,5132.66,2.81,-4.094000000,25.91,7.09,    0.1300
51,FeI,5143.72,2.2,-3.690000000,77.21,7.36,    0.0200
52,FeI,5145.09,2.2,-2.876000000,108.81,7.31,    0.0700
53,FeI,5180.06,4.47,-1.160000000,79.81,7.58,    0.2000
54,FeI,5187.91,4.14,-1.371000000,81.71,7.52,    0.1400
55,FeI,5217.92,3.64,-1.719000000,79.91,7.22,    0.1600
56,FeI,5228.38,4.22,-1.190000000,93.01,7.62,    0.2400
57,FeII,5234.62,3.22,-2.180000000,87.21,7.18,    0.0500
58,FeI,5236.2,4.19,-1.497000000,66.21,7.33,    0.0500
59,FeI,5242.49,3.63,-0.967000000,110.91,7.18,    0.2000
60,FeI,5243.78,4.26,-1.050000000,82.41,7.29,    0.0800
61,FeI,5253.02,2.28,-3.840000000,62.11,7.27,    0.1100
62,FeII,5256.93,2.89,-4.182000000,22.51,7.18,    0.0500
63,FeII,5264.8,3.23,-3.130000000,45.91,7.13,    0.1000
64,FeI,5267.27,4.37,-1.596000000,57.51,7.44,    0.0500
65,FeII,5284.1,2.89,-3.195000000,69.51,7.38,    0.1400
66,FeI,5285.13,4.43,-1.660000000,50.71,7.44,    0.0500
67,FeI,5288.52,3.7,-1.493000000,92.71,7.35,    0.0300
68,FeI,5293.96,4.14,-1.770000000,55.91,7.32,    0.0500
69,FeI,5294.55,3.64,-2.760000000,41.31,7.42,    0.0300
70,FeI,5295.31,4.42,-1.590000000,50.41,7.34,    0.0400
71,FeI,5315.07,4.37,-1.650000000,63.11,7.6,    0.2200
72,FeII,5316.78,3.22,-2.740000000,63.41,7.16,    0.0700
73,FeI,5320.04,3.64,-2.440000000,51.01,7.29,    0.0900
74,FeI,5321.11,4.43,-1.089000000,67.61,7.2,    0.1800
75,FeI,5322.04,2.28,-2.802000000,109.41,7.3,    0.0800
76,FeII,5325.55,3.22,-3.160000000,47.31,7.18,    0.0400
77,FeI,5326.14,3.57,-2.071000000,77.71,7.42,    0.0300
78,FeI,5329.99,4.08,-1.196000000,90.71,7.48,    0.0900
79,FeI,5373.71,4.47,-0.710000000,86.21,7.26,    0.1200
80,FeI,5376.83,4.29,-2.210000000,36.41,7.54,    0.1500
81,FeI,5379.57,3.7,-1.514000000,92.81,7.35,    0.0300
82,FeI,5386.33,4.15,-1.670000000,56.81,7.23,    0.1400
83,FeI,5398.28,4.45,-0.630000000,90.71,7.24,    0.1400
84,FeI,5403.82,4.08,-1.034000000,98.21,7.49,    0.1000
85,FeI,5406.78,4.37,-1.620000000,61.31,7.53,    0.1500
86,FeI,5409.13,4.37,-1.200000000,85.11,7.61,    0.2300
87,FeI,5412.78,4.43,-1.716000000,39.81,7.27,    0.1100
88,FeII,5414.07,3.22,-3.580000000,25.21,7.02,    0.2000
89,FeI,5417.03,4.42,-1.580000000,57.21,7.46,    0.0700
90,FeII,5425.25,3.2,-3.220000000,40.81,7.06,    0.1700
91,FeI,5432.95,4.45,-0.940000000,89.21,7.51,    0.1200
92,FeI,5436.3,4.39,-1.440000000,63.91,7.42,    0.0400
93,FeI,5441.34,4.31,-1.630000000,55.61,7.36,    0.0200
94,FeI,5461.55,4.45,-1.800000000,50.31,7.58,    0.1900
95,FeI,5464.28,4.14,-1.402000000,67.71,7.2,    0.1800
96,FeI,5466.4,4.37,-0.630000000,101.41,7.37,    0.0100
97,FeI,5466.99,3.57,-2.233000000,70.31,7.4,    0.0100
