,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,82.01,7.45,    0.0400
1,FeI,4794.35,2.42,-3.950000000,46.11,7.33,    0.0600
2,FeI,4798.27,4.19,-1.174000000,71.41,7.2,    0.1900
3,FeI,4802.88,3.64,-1.514000000,89.41,7.35,    0.0400
4,FeI,4808.15,3.25,-2.690000000,60.91,7.36,    0.0300
5,FeI,4809.94,3.57,-2.620000000,45.01,7.34,    0.0600
6,FeI,4839.54,3.27,-1.822000000,102.91,7.58,    0.1800
7,FeI,4843.14,3.4,-1.650000000,110.81,7.57,    0.1700
8,FeI,4848.88,2.28,-3.137000000,92.01,7.39,    0.0100
9,FeI,4869.46,3.55,-2.420000000,59.31,7.4,    0.0000
10,FeI,4875.88,3.33,-1.900000000,95.41,7.43,    0.0300
11,FeI,4877.6,3.0,-3.050000000,66.31,7.52,    0.1200
12,FeI,4882.14,3.42,-1.480000000,109.71,7.4,    0.0000
13,FeI,4885.43,3.88,-0.970000000,97.41,7.26,    0.1300
14,FeI,4892.86,4.22,-1.290000000,81.01,7.51,    0.1100
15,FeII,4893.81,2.83,-4.267000000,40.61,7.64,    0.3000
16,FeI,4896.44,3.88,-1.890000000,74.41,7.59,    0.1900
17,FeI,4905.13,3.93,-1.730000000,70.21,7.38,    0.0100
18,FeI,4907.73,3.43,-1.700000000,96.91,7.36,    0.0300
19,FeI,4910.02,3.4,-1.310000000,116.71,7.48,    0.0800
20,FeI,4911.53,4.26,-1.840000000,55.61,7.55,    0.1500
21,FeI,4911.78,3.93,-1.790000000,75.91,7.58,    0.1700
22,FeI,4917.23,4.19,-1.080000000,93.71,7.56,    0.1500
23,FeI,4918.01,4.23,-1.260000000,79.31,7.46,    0.0600
24,FeI,4950.1,3.42,-1.490000000,109.81,7.4,    0.0000
25,FeI,4961.91,3.63,-2.190000000,63.81,7.36,    0.0300
26,FeI,4962.57,4.18,-1.182000000,79.01,7.32,    0.0800
27,FeI,4969.92,4.22,-0.710000000,102.91,7.4,    0.0000
28,FeI,4986.22,4.22,-1.290000000,73.01,7.33,    0.0600
29,FeI,4992.78,4.26,-2.350000000,18.11,7.23,    0.1600
30,FeII,4993.35,2.81,-3.684000000,47.11,7.2,    0.1300
31,FeI,4999.11,4.19,-1.640000000,58.61,7.34,    0.0500
32,FeII,5000.73,2.78,-4.578000000,16.41,7.22,    0.1200
33,FeI,5002.79,3.4,-1.460000000,112.81,7.4,    0.0000
34,FeI,5023.19,4.28,-1.500000000,62.61,7.38,    0.0100
35,FeI,5023.5,4.31,-1.670000000,60.11,7.53,    0.1300
36,FeI,5029.62,3.42,-1.950000000,91.81,7.55,    0.1400
37,FeI,5030.78,3.24,-2.830000000,55.01,7.34,    0.0500
38,FeI,5031.91,4.37,-1.570000000,49.71,7.29,    0.1100
39,FeI,5036.92,3.02,-3.010000000,60.01,7.36,    0.0300
40,FeI,5044.21,2.85,-2.038000000,113.31,7.36,    0.0400
41,FeI,5048.44,3.96,-1.005000000,101.61,7.39,    0.0000
42,FeI,5054.64,3.64,-1.921000000,71.31,7.26,    0.1300
43,FeI,5058.5,3.64,-2.830000000,34.71,7.4,    0.0000
44,FeI,5067.15,4.22,-0.970000000,96.61,7.52,    0.1200
45,FeI,5088.15,4.15,-1.680000000,58.21,7.32,    0.0700
46,FeI,5090.77,4.26,-0.440000000,109.71,7.28,    0.1100
47,FeII,5100.66,2.81,-4.197000000,32.31,7.35,    0.0100
48,FeI,5104.44,4.28,-1.590000000,67.61,7.58,    0.1700
49,FeI,5109.65,4.3,-0.980000000,92.61,7.52,    0.1200
50,FeI,5115.78,3.57,-2.640000000,49.61,7.43,    0.0300
51,FeI,5127.68,0.05,-6.125000000,96.61,7.62,    0.2200
52,FeII,5132.66,2.81,-4.094000000,30.21,7.19,    0.1400
53,FeII,5136.8,2.84,-4.356000000,21.61,7.24,    0.0900
54,FeI,5143.72,2.2,-3.690000000,71.31,7.28,    0.1200
55,FeI,5145.09,2.2,-2.876000000,104.11,7.25,    0.1500
56,FeI,5180.06,4.47,-1.160000000,75.91,7.53,    0.1200
57,FeI,5217.92,3.64,-1.719000000,78.51,7.21,    0.1800
58,FeII,5234.62,3.22,-2.180000000,93.31,7.3,    0.0400
59,FeI,5236.2,4.19,-1.497000000,62.91,7.28,    0.1100
60,FeI,5242.49,3.63,-0.967000000,111.41,7.23,    0.1700
61,FeI,5243.78,4.26,-1.050000000,83.91,7.35,    0.0400
62,FeI,5253.02,2.28,-3.840000000,59.11,7.25,    0.1400
63,FeII,5256.93,2.89,-4.182000000,26.61,7.27,    0.0600
64,FeII,5264.8,3.23,-3.130000000,51.01,7.22,    0.1100
65,FeI,5267.27,4.37,-1.596000000,56.01,7.43,    0.0300
66,FeII,5284.1,2.89,-3.195000000,75.61,7.5,    0.1600
67,FeI,5285.13,4.43,-1.660000000,51.11,7.46,    0.0600
68,FeI,5288.52,3.7,-1.493000000,91.81,7.36,    0.0400
69,FeI,5293.96,4.14,-1.770000000,58.11,7.39,    0.0000
70,FeI,5294.55,3.64,-2.760000000,39.51,7.41,    0.0100
71,FeI,5295.31,4.42,-1.590000000,50.21,7.35,    0.0400
72,FeI,5298.78,3.64,-2.016000000,79.71,7.52,    0.1200
73,FeI,5315.07,4.37,-1.650000000,62.01,7.6,    0.2000
74,FeI,5320.04,3.64,-2.440000000,49.91,7.3,    0.0900
75,FeI,5321.11,4.43,-1.089000000,67.21,7.22,    0.1800
76,FeI,5322.04,2.28,-2.802000000,108.71,7.34,    0.0600
77,FeII,5325.55,3.22,-3.160000000,52.31,7.28,    0.0600
78,FeI,5326.14,3.57,-2.071000000,75.21,7.4,    0.0000
79,FeI,5329.99,4.08,-1.196000000,88.71,7.45,    0.0500
80,FeI,5373.71,4.47,-0.710000000,86.01,7.28,    0.1200
81,FeI,5376.83,4.29,-2.210000000,37.11,7.57,    0.1700
82,FeI,5379.57,3.7,-1.514000000,90.71,7.34,    0.0600
83,FeI,5386.33,4.15,-1.670000000,56.81,7.26,    0.1300
84,FeI,5398.28,4.45,-0.630000000,91.01,7.27,    0.1200
85,FeI,5401.27,4.32,-1.820000000,55.91,7.59,    0.1800
86,FeI,5403.82,4.08,-1.034000000,99.01,7.54,    0.1300
87,FeI,5406.78,4.37,-1.620000000,60.71,7.54,    0.1400
88,FeI,5412.78,4.43,-1.716000000,40.31,7.3,    0.0900
89,FeII,5414.07,3.22,-3.580000000,31.41,7.17,    0.1600
90,FeI,5417.03,4.42,-1.580000000,57.31,7.48,    0.0800
91,FeII,5425.25,3.2,-3.220000000,47.01,7.19,    0.1500
92,FeI,5432.95,4.45,-0.940000000,90.01,7.55,    0.1500
93,FeI,5436.3,4.39,-1.440000000,63.71,7.44,    0.0400
94,FeI,5436.59,2.28,-2.964000000,109.81,7.49,    0.0900
95,FeI,5441.34,4.31,-1.630000000,55.81,7.38,    0.0100
96,FeI,5461.55,4.45,-1.800000000,50.01,7.59,    0.1900
97,FeI,5464.28,4.14,-1.402000000,70.91,7.29,    0.1000
98,FeI,5466.4,4.37,-0.630000000,101.41,7.4,    0.0000
99,FeI,5466.99,3.57,-2.233000000,69.31,7.41,    0.0100
100,FeI,5470.09,4.45,-1.710000000,48.31,7.46,    0.0600
101,FeI,5472.71,4.21,-1.495000000,76.31,7.56,    0.1500
102,FeI,5473.16,4.19,-2.040000000,45.31,7.44,    0.0400
103,FeI,5473.9,4.15,-0.720000000,106.81,7.36,    0.0300
104,FeI,5483.1,4.15,-1.392000000,73.71,7.33,    0.0600
105,FeI,5487.14,4.42,-1.430000000,65.11,7.49,    0.0900
106,FeI,5491.83,4.19,-2.188000000,27.81,7.22,    0.1800
107,FeI,5493.5,4.1,-1.480000000,71.91,7.32,    0.0700
108,FeI,5494.46,4.08,-1.990000000,54.21,7.44,    0.0400
109,FeI,5522.45,4.21,-1.450000000,67.51,7.32,    0.0700
110,FeI,5525.54,4.23,-1.084000000,80.61,7.26,    0.1300
111,FeI,5528.9,4.47,-1.920000000,39.41,7.52,    0.1200
112,FeII,5534.84,3.24,-2.865000000,73.91,7.53,    0.1900
113,FeI,5536.58,2.83,-3.710000000,30.61,7.21,    0.1800
114,FeI,5538.52,4.22,-1.540000000,64.61,7.37,    0.0200
115,FeI,5539.28,3.64,-2.560000000,47.11,7.35,    0.0400
116,FeI,5539.82,4.29,-2.430000000,20.81,7.4,    0.0000
117,FeI,5543.94,4.22,-1.040000000,85.91,7.31,    0.0800
118,FeI,5546.51,4.37,-1.210000000,80.31,7.54,    0.1400
119,FeI,5549.95,3.7,-2.810000000,33.61,7.39,    0.0000
120,FeI,5552.69,4.96,-1.890000000,14.91,7.43,    0.0300
121,FeI,5559.64,4.99,-1.730000000,15.81,7.34,    0.0500
