,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4794.35,2.42,-3.950000000,38.11,7.24,    0.0600
1,FeI,4799.41,3.64,-2.130000000,64.21,7.37,    0.1800
2,FeI,4808.15,3.25,-2.690000000,46.91,7.11,    0.0600
3,FeI,4809.94,3.57,-2.620000000,30.71,7.08,    0.0900
4,FeI,4848.88,2.28,-3.137000000,80.41,7.14,    0.0300
5,FeI,4869.46,3.55,-2.420000000,43.41,7.11,    0.0600
6,FeI,4871.93,3.25,-2.150000000,79.31,7.28,    0.1000
7,FeI,4875.88,3.33,-1.900000000,89.51,7.34,    0.1600
8,FeI,4877.6,3.0,-3.050000000,47.01,7.17,    0.0000
9,FeI,4882.14,3.42,-1.480000000,101.21,7.28,    0.1000
10,FeI,4885.43,3.88,-0.970000000,92.21,7.16,    0.0200
11,FeI,4892.86,4.22,-1.290000000,69.91,7.29,    0.1100
12,FeII,4893.81,2.83,-4.267000000,32.91,7.19,    0.1500
13,FeI,4896.44,3.88,-1.890000000,60.21,7.3,    0.1200
14,FeI,4905.13,3.93,-1.730000000,55.01,7.08,    0.0900
15,FeI,4907.73,3.43,-1.700000000,89.61,7.24,    0.0600
16,FeI,4910.02,3.4,-1.310000000,110.91,7.39,    0.2100
17,FeI,4911.53,4.26,-1.840000000,43.81,7.34,    0.1500
18,FeI,4911.78,3.93,-1.790000000,65.21,7.36,    0.1800
19,FeI,4917.23,4.19,-1.080000000,82.01,7.32,    0.1400
20,FeI,4918.01,4.23,-1.260000000,67.31,7.21,    0.0300
21,FeI,4950.1,3.42,-1.490000000,100.41,7.26,    0.0800
22,FeI,4961.91,3.63,-2.190000000,53.71,7.18,    0.0000
23,FeI,4962.57,4.18,-1.182000000,70.41,7.14,    0.0300
24,FeI,4969.92,4.22,-0.710000000,94.31,7.26,    0.0700
25,FeI,4985.25,3.93,-0.447000000,109.61,7.02,    0.1600
26,FeI,4986.22,4.22,-1.290000000,62.31,7.12,    0.0600
27,FeII,4993.35,2.81,-3.684000000,52.11,7.03,    0.0000
28,FeI,4999.11,4.19,-1.640000000,48.51,7.15,    0.0200
29,FeI,5002.79,3.4,-1.460000000,106.31,7.33,    0.1400
30,FeI,5012.7,4.28,-1.690000000,49.51,7.32,    0.1400
31,FeI,5022.23,3.98,-0.370000000,118.71,7.18,    0.0000
32,FeI,5023.19,4.28,-1.500000000,52.11,7.19,    0.0000
33,FeI,5023.5,4.31,-1.670000000,48.41,7.31,    0.1300
34,FeI,5028.13,3.57,-1.036000000,108.31,7.27,    0.0900
35,FeI,5029.62,3.42,-1.950000000,77.21,7.19,    0.0100
36,FeI,5030.78,3.24,-2.830000000,43.51,7.15,    0.0200
37,FeI,5031.91,4.37,-1.570000000,41.31,7.14,    0.0400
38,FeI,5036.92,3.02,-3.010000000,45.81,7.12,    0.0500
39,FeI,5044.21,2.85,-2.038000000,104.01,7.22,    0.0400
40,FeI,5048.44,3.96,-1.005000000,92.01,7.21,    0.0300
41,FeI,5054.64,3.64,-1.921000000,62.01,7.08,    0.0900
42,FeI,5058.5,3.64,-2.830000000,22.91,7.17,    0.0000
43,FeI,5067.15,4.22,-0.970000000,89.41,7.4,    0.2100
44,FeI,5088.15,4.15,-1.680000000,50.71,7.19,    0.0100
45,FeI,5090.77,4.26,-0.440000000,101.31,7.16,    0.0100
46,FeI,5099.08,3.98,-1.370000000,81.51,7.35,    0.1700
47,FeII,5100.66,2.81,-4.197000000,27.81,6.97,    0.0600
48,FeI,5104.44,4.28,-1.590000000,51.61,7.26,    0.0800
49,FeI,5109.65,4.3,-0.980000000,82.81,7.34,    0.1600
50,FeII,5132.66,2.81,-4.094000000,30.81,6.94,    0.0900
51,FeI,5143.72,2.2,-3.690000000,60.11,7.11,    0.0700
52,FeI,5145.09,2.2,-2.876000000,92.51,7.01,    0.1600
53,FeI,5180.06,4.47,-1.160000000,60.11,7.21,    0.0300
54,FeI,5187.91,4.14,-1.371000000,74.61,7.38,    0.2000
55,FeII,5197.57,3.23,-2.220000000,90.81,6.98,    0.0500
56,FeI,5197.94,4.3,-1.540000000,43.51,7.07,    0.1100
