,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4788.76,3.24,-1.763000000,107.11,7.52,    0.0400
1,FeI,4794.35,2.42,-3.950000000,62.71,7.59,    0.1100
2,FeI,4798.27,4.19,-1.174000000,76.91,7.28,    0.1900
3,FeI,4799.41,3.64,-2.130000000,76.61,7.57,    0.0900
4,FeI,4802.88,3.64,-1.514000000,95.61,7.44,    0.0400
5,FeI,4808.15,3.25,-2.690000000,67.61,7.45,    0.0200
6,FeI,4809.94,3.57,-2.620000000,51.61,7.42,    0.0500
7,FeI,4848.88,2.28,-3.137000000,103.01,7.56,    0.0800
8,FeI,4855.67,3.37,-1.700000000,113.21,7.69,    0.2100
9,FeI,4869.46,3.55,-2.420000000,63.31,7.44,    0.0400
10,FeI,4875.88,3.33,-1.900000000,98.61,7.42,    0.0500
11,FeI,4877.6,3.0,-3.050000000,73.41,7.6,    0.1200
12,FeI,4885.43,3.88,-0.970000000,102.81,7.32,    0.1500
13,FeI,4892.86,4.22,-1.290000000,89.31,7.64,    0.1600
14,FeI,4905.13,3.93,-1.730000000,81.51,7.58,    0.0900
15,FeI,4907.73,3.43,-1.700000000,107.61,7.51,    0.0300
16,FeI,4911.53,4.26,-1.840000000,64.51,7.7,    0.2200
17,FeI,4911.78,3.93,-1.790000000,84.21,7.71,    0.2300
18,FeI,4917.23,4.19,-1.080000000,98.61,7.6,    0.1200
19,FeI,4918.01,4.23,-1.260000000,86.71,7.57,    0.0900
20,FeI,4961.91,3.63,-2.190000000,72.01,7.49,    0.0100
21,FeI,4962.57,4.18,-1.182000000,82.51,7.34,    0.1300
22,FeI,4969.92,4.22,-0.710000000,113.31,7.53,    0.0500
23,FeI,4986.22,4.22,-1.290000000,81.11,7.46,    0.0100
24,FeI,4992.78,4.26,-2.350000000,20.71,7.27,    0.2000
25,FeII,4993.35,2.81,-3.684000000,46.11,7.29,    0.0400
26,FeI,4995.41,4.26,-1.790000000,46.61,7.28,    0.1900
27,FeI,4999.11,4.19,-1.640000000,63.81,7.42,    0.0600
28,FeI,5012.7,4.28,-1.690000000,67.01,7.63,    0.1500
29,FeI,5023.19,4.28,-1.500000000,74.31,7.59,    0.1100
30,FeI,5023.5,4.31,-1.670000000,69.81,7.7,    0.2100
31,FeI,5030.78,3.24,-2.830000000,64.51,7.48,    0.0000
32,FeI,5031.91,4.37,-1.570000000,62.71,7.52,    0.0300
33,FeI,5036.92,3.02,-3.010000000,69.61,7.5,    0.0200
34,FeI,5039.25,3.37,-1.528000000,106.11,7.3,    0.1700
35,FeI,5048.44,3.96,-1.005000000,105.91,7.41,    0.0600
36,FeI,5054.64,3.64,-1.921000000,76.31,7.32,    0.1600
37,FeI,5058.5,3.64,-2.830000000,37.11,7.41,    0.0700
38,FeI,5065.19,3.64,-1.513000000,97.61,7.45,    0.0300
39,FeI,5067.15,4.22,-0.970000000,108.41,7.7,    0.2200
40,FeI,5088.15,4.15,-1.680000000,60.41,7.32,    0.1500
41,FeI,5090.77,4.26,-0.440000000,115.31,7.32,    0.1500
42,FeII,5100.66,2.81,-4.197000000,34.91,7.52,    0.1800
43,FeI,5109.65,4.3,-0.980000000,92.71,7.47,    0.0000
44,FeI,5115.78,3.57,-2.640000000,57.31,7.54,    0.0500
45,FeI,5143.72,2.2,-3.690000000,84.51,7.48,    0.0000
46,FeI,5187.91,4.14,-1.371000000,90.41,7.7,    0.2200
47,FeI,5217.92,3.64,-1.719000000,85.71,7.32,    0.1500
48,FeII,5234.62,3.22,-2.180000000,90.31,7.33,    0.0000
49,FeI,5236.2,4.19,-1.497000000,72.11,7.44,    0.0300
50,FeI,5242.49,3.63,-0.967000000,118.51,7.3,    0.1700
51,FeI,5243.78,4.26,-1.050000000,91.51,7.46,    0.0100
52,FeI,5253.02,2.28,-3.840000000,67.71,7.34,    0.1300
53,FeII,5256.93,2.89,-4.182000000,24.91,7.33,    0.0000
54,FeII,5264.8,3.23,-3.130000000,43.11,7.15,    0.1800
55,FeI,5267.27,4.37,-1.596000000,63.21,7.54,    0.0600
56,FeII,5284.1,2.89,-3.195000000,72.91,7.55,    0.2100
57,FeI,5285.13,4.43,-1.660000000,56.61,7.54,    0.0600
58,FeI,5288.52,3.7,-1.493000000,104.31,7.58,    0.1000
59,FeI,5293.96,4.14,-1.770000000,66.21,7.53,    0.0400
60,FeI,5294.55,3.64,-2.760000000,46.11,7.5,    0.0100
61,FeI,5295.31,4.42,-1.590000000,55.61,7.43,    0.0400
62,FeI,5315.07,4.37,-1.650000000,67.71,7.68,    0.2000
63,FeI,5320.04,3.64,-2.440000000,55.11,7.36,    0.1200
64,FeI,5322.04,2.28,-2.802000000,115.01,7.37,    0.1000
65,FeII,5325.55,3.22,-3.160000000,46.11,7.25,    0.0800
66,FeI,5326.14,3.57,-2.071000000,86.91,7.6,    0.1200
67,FeI,5329.99,4.08,-1.196000000,99.01,7.64,    0.1600
68,FeI,5373.71,4.47,-0.710000000,91.81,7.35,    0.1300
69,FeI,5376.83,4.29,-2.210000000,41.91,7.64,    0.1600
70,FeI,5379.57,3.7,-1.514000000,96.61,7.4,    0.0700
71,FeI,5386.33,4.15,-1.670000000,60.71,7.3,    0.1800
72,FeI,5398.28,4.45,-0.630000000,96.11,7.33,    0.1500
73,FeI,5403.82,4.08,-1.034000000,106.91,7.66,    0.1800
74,FeI,5406.78,4.37,-1.620000000,65.61,7.61,    0.1200
75,FeI,5412.78,4.43,-1.716000000,48.01,7.42,    0.0500
76,FeII,5414.07,3.22,-3.580000000,25.41,7.11,    0.2200
77,FeI,5417.03,4.42,-1.580000000,58.71,7.48,    0.0000
78,FeII,5425.25,3.2,-3.220000000,43.41,7.22,    0.1100
79,FeI,5432.95,4.45,-0.940000000,96.21,7.63,    0.1400
80,FeI,5436.3,4.39,-1.440000000,72.41,7.58,    0.1000
81,FeI,5441.34,4.31,-1.630000000,59.61,7.43,    0.0500
82,FeI,5461.55,4.45,-1.800000000,58.41,7.73,    0.2500
83,FeI,5464.28,4.14,-1.402000000,74.51,7.32,    0.1500
84,FeI,5466.4,4.37,-0.630000000,107.61,7.46,    0.0100
85,FeI,5466.99,3.57,-2.233000000,77.21,7.52,    0.0400
86,FeI,5470.09,4.45,-1.710000000,56.91,7.61,    0.1200
87,FeI,5473.16,4.19,-2.040000000,51.91,7.53,    0.0500
88,FeI,5473.9,4.15,-0.720000000,114.31,7.44,    0.0300
89,FeI,5483.1,4.15,-1.392000000,79.31,7.4,    0.0700
90,FeI,5487.14,4.42,-1.430000000,78.31,7.72,    0.2400
91,FeI,5491.83,4.19,-2.188000000,36.51,7.38,    0.1000
92,FeI,5493.5,4.1,-1.480000000,81.21,7.47,    0.0000
93,FeI,5494.46,4.08,-1.990000000,61.81,7.55,    0.0700
94,FeI,5522.45,4.21,-1.450000000,70.81,7.35,    0.1300
95,FeI,5525.54,4.23,-1.084000000,88.31,7.37,    0.1000
96,FeI,5528.9,4.47,-1.920000000,51.61,7.74,    0.2600
97,FeI,5536.58,2.83,-3.710000000,38.71,7.31,    0.1600
98,FeI,5538.52,4.22,-1.540000000,73.01,7.51,    0.0200
99,FeI,5539.28,3.64,-2.560000000,54.91,7.46,    0.0200
100,FeI,5539.82,4.29,-2.430000000,26.31,7.52,    0.0300
101,FeI,5543.15,3.7,-1.470000000,98.01,7.36,    0.1100
102,FeI,5543.94,4.22,-1.040000000,92.31,7.4,    0.0800
103,FeI,5546.51,4.37,-1.210000000,85.51,7.6,    0.1200
104,FeI,5549.95,3.7,-2.810000000,39.61,7.47,    0.0000
105,FeI,5552.69,4.96,-1.890000000,21.71,7.63,    0.1500
106,FeI,5559.64,4.99,-1.730000000,21.51,7.5,    0.0200
107,FeI,5560.21,4.43,-1.090000000,76.11,7.36,    0.1200
108,FeI,5584.76,3.57,-2.220000000,80.81,7.57,    0.0900
109,FeI,5587.57,4.14,-1.750000000,70.31,7.57,    0.0900
110,FeI,5618.63,4.21,-1.255000000,81.21,7.36,    0.1100
111,FeI,5619.6,4.39,-1.600000000,71.71,7.72,    0.2400
112,FeI,5633.95,4.99,-0.230000000,91.91,7.51,    0.0300
113,FeI,5635.82,4.26,-1.790000000,67.51,7.66,    0.1800
114,FeI,5636.7,3.64,-2.510000000,57.11,7.44,    0.0300
115,FeI,5638.26,4.22,-0.720000000,109.91,7.42,    0.0600
116,FeI,5641.43,4.26,-1.080000000,105.21,7.73,    0.2500
117,FeI,5649.99,5.1,-0.820000000,57.51,7.51,    0.0200
118,FeI,5650.7,5.09,-0.860000000,61.71,7.62,    0.1400
119,FeI,5651.47,4.47,-1.900000000,44.41,7.58,    0.0900
120,FeI,5652.32,4.26,-1.850000000,57.51,7.53,    0.0500
121,FeI,5653.86,4.39,-1.540000000,70.71,7.64,    0.1600
122,FeI,5655.18,5.06,-0.600000000,76.31,7.55,    0.0600
123,FeI,5655.49,4.26,-0.980000000,94.01,7.46,    0.0200
124,FeI,5661.34,4.28,-1.756000000,58.31,7.48,    0.0000
125,FeI,5679.02,4.65,-0.820000000,85.31,7.51,    0.0200
126,FeI,5680.24,4.19,-2.480000000,39.81,7.73,    0.2400
127,FeI,5686.53,4.55,-0.445000000,100.71,7.41,    0.0700
128,FeI,5691.5,4.3,-1.450000000,77.91,7.6,    0.1100
129,FeI,5696.09,4.55,-1.720000000,37.61,7.35,    0.1300
130,FeI,5698.02,3.64,-2.580000000,51.71,7.4,    0.0700
131,FeI,5705.46,4.3,-1.355000000,70.51,7.34,    0.1300
132,FeI,5712.13,3.42,-1.994000000,98.01,7.45,    0.0200
133,FeI,5717.83,4.28,-0.990000000,94.31,7.44,    0.0300
134,FeI,5731.76,4.26,-1.200000000,93.91,7.61,    0.1300
