,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4788.76,3.24,-1.763000000,110.41,7.64,    0.2200
1,FeI,4793.96,3.05,-3.430000000,33.71,7.29,    0.1300
2,FeI,4794.35,2.42,-3.950000000,48.11,7.35,    0.0700
3,FeI,4798.27,4.19,-1.174000000,78.21,7.32,    0.1000
4,FeI,4799.41,3.64,-2.130000000,76.21,7.57,    0.1500
5,FeI,4802.88,3.64,-1.514000000,94.21,7.42,    0.0000
6,FeI,4808.15,3.25,-2.690000000,66.11,7.44,    0.0200
7,FeI,4809.94,3.57,-2.620000000,42.41,7.26,    0.1500
8,FeI,4839.54,3.27,-1.822000000,107.91,7.65,    0.2200
9,FeI,4848.88,2.28,-3.137000000,97.11,7.45,    0.0300
10,FeI,4869.46,3.55,-2.420000000,58.31,7.35,    0.0700
11,FeI,4875.88,3.33,-1.900000000,96.91,7.43,    0.0100
12,FeI,4877.6,3.0,-3.050000000,66.91,7.49,    0.0700
13,FeI,4885.43,3.88,-0.970000000,105.01,7.4,    0.0100
14,FeI,4892.86,4.22,-1.290000000,89.01,7.67,    0.2400
15,FeI,4905.13,3.93,-1.730000000,74.41,7.44,    0.0100
16,FeI,4907.73,3.43,-1.700000000,103.71,7.49,    0.0700
17,FeI,4911.53,4.26,-1.840000000,59.31,7.6,    0.1800
18,FeI,4911.78,3.93,-1.790000000,82.81,7.7,    0.2700
19,FeI,4917.23,4.19,-1.080000000,99.41,7.66,    0.2400
20,FeI,4918.01,4.23,-1.260000000,80.21,7.45,    0.0200
21,FeI,4950.1,3.42,-1.490000000,116.71,7.53,    0.1100
22,FeI,4961.91,3.63,-2.190000000,66.31,7.38,    0.0400
23,FeI,4962.57,4.18,-1.182000000,81.11,7.33,    0.0900
24,FeI,4969.92,4.22,-0.710000000,110.11,7.54,    0.1100
25,FeI,4986.22,4.22,-1.290000000,76.21,7.37,    0.0500
26,FeII,4993.35,2.81,-3.684000000,48.91,7.08,    0.1200
27,FeI,4999.11,4.19,-1.640000000,60.91,7.36,    0.0600
28,FeI,5012.7,4.28,-1.690000000,61.21,7.51,    0.0900
29,FeI,5023.19,4.28,-1.500000000,67.61,7.46,    0.0300
30,FeI,5023.5,4.31,-1.670000000,62.31,7.55,    0.1300
31,FeI,5029.62,3.42,-1.950000000,93.21,7.51,    0.0900
32,FeI,5030.78,3.24,-2.830000000,57.81,7.36,    0.0600
33,FeI,5031.91,4.37,-1.570000000,55.31,7.37,    0.0400
34,FeI,5036.92,3.02,-3.010000000,66.51,7.45,    0.0300
35,FeI,5048.44,3.96,-1.005000000,111.31,7.58,    0.1500
36,FeI,5054.64,3.64,-1.921000000,73.21,7.26,    0.1600
37,FeI,5058.5,3.64,-2.830000000,34.51,7.38,    0.0400
38,FeI,5067.15,4.22,-0.970000000,103.31,7.64,    0.2200
39,FeI,5088.15,4.15,-1.680000000,57.71,7.28,    0.1400
40,FeI,5090.77,4.26,-0.440000000,109.71,7.28,    0.1300
41,FeII,5100.66,2.81,-4.197000000,35.21,7.27,    0.0600
42,FeI,5104.44,4.28,-1.590000000,71.21,7.62,    0.2000
43,FeI,5115.78,3.57,-2.640000000,54.21,7.49,    0.0600
44,FeII,5132.66,2.81,-4.094000000,28.71,7.0,    0.2000
45,FeI,5143.72,2.2,-3.690000000,76.41,7.34,    0.0800
46,FeI,5145.09,2.2,-2.876000000,110.41,7.34,    0.0800
47,FeI,5180.06,4.47,-1.160000000,81.71,7.62,    0.2000
48,FeI,5187.91,4.14,-1.371000000,83.81,7.54,    0.1200
49,FeI,5217.92,3.64,-1.719000000,83.61,7.28,    0.1400
50,FeII,5234.62,3.22,-2.180000000,101.11,7.31,    0.1000
51,FeI,5236.2,4.19,-1.497000000,67.71,7.34,    0.0700
52,FeI,5242.49,3.63,-0.967000000,116.71,7.3,    0.1100
53,FeI,5243.78,4.26,-1.050000000,88.01,7.4,    0.0100
54,FeI,5253.02,2.28,-3.840000000,61.31,7.26,    0.1600
55,FeI,5253.46,3.28,-1.579000000,109.61,7.24,    0.1700
56,FeII,5256.93,2.89,-4.182000000,27.21,7.15,    0.0500
57,FeII,5264.8,3.23,-3.130000000,51.51,7.06,    0.1300
58,FeI,5267.27,4.37,-1.596000000,56.21,7.4,    0.0100
59,FeII,5284.1,2.89,-3.195000000,78.91,7.4,    0.1900
60,FeI,5285.13,4.43,-1.660000000,49.11,7.4,    0.0200
61,FeI,5288.52,3.7,-1.493000000,94.61,7.36,    0.0500
62,FeI,5293.96,4.14,-1.770000000,59.01,7.38,    0.0400
63,FeI,5294.55,3.64,-2.760000000,42.81,7.46,    0.0300
64,FeI,5295.31,4.42,-1.590000000,49.71,7.32,    0.1000
65,FeI,5298.78,3.64,-2.016000000,89.41,7.69,    0.2600
66,FeI,5315.07,4.37,-1.650000000,66.61,7.66,    0.2400
67,FeI,5320.04,3.64,-2.440000000,51.41,7.3,    0.1200
68,FeI,5322.04,2.28,-2.802000000,112.51,7.36,    0.0600
69,FeII,5325.55,3.22,-3.160000000,51.51,7.09,    0.1100
70,FeI,5326.14,3.57,-2.071000000,82.41,7.5,    0.0800
71,FeII,5337.72,3.23,-3.720000000,42.71,7.45,    0.2400
72,FeI,5373.71,4.47,-0.710000000,89.41,7.32,    0.0900
73,FeI,5376.83,4.29,-2.210000000,41.21,7.63,    0.2100
74,FeI,5379.57,3.7,-1.514000000,95.51,7.38,    0.0300
