,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,81.31,7.41,    0.1500
1,FeI,4788.76,3.24,-1.763000000,101.81,7.45,    0.1900
2,FeI,4793.96,3.05,-3.430000000,29.11,7.19,    0.0600
3,FeI,4794.35,2.42,-3.950000000,41.11,7.23,    0.0200
4,FeI,4802.88,3.64,-1.514000000,86.91,7.26,    0.0000
5,FeI,4808.15,3.25,-2.690000000,57.81,7.28,    0.0200
6,FeI,4809.94,3.57,-2.620000000,39.11,7.21,    0.0400
7,FeI,4839.54,3.27,-1.822000000,99.41,7.46,    0.2000
8,FeI,4848.88,2.28,-3.137000000,87.81,7.25,    0.0000
9,FeI,4869.46,3.55,-2.420000000,48.91,7.17,    0.0800
10,FeI,4873.75,3.3,-2.960000000,31.51,7.07,    0.1900
11,FeI,4875.88,3.33,-1.900000000,89.21,7.27,    0.0100
12,FeI,4877.6,3.0,-3.050000000,58.71,7.34,    0.0800
13,FeI,4882.14,3.42,-1.480000000,105.71,7.31,    0.0500
14,FeI,4885.43,3.88,-0.970000000,95.01,7.18,    0.0700
15,FeI,4892.86,4.22,-1.290000000,75.41,7.37,    0.1100
16,FeI,4896.44,3.88,-1.890000000,67.01,7.4,    0.1400
17,FeI,4905.13,3.93,-1.730000000,62.81,7.2,    0.0500
18,FeI,4907.73,3.43,-1.700000000,96.01,7.33,    0.0700
19,FeI,4910.02,3.4,-1.310000000,112.51,7.37,    0.1100
20,FeI,4911.53,4.26,-1.840000000,47.91,7.38,    0.1200
21,FeI,4911.78,3.93,-1.790000000,70.11,7.42,    0.1600
22,FeI,4917.23,4.19,-1.080000000,89.81,7.46,    0.1900
23,FeI,4918.01,4.23,-1.260000000,71.91,7.28,    0.0100
24,FeI,4950.1,3.42,-1.490000000,106.01,7.31,    0.0500
25,FeI,4961.91,3.63,-2.190000000,60.81,7.28,    0.0200
26,FeI,4962.57,4.18,-1.182000000,73.21,7.17,    0.0900
27,FeI,4969.92,4.22,-0.710000000,99.51,7.32,    0.0500
28,FeI,4986.22,4.22,-1.290000000,69.31,7.23,    0.0200
29,FeI,4992.78,4.26,-2.350000000,15.61,7.14,    0.1100
30,FeII,4993.35,2.81,-3.684000000,48.41,7.1,    0.0300
31,FeI,4999.11,4.19,-1.640000000,49.51,7.14,    0.1200
32,FeII,5000.73,2.78,-4.578000000,13.41,6.99,    0.0700
33,FeI,5002.79,3.4,-1.460000000,109.01,7.31,    0.0500
34,FeI,5012.7,4.28,-1.690000000,55.91,7.42,    0.1600
35,FeI,5023.19,4.28,-1.500000000,58.71,7.28,    0.0200
36,FeI,5023.5,4.31,-1.670000000,56.91,7.45,    0.1900
37,FeI,5028.13,3.57,-1.036000000,116.51,7.43,    0.1700
38,FeI,5029.62,3.42,-1.950000000,81.61,7.25,    0.0000
39,FeI,5030.78,3.24,-2.830000000,50.51,7.23,    0.0200
40,FeI,5031.91,4.37,-1.570000000,41.51,7.11,    0.1400
41,FeI,5036.92,3.02,-3.010000000,55.41,7.25,    0.0100
42,FeI,5044.21,2.85,-2.038000000,111.01,7.3,    0.0400
43,FeI,5048.44,3.96,-1.005000000,97.01,7.27,    0.0100
44,FeI,5054.64,3.64,-1.921000000,66.11,7.12,    0.1300
45,FeI,5058.5,3.64,-2.830000000,26.71,7.21,    0.0400
46,FeI,5067.15,4.22,-0.970000000,93.61,7.44,    0.1800
47,FeI,5088.15,4.15,-1.680000000,55.61,7.25,    0.0000
48,FeI,5090.77,4.26,-0.440000000,104.21,7.17,    0.0800
49,FeII,5100.66,2.81,-4.197000000,28.51,7.12,    0.0500
50,FeI,5109.65,4.3,-0.980000000,87.21,7.39,    0.1300
51,FeI,5115.78,3.57,-2.640000000,45.61,7.33,    0.0700
