,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,115.11,7.26,    0.0200
1,FeI,4787.83,3.0,-2.604000000,83.11,7.34,    0.1000
2,FeI,4788.76,3.24,-1.763000000,104.61,7.4,    0.1600
3,FeI,4793.96,3.05,-3.430000000,30.51,7.13,    0.1000
4,FeI,4794.35,2.42,-3.950000000,49.11,7.26,    0.0200
5,FeI,4802.88,3.64,-1.514000000,84.71,7.11,    0.1200
6,FeI,4808.15,3.25,-2.690000000,59.91,7.23,    0.0000
7,FeI,4809.94,3.57,-2.620000000,40.41,7.15,    0.0800
8,FeI,4839.54,3.27,-1.822000000,101.81,7.41,    0.1700
9,FeI,4843.14,3.4,-1.650000000,112.61,7.48,    0.2400
10,FeI,4848.88,2.28,-3.137000000,94.91,7.3,    0.0500
11,FeI,4855.67,3.37,-1.700000000,105.91,7.47,    0.2300
12,FeI,4869.46,3.55,-2.420000000,56.51,7.24,    0.0000
13,FeI,4875.88,3.33,-1.900000000,92.71,7.24,    0.0000
14,FeI,4877.6,3.0,-3.050000000,63.21,7.33,    0.0900
15,FeI,4882.14,3.42,-1.480000000,112.81,7.33,    0.0900
16,FeI,4892.86,4.22,-1.290000000,82.01,7.44,    0.2000
17,FeI,4896.44,3.88,-1.890000000,70.61,7.4,    0.1600
18,FeI,4905.13,3.93,-1.730000000,68.71,7.25,    0.0100
19,FeI,4907.73,3.43,-1.700000000,94.51,7.19,    0.0500
20,FeI,4910.02,3.4,-1.310000000,114.31,7.29,    0.0500
21,FeI,4911.53,4.26,-1.840000000,53.51,7.43,    0.1900
22,FeI,4911.78,3.93,-1.790000000,73.91,7.43,    0.1900
23,FeI,4917.23,4.19,-1.080000000,88.41,7.34,    0.1000
24,FeI,4918.01,4.23,-1.260000000,71.71,7.2,    0.0300
25,FeI,4950.1,3.42,-1.490000000,107.51,7.23,    0.0000
26,FeI,4961.91,3.63,-2.190000000,60.91,7.2,    0.0400
27,FeI,4962.57,4.18,-1.182000000,76.21,7.16,    0.0800
28,FeI,4969.92,4.22,-0.710000000,103.51,7.31,    0.0700
29,FeI,4986.22,4.22,-1.290000000,69.71,7.17,    0.0700
30,FeI,4992.78,4.26,-2.350000000,16.41,7.11,    0.1300
31,FeII,4993.35,2.81,-3.684000000,45.21,7.13,    0.0900
32,FeI,4999.11,4.19,-1.640000000,53.21,7.15,    0.0900
33,FeI,5002.79,3.4,-1.460000000,110.41,7.22,    0.0100
34,FeI,5012.7,4.28,-1.690000000,56.51,7.37,    0.1300
35,FeI,5023.19,4.28,-1.500000000,63.31,7.31,    0.0700
36,FeI,5023.5,4.31,-1.670000000,60.31,7.46,    0.2100
37,FeI,5029.62,3.42,-1.950000000,87.51,7.3,    0.0600
38,FeI,5030.78,3.24,-2.830000000,51.41,7.16,    0.0700
39,FeI,5031.91,4.37,-1.570000000,51.81,7.25,    0.0100
40,FeI,5036.92,3.02,-3.010000000,60.01,7.24,    0.0000
41,FeI,5044.21,2.85,-2.038000000,119.01,7.33,    0.0900
42,FeI,5048.44,3.96,-1.005000000,98.61,7.22,    0.0200
43,FeI,5054.64,3.64,-1.921000000,71.11,7.15,    0.0800
44,FeI,5058.5,3.64,-2.830000000,29.21,7.2,    0.0400
45,FeI,5067.15,4.22,-0.970000000,96.61,7.42,    0.1800
46,FeI,5088.15,4.15,-1.680000000,56.41,7.2,    0.0300
47,FeI,5090.77,4.26,-0.440000000,107.21,7.14,    0.1000
48,FeII,5100.66,2.81,-4.197000000,31.01,7.3,    0.2600
49,FeI,5109.65,4.3,-0.980000000,84.61,7.26,    0.0200
50,FeI,5115.78,3.57,-2.640000000,46.71,7.28,    0.0300
51,FeII,5132.66,2.81,-4.094000000,20.41,6.89,    0.1400
52,FeI,5143.72,2.2,-3.690000000,82.31,7.38,    0.1400
53,FeI,5145.09,2.2,-2.876000000,116.41,7.37,    0.1300
