,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4793.96,3.05,-3.430000000,25.81,7.21,    0.0200
1,FeI,4794.35,2.42,-3.950000000,31.91,7.15,    0.0800
2,FeI,4798.27,4.19,-1.174000000,66.91,7.21,    0.0200
3,FeI,4799.41,3.64,-2.130000000,58.31,7.32,    0.0800
4,FeI,4802.88,3.64,-1.514000000,79.71,7.25,    0.0100
5,FeI,4808.15,3.25,-2.690000000,46.41,7.16,    0.0700
6,FeI,4809.94,3.57,-2.620000000,35.91,7.24,    0.0000
7,FeI,4843.14,3.4,-1.650000000,96.61,7.37,    0.1300
8,FeI,4848.88,2.28,-3.137000000,82.71,7.33,    0.0900
9,FeI,4855.67,3.37,-1.700000000,95.11,7.48,    0.2400
10,FeI,4869.46,3.55,-2.420000000,42.41,7.14,    0.0900
11,FeI,4875.88,3.33,-1.900000000,80.01,7.19,    0.0400
12,FeI,4877.6,3.0,-3.050000000,51.31,7.31,    0.0700
13,FeI,4882.14,3.42,-1.480000000,91.91,7.12,    0.1100
14,FeI,4885.43,3.88,-0.970000000,87.71,7.15,    0.0800
15,FeI,4892.86,4.22,-1.290000000,69.31,7.34,    0.1000
16,FeII,4893.81,2.83,-4.267000000,23.81,7.28,    0.1500
17,FeI,4896.44,3.88,-1.890000000,58.71,7.34,    0.1000
18,FeI,4905.13,3.93,-1.730000000,58.01,7.21,    0.0300
19,FeI,4907.73,3.43,-1.700000000,90.31,7.31,    0.0700
20,FeI,4910.02,3.4,-1.310000000,109.91,7.43,    0.1900
21,FeI,4917.23,4.19,-1.080000000,81.01,7.36,    0.1200
22,FeI,4918.01,4.23,-1.260000000,67.41,7.28,    0.0400
23,FeI,4933.87,3.94,-1.560000000,63.71,7.2,    0.0300
24,FeI,4950.1,3.42,-1.490000000,103.01,7.34,    0.0900
25,FeI,4962.57,4.18,-1.182000000,67.11,7.14,    0.0900
26,FeI,4969.92,4.22,-0.710000000,89.71,7.19,    0.0400
27,FeI,4970.5,3.64,-1.740000000,74.01,7.29,    0.0500
28,FeI,4985.25,3.93,-0.447000000,111.11,7.04,    0.1900
29,FeI,4986.22,4.22,-1.290000000,64.61,7.23,    0.0000
30,FeI,4992.78,4.26,-2.350000000,14.11,7.15,    0.0800
31,FeII,4993.35,2.81,-3.684000000,46.51,7.28,    0.1500
32,FeI,4999.11,4.19,-1.640000000,45.91,7.16,    0.0700
33,FeI,5002.79,3.4,-1.460000000,96.81,7.16,    0.0700
34,FeI,5012.7,4.28,-1.690000000,47.21,7.33,    0.0900
35,FeI,5022.23,3.98,-0.370000000,114.91,7.08,    0.1500
36,FeI,5023.19,4.28,-1.500000000,46.51,7.12,    0.1100
37,FeI,5023.5,4.31,-1.670000000,50.51,7.41,    0.1700
38,FeI,5028.13,3.57,-1.036000000,111.71,7.47,    0.2300
39,FeI,5029.62,3.42,-1.950000000,76.71,7.32,    0.0800
40,FeI,5030.78,3.24,-2.830000000,45.01,7.24,    0.0000
41,FeI,5031.91,4.37,-1.570000000,47.11,7.3,    0.0600
42,FeI,5036.92,3.02,-3.010000000,50.11,7.27,    0.0300
43,FeI,5044.21,2.85,-2.038000000,94.91,7.09,    0.1400
44,FeI,5048.44,3.96,-1.005000000,88.71,7.2,    0.0300
45,FeI,5054.64,3.64,-1.921000000,64.71,7.24,    0.0000
46,FeI,5058.5,3.64,-2.830000000,23.91,7.23,    0.0000
