,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,118.81,7.57,    0.1800
1,FeI,4787.83,3.0,-2.604000000,81.81,7.46,    0.0700
2,FeI,4788.76,3.24,-1.763000000,96.11,7.36,    0.0300
3,FeI,4794.35,2.42,-3.950000000,39.91,7.19,    0.2000
4,FeI,4798.27,4.19,-1.174000000,73.91,7.28,    0.1000
5,FeI,4799.41,3.64,-2.130000000,67.71,7.43,    0.0300
6,FeI,4802.88,3.64,-1.514000000,86.31,7.3,    0.0800
7,FeI,4808.15,3.25,-2.690000000,59.91,7.34,    0.0400
8,FeI,4809.94,3.57,-2.620000000,46.11,7.35,    0.0400
9,FeI,4839.54,3.27,-1.822000000,97.41,7.47,    0.0800
10,FeI,4848.88,2.28,-3.137000000,85.21,7.22,    0.1600
11,FeI,4869.46,3.55,-2.420000000,50.31,7.2,    0.1800
12,FeI,4875.88,3.33,-1.900000000,88.31,7.3,    0.0900
13,FeI,4877.6,3.0,-3.050000000,56.31,7.3,    0.0900
14,FeI,4882.14,3.42,-1.480000000,110.51,7.47,    0.0700
15,FeI,4885.43,3.88,-0.970000000,97.91,7.32,    0.0700
16,FeI,4892.86,4.22,-1.290000000,82.11,7.57,    0.1800
17,FeI,4905.13,3.93,-1.730000000,66.91,7.32,    0.0700
18,FeI,4907.73,3.43,-1.700000000,92.91,7.31,    0.0800
19,FeI,4911.53,4.26,-1.840000000,57.01,7.59,    0.1900
20,FeI,4911.78,3.93,-1.790000000,74.01,7.55,    0.1600
21,FeI,4917.23,4.19,-1.080000000,94.51,7.62,    0.2200
22,FeI,4918.01,4.23,-1.260000000,82.71,7.57,    0.1700
23,FeI,4950.1,3.42,-1.490000000,110.91,7.47,    0.0800
24,FeI,4961.91,3.63,-2.190000000,55.51,7.18,    0.2100
25,FeI,4962.57,4.18,-1.182000000,78.31,7.32,    0.0600
26,FeI,4969.92,4.22,-0.710000000,108.21,7.56,    0.1600
27,FeI,4986.22,4.22,-1.290000000,72.31,7.33,    0.0500
28,FeI,4992.78,4.26,-2.350000000,19.81,7.27,    0.1200
29,FeII,4993.35,2.81,-3.684000000,42.11,7.05,    0.1600
30,FeI,4999.11,4.19,-1.640000000,64.71,7.49,    0.0900
31,FeI,5002.79,3.4,-1.460000000,116.41,7.52,    0.1300
32,FeI,5012.7,4.28,-1.690000000,65.01,7.64,    0.2400
33,FeI,5023.19,4.28,-1.500000000,59.01,7.31,    0.0700
34,FeI,5023.5,4.31,-1.670000000,56.21,7.46,    0.0600
35,FeI,5029.62,3.42,-1.950000000,82.01,7.3,    0.0900
36,FeI,5030.78,3.24,-2.830000000,55.31,7.34,    0.0500
37,FeI,5031.91,4.37,-1.570000000,56.21,7.42,    0.0300
38,FeI,5036.92,3.02,-3.010000000,51.21,7.17,    0.2200
39,FeI,5039.25,3.37,-1.528000000,101.01,7.3,    0.0800
40,FeI,5044.21,2.85,-2.038000000,105.21,7.23,    0.1600
41,FeI,5048.44,3.96,-1.005000000,107.51,7.56,    0.1700
42,FeI,5054.64,3.64,-1.921000000,71.31,7.27,    0.1200
43,FeI,5058.5,3.64,-2.830000000,27.61,7.23,    0.1600
44,FeI,5060.08,0.0,-5.431000000,118.31,7.49,    0.0900
45,FeI,5067.15,4.22,-0.970000000,95.91,7.55,    0.1600
46,FeI,5088.15,4.15,-1.680000000,68.01,7.54,    0.1500
47,FeI,5090.77,4.26,-0.440000000,119.61,7.52,    0.1200
48,FeII,5100.66,2.81,-4.197000000,22.71,7.04,    0.1700
49,FeI,5104.44,4.28,-1.590000000,60.11,7.42,    0.0300
50,FeI,5127.68,0.05,-6.125000000,77.51,7.15,    0.2400
51,FeII,5132.66,2.81,-4.094000000,33.61,7.25,    0.0300
52,FeI,5180.06,4.47,-1.160000000,75.61,7.54,    0.1500
53,FeI,5197.94,4.3,-1.540000000,49.81,7.17,    0.2200
54,FeI,5217.92,3.64,-1.719000000,79.31,7.25,    0.1400
55,FeI,5228.38,4.22,-1.190000000,90.21,7.63,    0.2300
56,FeII,5234.62,3.22,-2.180000000,90.51,7.25,    0.0300
57,FeI,5236.2,4.19,-1.497000000,62.81,7.28,    0.1000
58,FeI,5242.49,3.63,-0.967000000,112.01,7.29,    0.1000
59,FeI,5243.78,4.26,-1.050000000,83.61,7.37,    0.0100
60,FeI,5253.46,3.28,-1.579000000,105.91,7.23,    0.1500
61,FeII,5256.93,2.89,-4.182000000,22.81,7.13,    0.0800
62,FeII,5264.8,3.23,-3.130000000,49.31,7.16,    0.0400
63,FeI,5267.27,4.37,-1.596000000,61.11,7.54,    0.1500
64,FeI,5285.13,4.43,-1.660000000,52.01,7.48,    0.0900
65,FeI,5288.52,3.7,-1.493000000,86.41,7.25,    0.1400
66,FeI,5293.96,4.14,-1.770000000,56.31,7.36,    0.0300
67,FeI,5294.55,3.64,-2.760000000,39.21,7.39,    0.0000
68,FeI,5295.31,4.42,-1.590000000,50.11,7.35,    0.0300
69,FeI,5320.04,3.64,-2.440000000,48.01,7.25,    0.1300
70,FeI,5321.11,4.43,-1.089000000,68.71,7.26,    0.1300
71,FeII,5325.55,3.22,-3.160000000,49.41,7.19,    0.0200
72,FeI,5326.14,3.57,-2.071000000,75.81,7.42,    0.0200
73,FeI,5329.99,4.08,-1.196000000,88.51,7.47,    0.0800
74,FeI,5373.71,4.47,-0.710000000,87.31,7.34,    0.0500
75,FeI,5376.83,4.29,-2.210000000,35.71,7.53,    0.1400
76,FeI,5379.57,3.7,-1.514000000,88.51,7.3,    0.0800
77,FeI,5386.33,4.15,-1.670000000,54.71,7.22,    0.1700
78,FeI,5389.48,4.42,-0.410000000,102.41,7.29,    0.1000
79,FeI,5398.28,4.45,-0.630000000,94.21,7.38,    0.0100
80,FeI,5401.27,4.32,-1.820000000,51.51,7.5,    0.1000
81,FeI,5406.78,4.37,-1.620000000,59.61,7.52,    0.1300
82,FeI,5409.13,4.37,-1.200000000,83.01,7.62,    0.2200
83,FeI,5412.78,4.43,-1.716000000,39.71,7.28,    0.1000
84,FeII,5414.07,3.22,-3.580000000,29.51,7.09,    0.1200
85,FeI,5417.03,4.42,-1.580000000,58.21,7.5,    0.1100
86,FeII,5425.25,3.2,-3.220000000,46.81,7.16,    0.0500
87,FeI,5432.95,4.45,-0.940000000,93.11,7.65,    0.2500
88,FeI,5436.3,4.39,-1.440000000,65.61,7.48,    0.0900
89,FeI,5441.34,4.31,-1.630000000,57.81,7.43,    0.0300
90,FeI,5461.55,4.45,-1.800000000,50.11,7.59,    0.2000
91,FeI,5466.4,4.37,-0.630000000,103.81,7.49,    0.1000
92,FeI,5466.99,3.57,-2.233000000,67.01,7.36,    0.0300
93,FeI,5470.09,4.45,-1.710000000,52.01,7.54,    0.1400
94,FeI,5472.71,4.21,-1.495000000,78.91,7.63,    0.2400
95,FeI,5473.16,4.19,-2.040000000,42.31,7.37,    0.0100
96,FeI,5473.9,4.15,-0.720000000,109.51,7.46,    0.0700
97,FeI,5483.1,4.15,-1.392000000,68.91,7.24,    0.1500
98,FeI,5487.14,4.42,-1.430000000,64.91,7.49,    0.1000
99,FeI,5491.83,4.19,-2.188000000,32.91,7.32,    0.0700
100,FeI,5493.5,4.1,-1.480000000,72.61,7.35,    0.0400
101,FeI,5494.46,4.08,-1.990000000,54.81,7.45,    0.0500
102,FeI,5522.45,4.21,-1.450000000,65.91,7.29,    0.0900
103,FeI,5525.54,4.23,-1.084000000,80.41,7.28,    0.1100
104,FeII,5534.84,3.24,-2.865000000,66.01,7.33,    0.1200
105,FeI,5538.52,4.22,-1.540000000,64.51,7.37,    0.0100
106,FeI,5539.28,3.64,-2.560000000,47.51,7.35,    0.0400
107,FeI,5539.82,4.29,-2.430000000,28.01,7.58,    0.1800
108,FeI,5543.15,3.7,-1.470000000,100.31,7.52,    0.1200
109,FeI,5543.94,4.22,-1.040000000,88.91,7.4,    0.0100
110,FeI,5546.51,4.37,-1.210000000,79.41,7.54,    0.1400
111,FeI,5549.95,3.7,-2.810000000,27.21,7.24,    0.1500
112,FeI,5552.69,4.96,-1.890000000,18.61,7.54,    0.1500
113,FeI,5559.64,4.99,-1.730000000,19.11,7.44,    0.0400
114,FeI,5560.21,4.43,-1.090000000,73.31,7.36,    0.0300
115,FeI,5584.76,3.57,-2.220000000,79.91,7.63,    0.2300
116,FeI,5587.57,4.14,-1.750000000,67.61,7.56,    0.1700
117,FeI,5618.63,4.21,-1.255000000,75.01,7.29,    0.1000
118,FeI,5633.95,4.99,-0.230000000,93.61,7.62,    0.2200
119,FeI,5635.82,4.26,-1.790000000,60.21,7.56,    0.1600
120,FeI,5636.7,3.64,-2.510000000,45.61,7.25,    0.1400
121,FeI,5638.26,4.22,-0.720000000,104.31,7.41,    0.0100
122,FeI,5649.99,5.1,-0.820000000,58.41,7.55,    0.1600
123,FeI,5651.47,4.47,-1.900000000,40.21,7.51,    0.1200
124,FeI,5652.32,4.26,-1.850000000,52.81,7.47,    0.0800
125,FeI,5653.86,4.39,-1.540000000,66.91,7.61,    0.2100
126,FeI,5655.18,5.06,-0.600000000,78.21,7.64,    0.2400
127,FeI,5655.49,4.26,-0.980000000,95.41,7.57,    0.1800
128,FeI,5661.34,4.28,-1.756000000,50.61,7.36,    0.0300
129,FeI,5679.02,4.65,-0.820000000,81.91,7.5,    0.1100
130,FeI,5680.24,4.19,-2.480000000,29.21,7.52,    0.1300
131,FeI,5686.53,4.55,-0.445000000,102.61,7.54,    0.1400
132,FeI,5691.5,4.3,-1.450000000,71.51,7.52,    0.1200
133,FeI,5696.09,4.55,-1.720000000,30.71,7.21,    0.1700
134,FeI,5698.02,3.64,-2.580000000,42.61,7.26,    0.1300
135,FeI,5705.46,4.3,-1.355000000,64.81,7.27,    0.1100
136,FeI,5712.13,3.42,-1.994000000,85.91,7.29,    0.0900
137,FeI,5717.83,4.28,-0.990000000,90.31,7.44,    0.0400
138,FeI,5731.76,4.26,-1.200000000,87.11,7.55,    0.1500
139,FeI,5732.3,4.99,-1.460000000,35.11,7.56,    0.1700
140,FeI,5741.85,4.26,-1.672000000,58.31,7.39,    0.0000
141,FeI,5742.96,4.18,-2.410000000,33.51,7.53,    0.1400
142,FeI,5753.12,4.26,-0.623000000,104.51,7.34,    0.0400
143,FeI,5754.4,3.64,-2.600000000,43.11,7.29,    0.1000
144,FeI,5760.34,3.64,-2.390000000,50.21,7.22,    0.1700
145,FeI,5837.7,4.29,-2.240000000,23.51,7.26,    0.1200
146,FeI,5838.37,3.94,-2.240000000,45.51,7.32,    0.0600
147,FeI,5849.68,3.7,-2.890000000,24.51,7.24,    0.1500
148,FeI,5852.22,4.55,-1.230000000,71.81,7.58,    0.1800
149,FeI,5853.15,1.48,-5.180000000,38.11,7.15,    0.2400
150,FeI,5855.08,4.61,-1.478000000,45.61,7.35,    0.0400
151,FeI,5856.09,4.29,-1.327000000,61.31,7.16,    0.2300
152,FeI,5858.78,4.22,-2.160000000,33.11,7.32,    0.0700
153,FeI,5873.21,4.26,-2.040000000,49.31,7.57,    0.1800
154,FeI,5879.49,4.61,-2.040000000,26.41,7.5,    0.1000
155,FeI,5880.03,4.56,-1.840000000,28.21,7.28,    0.1000
156,FeI,5881.28,4.61,-1.740000000,35.11,7.39,    0.0000
157,FeI,5883.82,3.96,-1.260000000,92.01,7.31,    0.0800
