,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4799.41,3.64,-2.130000000,42.01,6.88,    0.0100
1,FeI,4800.65,4.14,-1.028000000,71.91,7.06,    0.1600
2,FeI,4802.88,3.64,-1.514000000,73.31,6.99,    0.0900
3,FeI,4808.15,3.25,-2.690000000,36.21,6.87,    0.0200
4,FeI,4809.94,3.57,-2.620000000,20.31,6.8,    0.1000
5,FeI,4848.88,2.28,-3.137000000,68.31,6.86,    0.0300
6,FeI,4855.67,3.37,-1.700000000,79.91,7.01,    0.1100
7,FeI,4869.46,3.55,-2.420000000,30.41,6.81,    0.0800
8,FeI,4875.88,3.33,-1.900000000,70.21,6.89,    0.0000
9,FeI,4877.6,3.0,-3.050000000,38.51,6.97,    0.0700
10,FeI,4882.14,3.42,-1.480000000,84.51,6.9,    0.0000
11,FeI,4885.43,3.88,-0.970000000,81.51,6.92,    0.0100
12,FeI,4892.86,4.22,-1.290000000,53.31,6.93,    0.0300
13,FeII,4893.81,2.83,-4.267000000,19.51,6.82,    0.0000
14,FeI,4896.44,3.88,-1.890000000,37.21,6.81,    0.0800
15,FeI,4905.13,3.93,-1.730000000,39.51,6.75,    0.1400
16,FeI,4907.73,3.43,-1.700000000,75.51,6.92,    0.0200
17,FeI,4910.02,3.4,-1.310000000,95.91,7.05,    0.1500
18,FeI,4911.78,3.93,-1.790000000,52.11,7.07,    0.1700
19,FeI,4917.23,4.19,-1.080000000,69.81,7.05,    0.1500
20,FeI,4918.01,4.23,-1.260000000,53.81,6.92,    0.0200
21,FeI,4933.87,3.94,-1.560000000,59.41,7.02,    0.1200
22,FeI,4946.39,3.37,-1.110000000,108.11,6.99,    0.0900
23,FeI,4950.1,3.42,-1.490000000,88.21,6.99,    0.0900
24,FeI,4961.91,3.63,-2.190000000,34.71,6.77,    0.1200
25,FeI,4962.57,4.18,-1.182000000,54.71,6.8,    0.0900
26,FeI,4969.92,4.22,-0.710000000,77.91,6.89,    0.0000
27,FeI,4985.25,3.93,-0.447000000,99.51,6.81,    0.0800
28,FeI,4986.22,4.22,-1.290000000,51.81,6.89,    0.0000
29,FeII,4993.35,2.81,-3.684000000,47.11,6.92,    0.0900
30,FeI,4993.68,4.21,-1.370000000,54.71,7.02,    0.1200
31,FeI,4999.11,4.19,-1.640000000,33.21,6.82,    0.0700
32,FeI,5002.79,3.4,-1.460000000,90.41,6.98,    0.0800
33,FeI,5005.71,3.88,-0.120000000,117.41,6.91,    0.0100
34,FeI,5012.7,4.28,-1.690000000,33.51,6.98,    0.0800
35,FeI,5014.94,3.94,-0.183000000,117.21,6.9,    0.0000
36,FeI,5021.59,4.26,-0.918000000,68.51,6.95,    0.0500
37,FeI,5022.23,3.98,-0.370000000,105.01,6.9,    0.0000
38,FeI,5023.19,4.28,-1.500000000,40.11,6.93,    0.0300
39,FeI,5023.5,4.31,-1.670000000,35.11,7.03,    0.1300
40,FeI,5028.13,3.57,-1.036000000,94.91,6.97,    0.0700
41,FeI,5029.62,3.42,-1.950000000,64.41,6.9,    0.0000
42,FeI,5030.78,3.24,-2.830000000,30.21,6.85,    0.0400
43,FeI,5031.91,4.37,-1.570000000,26.01,6.78,    0.1100
44,FeI,5036.92,3.02,-3.010000000,38.01,6.94,    0.0400
45,FeI,5044.21,2.85,-2.038000000,88.51,6.88,    0.0200
46,FeI,5048.44,3.96,-1.005000000,78.81,6.92,    0.0200
47,FeI,5056.84,4.26,-1.860000000,31.11,7.07,    0.1700
48,FeI,5058.5,3.64,-2.830000000,10.81,6.74,    0.1600
49,FeI,5074.75,4.22,-0.230000000,103.71,6.97,    0.0700
50,FeI,5088.15,4.15,-1.680000000,34.61,6.84,    0.0500
51,FeI,5090.77,4.26,-0.440000000,86.31,6.84,    0.0500
52,FeI,5099.08,3.98,-1.370000000,60.91,6.89,    0.0000
53,FeII,5100.66,2.81,-4.197000000,22.61,6.82,    0.0000
