,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,112.61,7.46,    0.1200
1,FeI,4787.83,3.0,-2.604000000,72.51,7.35,    0.0000
2,FeI,4788.76,3.24,-1.763000000,92.71,7.36,    0.0100
3,FeI,4789.65,3.55,-0.957000000,107.01,7.28,    0.0600
4,FeI,4793.96,3.05,-3.430000000,23.41,7.19,    0.1500
5,FeI,4794.35,2.42,-3.950000000,43.91,7.43,    0.0900
6,FeI,4799.41,3.64,-2.130000000,65.11,7.48,    0.1300
7,FeI,4802.88,3.64,-1.514000000,87.21,7.4,    0.0600
8,FeI,4808.15,3.25,-2.690000000,54.91,7.36,    0.0100
9,FeI,4809.94,3.57,-2.620000000,37.21,7.29,    0.0500
10,FeI,4839.54,3.27,-1.822000000,93.61,7.46,    0.1100
11,FeI,4843.14,3.4,-1.650000000,104.21,7.51,    0.1600
12,FeI,4848.88,2.28,-3.137000000,85.61,7.38,    0.0400
13,FeI,4869.46,3.55,-2.420000000,48.01,7.28,    0.0600
14,FeI,4873.75,3.3,-2.960000000,31.71,7.2,    0.1400
15,FeI,4875.88,3.33,-1.900000000,86.21,7.32,    0.0200
16,FeI,4877.6,3.0,-3.050000000,55.01,7.41,    0.0600
17,FeI,4882.14,3.42,-1.480000000,104.81,7.37,    0.0200
18,FeI,4885.43,3.88,-0.970000000,91.01,7.2,    0.1400
19,FeI,4892.86,4.22,-1.290000000,77.51,7.51,    0.1600
20,FeII,4893.81,2.83,-4.267000000,28.21,7.38,    0.1800
21,FeI,4896.44,3.88,-1.890000000,64.91,7.48,    0.1300
22,FeI,4905.13,3.93,-1.730000000,63.21,7.32,    0.0200
23,FeI,4907.73,3.43,-1.700000000,91.31,7.33,    0.0100
24,FeI,4910.02,3.4,-1.310000000,110.91,7.43,    0.0900
25,FeI,4911.53,4.26,-1.840000000,47.31,7.46,    0.1200
26,FeI,4911.78,3.93,-1.790000000,69.41,7.52,    0.1700
27,FeI,4917.23,4.19,-1.080000000,82.51,7.38,    0.0300
28,FeI,4918.01,4.23,-1.260000000,69.51,7.32,    0.0200
29,FeI,4950.1,3.42,-1.490000000,104.11,7.36,    0.0100
30,FeI,4961.91,3.63,-2.190000000,53.01,7.24,    0.1000
31,FeI,4962.57,4.18,-1.182000000,69.41,7.18,    0.1600
32,FeI,4969.92,4.22,-0.710000000,98.21,7.35,    0.0000
33,FeI,4986.22,4.22,-1.290000000,68.41,7.31,    0.0300
34,FeI,4992.78,4.26,-2.350000000,15.31,7.22,    0.1200
35,FeII,4993.35,2.81,-3.684000000,45.91,7.22,    0.0300
36,FeI,4999.11,4.19,-1.640000000,50.31,7.26,    0.0800
37,FeI,5002.79,3.4,-1.460000000,105.31,7.32,    0.0200
38,FeI,5023.19,4.28,-1.500000000,57.51,7.36,    0.0100
