,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4788.76,3.24,-1.763000000,100.71,7.32,    0.1500
1,FeI,4793.96,3.05,-3.430000000,42.71,7.44,    0.0400
2,FeI,4794.35,2.42,-3.950000000,50.61,7.36,    0.1100
3,FeI,4798.27,4.19,-1.174000000,96.11,7.74,    0.2600
4,FeI,4799.41,3.64,-2.130000000,67.91,7.35,    0.1200
5,FeI,4802.88,3.64,-1.514000000,99.51,7.51,    0.0300
6,FeI,4808.15,3.25,-2.690000000,69.41,7.48,    0.0000
7,FeI,4809.94,3.57,-2.620000000,54.21,7.47,    0.0000
8,FeI,4839.54,3.27,-1.822000000,109.41,7.64,    0.1600
9,FeI,4848.88,2.28,-3.137000000,107.31,7.66,    0.1800
10,FeI,4869.46,3.55,-2.420000000,63.01,7.42,    0.0600
11,FeI,4875.88,3.33,-1.900000000,100.21,7.46,    0.0100
12,FeI,4877.6,3.0,-3.050000000,75.01,7.63,    0.1500
13,FeI,4885.43,3.88,-0.970000000,109.21,7.46,    0.0100
14,FeI,4892.86,4.22,-1.290000000,91.51,7.69,    0.2100
15,FeII,4893.81,2.83,-4.267000000,39.21,7.5,    0.2200
16,FeI,4896.44,3.88,-1.890000000,75.41,7.54,    0.0600
17,FeI,4905.13,3.93,-1.730000000,76.71,7.46,    0.0100
18,FeI,4907.73,3.43,-1.700000000,105.41,7.48,    0.0000
19,FeI,4911.53,4.26,-1.840000000,53.41,7.46,    0.0100
20,FeI,4911.78,3.93,-1.790000000,83.91,7.69,    0.2100
21,FeI,4917.23,4.19,-1.080000000,101.41,7.67,    0.1900
22,FeI,4918.01,4.23,-1.260000000,85.01,7.52,    0.0400
23,FeI,4950.1,3.42,-1.490000000,114.41,7.44,    0.0300
24,FeI,4961.91,3.63,-2.190000000,69.31,7.41,    0.0600
25,FeI,4962.57,4.18,-1.182000000,84.21,7.37,    0.1000
26,FeI,4969.92,4.22,-0.710000000,112.11,7.54,    0.0600
27,FeI,4986.22,4.22,-1.290000000,85.61,7.55,    0.0700
28,FeI,4999.11,4.19,-1.640000000,70.81,7.55,    0.0700
29,FeI,5012.7,4.28,-1.690000000,62.71,7.52,    0.0400
30,FeI,5023.19,4.28,-1.500000000,81.91,7.74,    0.2600
31,FeI,5023.5,4.31,-1.670000000,68.11,7.65,    0.1700
32,FeI,5030.78,3.24,-2.830000000,64.21,7.46,    0.0100
33,FeI,5031.91,4.37,-1.570000000,58.11,7.41,    0.0600
34,FeI,5036.92,3.02,-3.010000000,76.61,7.64,    0.1600
35,FeI,5048.44,3.96,-1.005000000,112.41,7.56,    0.0800
36,FeI,5054.64,3.64,-1.921000000,73.31,7.22,    0.2500
37,FeI,5058.5,3.64,-2.830000000,31.21,7.29,    0.1900
38,FeI,5088.15,4.15,-1.680000000,74.81,7.62,    0.1300
39,FeI,5090.77,4.26,-0.440000000,116.91,7.39,    0.0800
40,FeII,5100.66,2.81,-4.197000000,31.91,7.23,    0.0400
41,FeI,5115.78,3.57,-2.640000000,61.01,7.6,    0.1200
42,FeII,5132.66,2.81,-4.094000000,27.81,7.02,    0.2500
43,FeI,5143.72,2.2,-3.690000000,87.61,7.54,    0.0600
44,FeI,5145.09,2.2,-2.876000000,116.31,7.42,    0.0500
45,FeI,5159.06,4.28,-0.820000000,94.11,7.32,    0.1500
46,FeI,5217.92,3.64,-1.719000000,87.01,7.32,    0.1500
47,FeII,5234.62,3.22,-2.180000000,105.91,7.46,    0.1800
48,FeI,5236.2,4.19,-1.497000000,71.61,7.4,    0.0700
49,FeI,5243.78,4.26,-1.050000000,86.01,7.33,    0.1400
50,FeI,5253.02,2.28,-3.840000000,62.21,7.24,    0.2300
51,FeI,5253.46,3.28,-1.579000000,117.01,7.35,    0.1200
52,FeII,5256.93,2.89,-4.182000000,24.91,7.12,    0.1400
53,FeII,5264.8,3.23,-3.130000000,51.61,7.12,    0.1500
54,FeI,5267.27,4.37,-1.596000000,53.21,7.32,    0.1500
55,FeII,5284.1,2.89,-3.195000000,80.61,7.48,    0.2100
56,FeI,5285.13,4.43,-1.660000000,55.41,7.5,    0.0200
57,FeI,5288.52,3.7,-1.493000000,106.21,7.6,    0.1200
58,FeI,5293.96,4.14,-1.770000000,67.51,7.53,    0.0500
59,FeI,5294.55,3.64,-2.760000000,47.01,7.51,    0.0300
60,FeI,5295.31,4.42,-1.590000000,59.41,7.49,    0.0100
61,FeI,5315.07,4.37,-1.650000000,69.51,7.7,    0.2200
62,FeI,5320.04,3.64,-2.440000000,58.41,7.41,    0.0600
63,FeI,5322.04,2.28,-2.802000000,116.61,7.4,    0.0700
64,FeII,5325.55,3.22,-3.160000000,59.71,7.33,    0.0500
65,FeI,5326.14,3.57,-2.071000000,91.71,7.69,    0.2000
66,FeI,5329.99,4.08,-1.196000000,102.81,7.69,    0.2100
67,FeI,5373.71,4.47,-0.710000000,93.01,7.37,    0.1000
68,FeI,5376.83,4.29,-2.210000000,44.01,7.67,    0.1900
69,FeI,5379.57,3.7,-1.514000000,105.01,7.57,    0.0900
70,FeI,5389.48,4.42,-0.410000000,104.71,7.24,    0.2300
71,FeI,5395.22,4.45,-2.070000000,43.91,7.7,    0.2200
72,FeI,5398.28,4.45,-0.630000000,94.21,7.28,    0.1900
73,FeI,5403.82,4.08,-1.034000000,109.51,7.68,    0.2000
74,FeI,5406.78,4.37,-1.620000000,63.11,7.54,    0.0500
75,FeI,5412.78,4.43,-1.716000000,38.91,7.23,    0.2400
76,FeI,5417.03,4.42,-1.580000000,56.81,7.42,    0.0500
77,FeII,5425.25,3.2,-3.220000000,48.21,7.1,    0.1700
78,FeI,5432.95,4.45,-0.940000000,95.91,7.62,    0.1300
79,FeI,5436.3,4.39,-1.440000000,67.91,7.47,    0.0000
80,FeI,5441.34,4.31,-1.630000000,64.91,7.51,    0.0300
81,FeI,5461.55,4.45,-1.800000000,50.61,7.56,    0.0800
82,FeI,5466.4,4.37,-0.630000000,108.01,7.48,    0.0000
83,FeI,5466.99,3.57,-2.233000000,77.71,7.51,    0.0300
84,FeI,5470.09,4.45,-1.710000000,60.91,7.66,    0.1800
85,FeI,5472.71,4.21,-1.495000000,87.11,7.72,    0.2400
86,FeI,5473.16,4.19,-2.040000000,49.91,7.48,    0.0000
87,FeI,5473.9,4.15,-0.720000000,113.41,7.44,    0.0400
88,FeI,5483.1,4.15,-1.392000000,75.51,7.3,    0.1700
89,FeI,5487.14,4.42,-1.430000000,76.01,7.66,    0.1700
90,FeI,5491.83,4.19,-2.188000000,39.21,7.42,    0.0500
91,FeI,5493.5,4.1,-1.480000000,74.31,7.3,    0.1700
92,FeI,5494.46,4.08,-1.990000000,60.11,7.5,    0.0200
93,FeI,5522.45,4.21,-1.450000000,73.51,7.38,    0.0900
94,FeII,5525.12,3.27,-3.970000000,21.41,7.23,    0.0400
95,FeI,5525.54,4.23,-1.084000000,92.21,7.44,    0.0300
96,FeII,5534.84,3.24,-2.865000000,68.71,7.28,    0.0000
97,FeI,5538.52,4.22,-1.540000000,70.81,7.43,    0.0400
98,FeI,5539.28,3.64,-2.560000000,49.21,7.34,    0.1400
99,FeI,5539.82,4.29,-2.430000000,25.41,7.49,    0.0100
100,FeI,5543.15,3.7,-1.470000000,110.01,7.6,    0.1200
101,FeI,5543.94,4.22,-1.040000000,91.51,7.36,    0.1100
102,FeI,5546.51,4.37,-1.210000000,85.11,7.57,    0.0900
103,FeI,5549.95,3.7,-2.810000000,36.71,7.41,    0.0600
104,FeI,5552.69,4.96,-1.890000000,20.51,7.58,    0.1000
105,FeI,5560.21,4.43,-1.090000000,77.01,7.35,    0.1200
106,FeI,5584.76,3.57,-2.220000000,88.71,7.72,    0.2400
107,FeI,5587.57,4.14,-1.750000000,70.61,7.55,    0.0700
108,FeI,5618.63,4.21,-1.255000000,85.01,7.42,    0.0500
109,FeI,5619.6,4.39,-1.600000000,73.41,7.73,    0.2500
110,FeI,5633.95,4.99,-0.230000000,91.01,7.46,    0.0100
111,FeI,5635.82,4.26,-1.790000000,62.11,7.53,    0.0500
112,FeI,5636.7,3.64,-2.510000000,50.71,7.31,    0.1700
113,FeI,5638.26,4.22,-0.720000000,111.81,7.45,    0.0200
114,FeI,5641.43,4.26,-1.080000000,105.91,7.74,    0.2500
115,FeI,5649.99,5.1,-0.820000000,52.71,7.38,    0.0900
116,FeI,5650.7,5.09,-0.860000000,64.31,7.64,    0.1600
117,FeI,5651.47,4.47,-1.900000000,40.71,7.49,    0.0100
118,FeI,5652.32,4.26,-1.850000000,49.71,7.36,    0.1100
119,FeI,5653.86,4.39,-1.540000000,65.81,7.51,    0.0300
120,FeI,5655.18,5.06,-0.600000000,76.61,7.55,    0.0600
121,FeI,5655.49,4.26,-0.980000000,97.51,7.5,    0.0200
122,FeI,5661.34,4.28,-1.756000000,58.21,7.46,    0.0200
123,FeI,5679.02,4.65,-0.820000000,84.91,7.48,    0.0000
124,FeI,5680.24,4.19,-2.480000000,36.51,7.65,    0.1700
125,FeI,5686.53,4.55,-0.445000000,115.01,7.68,    0.2000
126,FeI,5691.5,4.3,-1.450000000,78.81,7.59,    0.1100
127,FeI,5698.02,3.64,-2.580000000,52.01,7.4,    0.0800
128,FeI,5705.46,4.3,-1.355000000,69.11,7.29,    0.1800
129,FeI,5712.13,3.42,-1.994000000,99.31,7.47,    0.0000
