,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4786.81,3.02,-1.606000000,108.31,7.41,    0.0800
1,FeI,4787.83,3.0,-2.604000000,86.61,7.7,    0.2000
2,FeI,4788.76,3.24,-1.763000000,97.31,7.53,    0.0300
3,FeI,4793.96,3.05,-3.430000000,36.21,7.51,    0.0100
4,FeI,4794.35,2.42,-3.950000000,52.11,7.63,    0.1300
5,FeI,4799.41,3.64,-2.130000000,70.81,7.66,    0.1600
6,FeI,4802.88,3.64,-1.514000000,88.21,7.48,    0.0100
7,FeI,4808.15,3.25,-2.690000000,60.51,7.52,    0.0200
8,FeI,4809.94,3.57,-2.620000000,45.81,7.5,    0.0000
9,FeI,4839.54,3.27,-1.822000000,94.91,7.55,    0.0500
10,FeI,4843.14,3.4,-1.650000000,112.21,7.66,    0.1600
11,FeI,4848.88,2.28,-3.137000000,87.61,7.48,    0.0100
12,FeI,4855.67,3.37,-1.700000000,106.01,7.73,    0.2300
13,FeI,4869.46,3.55,-2.420000000,53.41,7.43,    0.0600
14,FeI,4873.75,3.3,-2.960000000,35.01,7.3,    0.2000
15,FeI,4875.88,3.33,-1.900000000,89.51,7.42,    0.0700
16,FeI,4877.6,3.0,-3.050000000,58.71,7.51,    0.0200
17,FeI,4882.14,3.42,-1.480000000,114.01,7.53,    0.0300
18,FeI,4885.43,3.88,-0.970000000,97.51,7.39,    0.1000
19,FeI,4892.86,4.22,-1.290000000,78.41,7.56,    0.0600
20,FeII,4893.81,2.83,-4.267000000,32.81,7.69,    0.3100
21,FeI,4905.13,3.93,-1.730000000,69.91,7.5,    0.0000
22,FeI,4907.73,3.43,-1.700000000,94.51,7.42,    0.0700
23,FeI,4910.02,3.4,-1.310000000,117.81,7.59,    0.0900
24,FeI,4911.53,4.26,-1.840000000,54.71,7.65,    0.1500
25,FeI,4911.78,3.93,-1.790000000,75.61,7.7,    0.2000
26,FeI,4917.23,4.19,-1.080000000,87.81,7.51,    0.0100
27,FeI,4918.01,4.23,-1.260000000,74.71,7.46,    0.0300
28,FeI,4950.1,3.42,-1.490000000,109.81,7.47,    0.0200
29,FeI,4961.91,3.63,-2.190000000,58.91,7.41,    0.0800
30,FeI,4962.57,4.18,-1.182000000,80.51,7.45,    0.0400
31,FeI,4969.92,4.22,-0.710000000,105.61,7.49,    0.0000
32,FeI,4986.22,4.22,-1.290000000,73.21,7.44,    0.0500
33,FeII,4993.35,2.81,-3.684000000,41.31,7.31,    0.0600
34,FeI,4999.11,4.19,-1.640000000,54.81,7.4,    0.0900
35,FeI,5002.79,3.4,-1.460000000,109.61,7.41,    0.0800
36,FeI,5012.7,4.28,-1.690000000,60.21,7.64,    0.1400
37,FeI,5023.19,4.28,-1.500000000,64.71,7.54,    0.0400
38,FeI,5029.62,3.42,-1.950000000,86.51,7.59,    0.0900
39,FeI,5030.78,3.24,-2.830000000,53.31,7.46,    0.0300
40,FeI,5031.91,4.37,-1.570000000,55.71,7.52,    0.0200
41,FeI,5036.92,3.02,-3.010000000,60.51,7.54,    0.0400
42,FeI,5044.21,2.85,-2.038000000,112.91,7.45,    0.0400
43,FeI,5048.44,3.96,-1.005000000,99.91,7.44,    0.0500
44,FeI,5054.64,3.64,-1.921000000,68.81,7.36,    0.1300
45,FeI,5058.5,3.64,-2.830000000,31.71,7.47,    0.0200
46,FeI,5067.15,4.22,-0.970000000,99.31,7.64,    0.1400
47,FeI,5088.15,4.15,-1.680000000,56.81,7.41,    0.0800
48,FeI,5090.77,4.26,-0.440000000,111.21,7.34,    0.1500
49,FeII,5100.66,2.81,-4.197000000,30.41,7.54,    0.1600
50,FeI,5109.65,4.3,-0.980000000,96.21,7.66,    0.1600
51,FeI,5115.78,3.57,-2.640000000,48.41,7.55,    0.0500
52,FeII,5132.66,2.81,-4.094000000,23.81,7.25,    0.1200
53,FeII,5136.8,2.84,-4.356000000,13.71,7.2,    0.1700
54,FeI,5143.72,2.2,-3.690000000,71.91,7.5,    0.0000
55,FeI,5145.09,2.2,-2.876000000,105.41,7.47,    0.0200
56,FeI,5187.91,4.14,-1.371000000,80.81,7.68,    0.1800
57,FeI,5197.94,4.3,-1.540000000,50.31,7.3,    0.1900
58,FeI,5217.92,3.64,-1.719000000,77.41,7.36,    0.1300
59,FeI,5228.38,4.22,-1.190000000,90.01,7.68,    0.1800
60,FeII,5234.62,3.22,-2.180000000,83.71,7.31,    0.0700
61,FeI,5236.2,4.19,-1.497000000,61.81,7.4,    0.0900
62,FeI,5242.49,3.63,-0.967000000,109.01,7.3,    0.1900
63,FeI,5243.78,4.26,-1.050000000,83.61,7.45,    0.0400
64,FeI,5253.02,2.28,-3.840000000,58.11,7.42,    0.0700
65,FeII,5256.93,2.89,-4.182000000,20.31,7.32,    0.0500
66,FeII,5264.8,3.23,-3.130000000,41.91,7.24,    0.1400
67,FeI,5267.27,4.37,-1.596000000,55.31,7.53,    0.0300
68,FeII,5284.1,2.89,-3.195000000,70.81,7.65,    0.2600
69,FeI,5285.13,4.43,-1.660000000,50.41,7.56,    0.0600
70,FeI,5288.52,3.7,-1.493000000,89.81,7.46,    0.0300
71,FeI,5293.96,4.14,-1.770000000,56.21,7.49,    0.0000
72,FeI,5294.55,3.64,-2.760000000,40.91,7.58,    0.0800
