,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4787.83,3.0,-2.604000000,84.71,7.51,    0.1900
1,FeI,4793.96,3.05,-3.430000000,24.31,7.13,    0.1700
2,FeI,4794.35,2.42,-3.950000000,39.31,7.24,    0.0600
3,FeI,4799.41,3.64,-2.130000000,70.11,7.46,    0.1500
4,FeI,4802.88,3.64,-1.514000000,90.01,7.33,    0.0200
5,FeI,4808.15,3.25,-2.690000000,57.91,7.31,    0.0000
6,FeI,4809.94,3.57,-2.620000000,40.01,7.26,    0.0500
7,FeI,4848.88,2.28,-3.137000000,90.61,7.34,    0.0200
8,FeI,4869.46,3.55,-2.420000000,52.21,7.26,    0.0500
9,FeI,4875.88,3.33,-1.900000000,94.01,7.39,    0.0800
10,FeI,4877.6,3.0,-3.050000000,58.71,7.37,    0.0600
11,FeI,4882.14,3.42,-1.480000000,105.11,7.31,    0.0000
12,FeI,4885.43,3.88,-0.970000000,98.21,7.25,    0.0600
13,FeI,4892.86,4.22,-1.290000000,77.61,7.43,    0.1100
14,FeII,4893.81,2.83,-4.267000000,39.11,7.38,    0.1900
15,FeI,4896.44,3.88,-1.890000000,68.11,7.44,    0.1300
16,FeI,4905.13,3.93,-1.730000000,64.81,7.26,    0.0500
17,FeI,4907.73,3.43,-1.700000000,96.41,7.35,    0.0300
18,FeI,4910.02,3.4,-1.310000000,117.01,7.47,    0.1600
19,FeI,4911.53,4.26,-1.840000000,50.51,7.45,    0.1400
20,FeI,4911.78,3.93,-1.790000000,73.21,7.5,    0.1900
21,FeI,4918.01,4.23,-1.260000000,76.11,7.38,    0.0600
22,FeI,4950.1,3.42,-1.490000000,110.01,7.42,    0.1000
23,FeI,4961.91,3.63,-2.190000000,60.21,7.28,    0.0200
24,FeI,4962.57,4.18,-1.182000000,76.01,7.23,    0.0700
25,FeI,4969.92,4.22,-0.710000000,101.41,7.36,    0.0500
26,FeI,4986.22,4.22,-1.290000000,72.91,7.32,    0.0000
27,FeI,4992.78,4.26,-2.350000000,14.81,7.14,    0.1600
28,FeII,4993.35,2.81,-3.684000000,53.61,7.11,    0.0800
29,FeI,4999.11,4.19,-1.640000000,53.11,7.23,    0.0800
30,FeII,5000.73,2.78,-4.578000000,18.41,7.1,    0.0900
31,FeI,5002.79,3.4,-1.460000000,111.71,7.39,    0.0700
32,FeI,5012.7,4.28,-1.690000000,60.01,7.51,    0.2000
33,FeI,5023.19,4.28,-1.500000000,60.61,7.34,    0.0200
34,FeI,5023.5,4.31,-1.670000000,56.01,7.45,    0.1300
35,FeI,5028.13,3.57,-1.036000000,118.81,7.47,    0.1500
36,FeI,5029.62,3.42,-1.950000000,85.11,7.34,    0.0200
37,FeI,5030.78,3.24,-2.830000000,52.41,7.3,    0.0000
38,FeI,5031.91,4.37,-1.570000000,46.11,7.22,    0.0900
39,FeI,5036.92,3.02,-3.010000000,54.91,7.27,    0.0400
40,FeI,5044.21,2.85,-2.038000000,114.01,7.38,    0.0700
