,element,obs_wavelength,obs_ep,loggf,obs_ew,abund,abund_err
0,FeI,4794.35,2.42,-3.950000000,31.81,6.79,    0.0700
1,FeI,4799.41,3.64,-2.130000000,51.71,6.86,    0.1400
2,FeI,4808.15,3.25,-2.690000000,40.61,6.73,    0.0100
3,FeI,4809.94,3.57,-2.620000000,19.61,6.57,    0.1400
4,FeI,4844.01,3.55,-2.050000000,60.61,6.85,    0.1300
5,FeI,4848.88,2.28,-3.137000000,72.71,6.63,    0.0800
6,FeI,4869.46,3.55,-2.420000000,33.21,6.65,    0.0600
7,FeI,4875.88,3.33,-1.900000000,80.61,6.88,    0.1600
8,FeI,4877.6,3.0,-3.050000000,40.81,6.77,    0.0500
9,FeI,4882.14,3.42,-1.480000000,88.51,6.75,    0.0300
10,FeI,4885.43,3.88,-0.970000000,81.81,6.68,    0.0300
11,FeI,4892.86,4.22,-1.290000000,53.81,6.75,    0.0300
12,FeII,4893.81,2.83,-4.267000000,17.11,6.62,    0.0100
13,FeI,4896.44,3.88,-1.890000000,39.31,6.66,    0.0500
14,FeI,4907.73,3.43,-1.700000000,78.71,6.75,    0.0300
15,FeI,4910.02,3.4,-1.310000000,99.41,6.87,    0.1500
16,FeI,4911.78,3.93,-1.790000000,52.91,6.88,    0.1600
17,FeI,4917.23,4.19,-1.080000000,68.61,6.83,    0.1100
18,FeI,4918.01,4.23,-1.260000000,52.41,6.71,    0.0000
19,FeI,4933.87,3.94,-1.560000000,55.41,6.72,    0.0100
20,FeI,4946.39,3.37,-1.110000000,114.41,6.9,    0.1800
21,FeI,4950.1,3.42,-1.490000000,92.91,6.85,    0.1300
22,FeI,4961.91,3.63,-2.190000000,43.71,6.74,    0.0200
23,FeI,4962.57,4.18,-1.182000000,58.41,6.69,    0.0200
24,FeI,4969.92,4.22,-0.710000000,81.51,6.78,    0.0600
25,FeI,4985.25,3.93,-0.447000000,98.91,6.59,    0.1200
26,FeI,4985.55,2.86,-1.331000000,119.61,6.62,    0.0900
27,FeI,4986.22,4.22,-1.290000000,52.11,6.71,    0.0000
28,FeII,4993.35,2.81,-3.684000000,41.01,6.66,    0.0500
29,FeI,4999.11,4.19,-1.640000000,30.11,6.57,    0.1400
30,FeI,5002.79,3.4,-1.460000000,91.11,6.74,    0.0300
31,FeI,5005.71,3.88,-0.120000000,115.81,6.66,    0.0500
32,FeI,5012.7,4.28,-1.690000000,36.71,6.88,    0.1600
33,FeI,5014.94,3.94,-0.183000000,112.91,6.65,    0.0600
34,FeI,5021.59,4.26,-0.918000000,69.51,6.77,    0.0500
35,FeI,5022.23,3.98,-0.370000000,105.51,6.72,    0.0000
36,FeI,5023.19,4.28,-1.500000000,38.71,6.72,    0.0000
37,FeI,5028.13,3.57,-1.036000000,96.91,6.74,    0.0200
38,FeI,5029.62,3.42,-1.950000000,68.81,6.75,    0.0300
39,FeI,5030.78,3.24,-2.830000000,31.51,6.64,    0.0700
40,FeI,5031.91,4.37,-1.570000000,25.31,6.6,    0.1100
41,FeI,5036.92,3.02,-3.010000000,40.91,6.74,    0.0200
42,FeI,5044.21,2.85,-2.038000000,99.31,6.84,    0.1200
43,FeI,5048.44,3.96,-1.005000000,75.51,6.62,    0.0900
44,FeI,5054.64,3.64,-1.921000000,49.31,6.58,    0.1300
45,FeI,5058.5,3.64,-2.830000000,16.91,6.76,    0.0400
46,FeI,5067.15,4.22,-0.970000000,75.81,6.9,    0.1800
47,FeI,5074.75,4.22,-0.230000000,108.81,6.9,    0.1800
48,FeI,5088.15,4.15,-1.680000000,34.31,6.66,    0.0500
49,FeI,5090.77,4.26,-0.440000000,86.31,6.65,    0.0600
50,FeI,5099.08,3.98,-1.370000000,67.61,6.83,    0.1100
51,FeII,5100.66,2.81,-4.197000000,21.21,6.66,    0.0500
52,FeI,5115.78,3.57,-2.640000000,26.81,6.75,    0.0300
53,FeI,5141.74,2.42,-1.978000000,113.81,6.61,    0.1000
54,FeI,5143.72,2.2,-3.690000000,56.01,6.68,    0.0300
55,FeI,5145.09,2.2,-2.876000000,91.91,6.67,    0.0400
56,FeI,5159.06,4.28,-0.820000000,68.31,6.65,    0.0600
57,FeI,5162.27,4.18, 0.020000000,117.61,6.78,    0.0600
58,FeI,5180.06,4.47,-1.160000000,53.91,6.91,    0.1900
59,FeI,5187.91,4.14,-1.371000000,57.21,6.8,    0.0800
60,FeII,5197.57,3.23,-2.220000000,76.11,6.54,    0.0600
61,FeI,5197.94,4.3,-1.540000000,28.31,6.56,    0.1600
62,FeI,5217.39,3.21,-1.074000000,113.11,6.57,    0.1400
63,FeII,5234.62,3.22,-2.180000000,80.51,6.6,    0.0000
64,FeI,5242.49,3.63,-0.967000000,96.31,6.67,    0.0400
65,FeI,5243.78,4.26,-1.050000000,64.41,6.75,    0.0300
66,FeI,5253.02,2.28,-3.840000000,41.11,6.64,    0.0700
67,FeII,5256.93,2.89,-4.182000000,15.21,6.54,    0.0600
68,FeI,5263.86,3.57,-2.135000000,58.21,6.88,    0.1600
69,FeII,5264.8,3.23,-3.130000000,38.41,6.54,    0.0600
70,FeI,5273.16,3.29,-1.008000000,117.31,6.67,    0.0400
71,FeII,5284.1,2.89,-3.195000000,58.01,6.67,    0.0600
72,FeI,5285.13,4.43,-1.660000000,26.71,6.79,    0.0700
73,FeI,5288.52,3.7,-1.493000000,73.31,6.71,    0.0000
74,FeI,5293.96,4.14,-1.770000000,34.21,6.72,    0.0000
75,FeI,5294.55,3.64,-2.760000000,20.31,6.78,    0.0600
76,FeI,5295.31,4.42,-1.590000000,32.11,6.82,    0.1000
77,FeI,5298.78,3.64,-2.016000000,53.71,6.75,    0.0300
78,FeI,5315.07,4.37,-1.650000000,31.81,6.82,    0.1000
79,FeI,5320.04,3.64,-2.440000000,25.91,6.6,    0.1100
80,FeI,5322.04,2.28,-2.802000000,93.21,6.69,    0.0200
81,FeII,5325.55,3.22,-3.160000000,38.81,6.57,    0.0300
82,FeI,5326.14,3.57,-2.071000000,49.21,6.63,    0.0800
83,FeI,5329.99,4.08,-1.196000000,63.11,6.66,    0.0500
