,obs_wavelength,element,obs_ep,obs_ew,abund
0,4802.88,FeI,3.64,14.116,6.36
1,4875.88,FeI,3.33,11.539,6.34
2,4907.73,FeI,3.43,13.578,6.31
3,4924.77,FeI,2.28,42.2,6.47
4,4946.39,FeI,3.37,42.537,6.36
5,4950.11,FeI,3.42,19.301,6.27
6,4962.57,FeI,4.18,12.419,6.45
7,4969.92,FeI,4.22,25.422,6.4
8,5044.21,FeI,2.85,23.12,6.39
9,5141.74,FeI,2.42,34.457,6.18
10,5197.94,FeI,4.3,5.874,6.56
11,5198.71,FeI,2.22,47.908,6.43
12,5225.53,FeI,0.11,23.423,6.52
13,5242.49,FeI,3.63,37.804,6.4
14,5243.78,FeI,4.26,15.039,6.48
15,5250.21,FeI,0.12,17.938,6.52
16,5365.4,FeI,3.57,30.182,6.22
17,5373.71,FeI,4.47,17.196,6.4
18,5379.57,FeI,3.69,14.799,6.41
19,5389.48,FeI,4.42,31.009,6.39
20,5441.34,FeI,4.31,4.704,6.55
21,5466.4,FeI,4.37,26.666,6.48
22,5473.9,FeI,4.15,27.327,6.38
23,5522.45,FeI,4.21,7.601,6.49
24,5543.94,FeI,4.22,15.832,6.45
25,5546.51,FeI,4.37,9.917,6.53
26,5560.21,FeI,4.43,10.62,6.5
27,5576.09,FeI,3.43,57.043,6.43
28,5618.63,FeI,4.21,9.815,6.41
29,5633.95,FeI,4.99,16.007,6.36
30,5638.26,FeI,4.22,23.393,6.34
31,5652.32,FeI,4.26,2.894,6.49
32,5662.52,FeI,4.18,38.709,6.36
33,5679.02,FeI,4.65,12.114,6.49
34,5701.54,FeI,2.56,29.637,6.4
35,5705.46,FeI,4.3,7.551,6.47
36,5956.69,FeI,0.86,9.736,6.55
37,6136.99,FeI,2.2,15.44,6.41
38,6151.62,FeI,2.18,8.931,6.46
39,6173.33,FeI,2.22,18.685,6.47
40,6200.31,FeI,2.61,19.777,6.42
41,6219.28,FeI,2.2,39.258,6.48
42,6265.13,FeI,2.18,33.381,6.45
43,6297.79,FeI,2.22,26.018,6.52
44,6322.69,FeI,2.59,22.171,6.46
45,6335.33,FeI,2.2,48.117,6.39
46,6430.85,FeI,2.18,63.57,6.51
47,6481.87,FeI,2.28,14.924,6.49
48,6593.87,FeI,2.43,28.395,6.44
49,6609.11,FeI,2.56,15.422,6.48
50,5653.87,FeI,4.39,4.518,6.5
51,5883.82,FeI,3.96,16.158,6.42
52,5905.67,FeI,4.65,12.913,6.38
53,5930.18,FeI,4.65,31.869,6.43
54,6003.01,FeI,3.88,25.542,6.44
55,6079.01,FeI,4.65,8.212,6.49
56,6096.66,FeI,3.98,5.543,6.49
57,6165.36,FeI,4.14,8.413,6.48
58,6187.99,FeI,3.94,9.642,6.5
59,6496.47,FeI,4.8,19.369,6.56
60,6597.56,FeI,4.8,7.705,6.53
61,6246.32,FeI,3.6,52.491,6.35
62,6270.22,FeI,2.86,9.24,6.29
63,6336.82,FeI,3.69,44.168,6.36
64,6301.5,FeI,3.65,53.4,6.36
65,5060.08,FeI,0.0,4.006,6.16
66,5445.04,FeI,4.39,55.52,6.43
67,4993.36,FeII,2.81,11.459,6.43
68,5264.81,FeII,3.23,16.936,6.47
69,5316.78,FeII,3.22,28.934,6.39
70,5414.07,FeII,3.22,6.902,6.45
71,5425.26,FeII,3.2,14.013,6.42
72,5534.85,FeII,3.25,25.872,6.46
73,6456.38,FeII,3.9,29.988,6.47
74,6432.68,FeII,2.89,12.784,6.39
