,obs_wavelength,element,obs_ep,obs_ew,abund
0,4788.76,FeI,3.24,15.9,5.669
1,4802.88,FeI,3.64,8.9,5.564
2,4875.88,FeI,3.33,9.0,5.635
3,4907.73,FeI,3.43,7.7,5.585
4,4924.77,FeI,2.28,41.7,5.662
5,4946.39,FeI,3.37,31.7,5.602
6,4950.11,FeI,3.42,14.1,5.695
7,4969.92,FeI,4.22,12.1,5.518
8,5044.21,FeI,2.85,17.4,5.552
9,5131.47,FeI,2.22,29.5,5.64
10,5198.71,FeI,2.22,48.2,5.621
11,5217.39,FeI,3.21,39.9,5.507
12,5242.49,FeI,3.63,24.8,5.526
13,5243.78,FeI,4.26,6.0,5.551
14,5253.46,FeI,3.28,16.1,5.504
15,5322.04,FeI,2.28,12.1,5.486
16,5373.71,FeI,4.47,6.3,5.51
17,5379.57,FeI,3.69,7.9,5.535
18,5389.48,FeI,4.42,15.0,5.521
19,5398.28,FeI,4.45,9.5,5.545
20,5466.4,FeI,4.37,12.6,5.602
21,5473.9,FeI,4.15,12.5,5.525
22,5543.94,FeI,4.22,7.0,5.56
23,5576.09,FeI,3.43,38.9,5.507
24,5638.26,FeI,4.22,11.3,5.519
25,5662.52,FeI,4.18,19.1,5.548
26,5701.54,FeI,2.56,25.4,5.564
27,5731.76,FeI,4.26,5.7,5.658
28,5956.69,FeI,0.86,14.7,5.765
29,6136.99,FeI,2.2,16.6,5.662
30,6151.62,FeI,2.18,8.4,5.643
31,6173.33,FeI,2.22,21.7,5.763
32,6200.31,FeI,2.61,17.1,5.613
33,6219.28,FeI,2.2,41.7,5.708
34,6265.13,FeI,2.18,36.3,5.697
35,6297.79,FeI,2.22,26.1,5.721
36,6322.69,FeI,2.59,20.9,5.689
37,6335.33,FeI,2.2,49.9,5.597
38,6481.87,FeI,2.28,13.2,5.648
39,6593.87,FeI,2.43,28.3,5.672
40,6609.11,FeI,2.56,12.5,5.635
41,5883.82,FeI,3.96,9.8,5.648
42,5930.18,FeI,4.65,16.0,5.61
43,6003.01,FeI,3.88,16.7,5.688
44,5215.18,FeI,3.27,45.0,5.432
45,6246.32,FeI,3.6,37.1,5.511
46,6270.22,FeI,2.86,7.6,5.518
47,6336.82,FeI,3.69,26.8,5.462
48,6301.5,FeI,3.65,47.7,5.698
49,5060.08,FeI,0.0,17.7,5.791
50,5415.2,FeI,4.39,51.1,5.24
51,4993.36,FeII,2.81,9.5,5.594
52,5264.81,FeII,3.23,12.8,5.632
53,6456.38,FeII,3.9,27.0,5.786
54,6432.68,FeII,2.89,14.8,5.727
