,obs_wavelength,element,obs_ep,obs_ew,abund
0,4788.76,FeI,3.24,23.51,6.548
1,4802.88,FeI,3.64,15.61,
2,4875.88,FeI,3.33,10.61,
3,4907.73,FeI,3.43,12.21,
4,4924.77,FeI,2.28,44.71,6.562
5,4946.39,FeI,3.37,41.31,6.433
6,4950.11,FeI,3.42,20.81,6.527
7,4962.57,FeI,4.18,12.01,
8,4969.92,FeI,4.22,27.11,6.462
9,5044.21,FeI,2.85,22.61,6.414
10,5131.47,FeI,2.22,32.61,6.542
11,5198.71,FeI,2.22,46.11,6.442
12,5217.39,FeI,3.21,51.61,6.401
13,5225.53,FeI,0.11,23.31,6.579
14,5242.49,FeI,3.63,36.81,6.408
15,5243.78,FeI,4.26,13.11,
16,5250.21,FeI,0.12,14.61,
17,5253.46,FeI,3.28,22.91,6.349
18,5322.04,FeI,2.28,13.11,
19,5373.71,FeI,4.47,15.11,
20,5379.57,FeI,3.69,12.71,
21,5389.48,FeI,4.42,29.11,6.37
22,5398.28,FeI,4.45,21.51,6.439
23,5466.4,FeI,4.37,25.71,6.478
24,5473.9,FeI,4.15,25.71,6.441
25,5543.94,FeI,4.22,13.81,
26,5576.09,FeI,3.43,50.91,6.369
27,5633.95,FeI,4.99,16.41,
28,5638.26,FeI,4.22,23.21,6.416
29,5662.52,FeI,4.18,34.91,6.444
30,5679.02,FeI,4.65,11.81,
31,5701.54,FeI,2.56,28.21,6.414
32,5731.76,FeI,4.26,11.71,
33,6136.99,FeI,2.2,15.91,
34,6173.33,FeI,2.22,17.11,
35,6200.31,FeI,2.61,19.91,
36,6219.28,FeI,2.2,37.61,6.499
37,6265.13,FeI,2.18,33.11,6.498
38,6297.79,FeI,2.22,23.61,6.505
39,6322.69,FeI,2.59,21.01,6.473
40,6335.33,FeI,2.2,47.21,6.438
41,6430.85,FeI,2.18,61.71,6.545
42,6481.87,FeI,2.28,13.61,
43,6593.87,FeI,2.43,29.11,6.508
44,6609.11,FeI,2.56,14.81,
45,5905.67,FeI,4.65,12.11,
46,5930.18,FeI,4.65,36.41,6.549
47,6003.01,FeI,3.88,25.61,6.493
48,6496.47,FeI,4.8,14.61,
49,6246.32,FeI,3.6,50.11,6.372
50,6336.82,FeI,3.69,42.01,6.371
51,6301.5,FeI,3.65,50.81,6.368
52,5445.04,FeI,4.39,51.31,6.386
53,4993.36,FeII,2.81,11.91,
54,5264.81,FeII,3.23,20.11,6.476
55,5425.26,FeII,3.2,14.11,
56,5534.85,FeII,3.25,29.51,6.457
57,6456.38,FeII,3.9,37.01,6.536
58,6432.68,FeII,2.89,13.51,
