,obs_wavelength,element,obs_ep,obs_ew,abund
0,4788.76,FeI,3.24,21.758,6.27
1,4802.88,FeI,3.64,14.897,6.2
2,4875.88,FeI,3.33,17.003,6.34
3,4907.73,FeI,3.43,17.241,6.23
4,4950.11,FeI,3.42,26.129,6.23
5,4962.57,FeI,4.18,13.941,6.35
6,4969.92,FeI,4.22,29.422,6.31
7,5044.21,FeI,2.85,28.864,6.28
8,5131.47,FeI,2.22,39.252,6.37
9,5225.53,FeI,0.11,35.882,6.44
10,5242.49,FeI,3.63,43.222,6.3
11,5243.78,FeI,4.26,16.506,6.37
12,5250.21,FeI,0.12,28.812,6.44
13,5253.46,FeI,3.28,30.887,6.27
14,5322.04,FeI,2.28,19.124,6.23
15,5373.71,FeI,4.47,18.794,6.29
16,5379.57,FeI,3.69,17.547,6.32
17,5389.48,FeI,4.42,36.378,6.31
18,5398.28,FeI,4.45,25.353,6.35
19,5466.4,FeI,4.37,29.553,6.37
20,5473.9,FeI,4.15,30.897,6.27
21,5522.45,FeI,4.21,8.327,6.38
22,5543.94,FeI,4.22,16.906,6.32
23,5546.51,FeI,4.37,10.875,6.43
24,5560.21,FeI,4.43,11.845,6.41
25,5618.63,FeI,4.21,11.702,6.34
26,5633.95,FeI,4.99,18.38,6.31
27,5638.26,FeI,4.22,27.606,6.26
28,5662.52,FeI,4.18,43.895,6.24
29,5679.02,FeI,4.65,13.813,6.42
30,5701.54,FeI,2.56,38.066,6.32
31,5705.46,FeI,4.3,7.765,6.33
32,5731.76,FeI,4.26,13.884,6.42
33,5927.79,FeI,4.65,8.301,6.33
34,6136.99,FeI,2.2,22.53,6.36
35,6151.62,FeI,2.18,13.494,6.41
36,6173.33,FeI,2.22,25.145,6.38
37,6200.31,FeI,2.61,27.82,6.38
38,6219.28,FeI,2.2,48.158,6.37
39,6265.13,FeI,2.18,43.151,6.37
40,6297.79,FeI,2.22,31.414,6.37
41,6322.69,FeI,2.59,28.793,6.37
42,6335.33,FeI,2.2,58.269,6.28
43,6481.87,FeI,2.28,20.672,6.41
44,6593.87,FeI,2.43,39.388,6.41
45,6609.11,FeI,2.56,19.544,6.36
46,6703.57,FeI,2.76,7.148,6.43
47,5653.87,FeI,4.39,5.544,6.46
48,5883.82,FeI,3.96,18.626,6.31
49,5905.67,FeI,4.65,16.034,6.35
50,5930.18,FeI,4.65,38.075,6.37
51,6003.01,FeI,3.88,30.294,6.34
52,6079.01,FeI,4.65,9.335,6.42
53,6165.36,FeI,4.14,9.646,6.39
54,6187.99,FeI,3.94,9.463,6.31
55,6315.81,FeI,4.08,8.406,6.41
56,6496.47,FeI,4.8,16.402,6.32
57,6597.56,FeI,4.8,8.145,6.43
58,6336.82,FeI,3.69,56.323,6.29
59,5060.08,FeI,0.0,9.695,6.2
60,5653.86,FeI,4.39,5.544,6.46
61,4993.36,FeII,2.81,7.96,6.4
62,5264.81,FeII,3.23,10.635,6.39
63,5414.07,FeII,3.22,4.434,6.41
64,5425.26,FeII,3.2,8.867,6.35
65,5534.85,FeII,3.25,17.123,6.38
66,6456.38,FeII,3.9,19.787,6.4
