,obs_wavelength,element,obs_ew,obs_ep
0,3786.68,FeI,48.3,1.01
1,3787.88,FeI,97.1,1.01
2,3849.97,FeI,103.5,1.01
3,3865.52,FeI,100.6,1.01
4,3878.02,FeI,102.4,0.96
5,3895.66,FeI,104.1,0.11
6,3902.95,FeI,98.8,1.56
7,3920.26,FeI,96.9,0.12
8,3922.91,FeI,107.8,0.05
9,3949.95,FeI,41.5,2.18
10,4005.24,FeI,95.5,1.56
11,4114.44,FeI,19.1,2.83
12,4134.68,FeI,45.5,2.83
13,4143.87,FeI,98.1,1.56
14,4154.5,FeI,43.9,2.83
15,4157.78,FeI,29.6,3.42
16,4174.91,FeI,23.6,0.91
17,4175.64,FeI,36.6,2.85
18,4181.76,FeI,55.9,2.83
19,4184.89,FeI,32.1,2.83
20,4187.04,FeI,67.7,2.45
21,4187.8,FeI,66.8,2.42
22,4191.43,FeI,59.6,2.47
23,4195.33,FeI,33.2,3.33
24,4199.1,FeI,64.6,3.05
25,4202.03,FeI,95.8,1.49
26,4216.18,FeI,45.2,0.0
27,4217.55,FeI,26.4,3.43
28,4222.21,FeI,48.4,2.45
29,4233.6,FeI,61.7,2.48
30,4238.81,FeI,38.6,3.4
31,4250.12,FeI,72.8,2.47
32,4250.79,FeI,91.1,1.56
33,4260.47,FeI,98.1,2.4
34,4271.15,FeI,78.5,2.45
35,4271.76,FeI,129.0,1.49
36,4282.4,FeI,59.0,2.18
37,4388.41,FeI,16.9,3.6
38,4404.75,FeI,126.5,1.56
39,4442.34,FeI,47.5,2.2
40,4443.19,FeI,25.6,2.86
41,4447.72,FeI,40.8,2.22
42,4461.65,FeI,50.2,0.09
43,4466.55,FeI,48.5,2.83
44,4494.56,FeI,53.1,2.2
45,4531.15,FeI,37.3,1.48
46,4592.65,FeI,24.2,1.56
47,4602.94,FeI,33.4,1.49
48,4630.12,FeI,5.1,2.28
49,4647.43,FeI,15.8,2.95
50,4733.59,FeI,9.0,1.49
51,4786.81,FeI,7.8,3.0
52,4789.65,FeI,10.5,3.53
53,4871.32,FeI,58.7,2.87
54,4872.14,FeI,49.2,2.88
55,4890.76,FeI,56.4,2.88
56,4891.49,FeI,71.1,2.85
57,4903.31,FeI,34.8,2.88
58,5044.21,FeI,5.7,2.85
59,5049.82,FeI,40.9,2.28
60,5051.63,FeI,34.1,0.92
61,5068.77,FeI,24.3,2.94
62,5079.74,FeI,14.5,0.99
63,5123.72,FeI,20.1,1.01
64,5127.36,FeI,16.1,0.92
65,5141.74,FeI,7.5,2.42
66,5151.91,FeI,12.4,1.01
67,5191.45,FeI,43.8,3.04
68,5192.34,FeI,50.6,3.0
69,5194.94,FeI,39.1,1.56
70,5198.71,FeI,13.3,2.22
71,5216.27,FeI,33.3,1.61
72,5217.39,FeI,16.1,3.21
73,5232.94,FeI,74.3,2.94
74,5242.49,FeI,10.9,3.63
75,5266.56,FeI,50.2,3.0
76,5281.79,FeI,29.3,3.04
77,5283.62,FeI,38.5,3.24
78,5339.93,FeI,29.2,3.27
79,5367.47,FeI,28.6,4.42
80,5369.96,FeI,33.1,4.37
81,5410.91,FeI,25.9,4.47
82,5415.2,FeI,37.6,4.39
83,5497.52,FeI,31.6,1.01
84,5501.47,FeI,25.3,0.96
85,5506.78,FeI,34.3,0.99
86,5586.76,FeI,47.9,3.37
87,5753.12,FeI,5.3,4.26
88,6136.61,FeI,35.4,2.45
89,6137.69,FeI,27.8,2.59
90,6213.43,FeI,8.6,2.22
91,6219.28,FeI,7.6,2.2
92,6230.72,FeI,34.7,2.56
93,6246.32,FeI,14.8,3.6
94,6265.13,FeI,7.8,2.18
95,6393.6,FeI,28.4,2.43
96,6421.35,FeI,18.3,2.28
97,6592.91,FeI,19.4,2.73
98,6750.15,FeI,5.2,2.42
99,4491.41,FeII,17.8,2.86
100,4515.34,FeII,27.2,2.84
101,4555.89,FeII,33.9,2.83
102,4576.34,FeII,12.7,2.84
103,5197.58,FeII,24.9,3.23
104,5234.63,FeII,28.0,3.22
105,5276.0,FeII,34.5,3.2
106,5325.55,FeII,5.1,3.22
