,obs_wavelength,element,obs_ew,obs_ep
0,3949.95,FeI,69.5,2.18
1,4114.44,FeI,48.9,2.83
2,4134.68,FeI,77.6,2.83
3,4147.67,FeI,67.5,1.48
4,4157.78,FeI,64.1,3.42
5,4174.91,FeI,61.7,0.91
6,4175.64,FeI,67.0,2.85
7,4184.89,FeI,63.4,2.83
8,4216.18,FeI,79.0,0.0
9,4217.55,FeI,61.9,3.43
10,4375.93,FeI,89.6,0.0
11,4388.41,FeI,54.6,3.6
12,4443.19,FeI,57.9,2.86
13,4447.72,FeI,81.8,2.22
14,4461.65,FeI,82.7,0.09
15,4466.55,FeI,83.4,2.83
16,4489.74,FeI,53.0,0.12
17,4494.56,FeI,88.8,2.2
18,4595.36,FeI,15.3,3.29
19,4602.94,FeI,70.7,1.49
20,4630.12,FeI,23.4,2.28
21,4643.46,FeI,24.5,3.64
22,4647.43,FeI,47.2,2.95
23,4661.97,FeI,8.3,2.98
24,4736.77,FeI,71.4,3.21
25,4786.81,FeI,35.3,3.0
26,4789.65,FeI,37.3,3.53
27,4800.65,FeI,13.5,4.12
28,4903.31,FeI,72.3,2.88
29,4924.77,FeI,39.5,2.28
30,4938.81,FeI,63.5,2.88
31,4939.69,FeI,54.8,0.86
32,4966.09,FeI,59.1,3.33
33,5049.82,FeI,79.5,2.28
34,5068.77,FeI,61.6,2.94
35,5083.34,FeI,62.5,0.96
36,5123.72,FeI,58.4,1.01
37,5127.36,FeI,51.8,0.92
38,5131.47,FeI,28.2,2.22
39,5141.74,FeI,32.5,2.42
40,5150.84,FeI,54.8,0.99
41,5151.91,FeI,45.2,1.01
42,5194.94,FeI,74.1,1.56
43,5198.71,FeI,46.2,2.22
44,5216.27,FeI,70.1,1.61
45,5217.39,FeI,50.0,3.21
46,5225.53,FeI,21.0,0.11
47,5242.49,FeI,37.1,3.63
48,5266.56,FeI,105.4,3.0
49,5281.79,FeI,70.8,3.04
50,5283.62,FeI,88.0,3.24
51,5288.53,FeI,12.4,3.68
52,5307.36,FeI,34.8,1.61
53,5332.9,FeI,43.5,1.55
54,5339.93,FeI,71.7,3.27
55,5364.87,FeI,57.2,4.45
56,5379.57,FeI,12.4,3.69
57,5397.13,FeI,112.8,0.92
58,5434.52,FeI,95.7,1.01
59,5497.52,FeI,71.9,1.01
60,5501.47,FeI,63.1,0.96
61,5506.78,FeI,73.6,0.99
62,5586.76,FeI,104.0,3.37
63,5662.52,FeI,34.7,4.18
64,5753.12,FeI,23.4,4.26
65,5816.37,FeI,18.2,4.55
66,6065.48,FeI,62.1,2.61
67,6136.61,FeI,76.3,2.45
68,6137.69,FeI,71.9,2.59
69,6151.62,FeI,7.6,2.18
70,6191.56,FeI,69.9,2.43
71,6230.72,FeI,77.0,2.56
72,6240.65,FeI,8.2,2.22
73,6246.32,FeI,53.0,3.6
74,6265.13,FeI,34.2,2.18
75,6297.79,FeI,21.5,2.22
76,6322.68,FeI,17.4,2.59
77,6344.15,FeI,10.5,2.43
78,6355.03,FeI,16.9,2.84
79,6393.6,FeI,69.5,2.43
80,6421.35,FeI,54.4,2.28
81,6430.85,FeI,59.2,2.18
82,6494.98,FeI,84.5,2.4
83,6592.91,FeI,57.4,2.73
84,6609.11,FeI,14.3,2.56
85,6677.99,FeI,65.0,2.69
86,6750.15,FeI,24.4,2.42
87,4178.86,FeII,53.6,2.58
88,4233.17,FeII,81.9,2.58
89,4491.41,FeII,40.1,2.86
90,4515.34,FeII,49.5,2.84
91,4555.89,FeII,55.2,2.83
92,4576.34,FeII,29.5,2.84
93,4583.84,FeII,78.4,2.81
94,4620.52,FeII,16.1,2.83
95,5197.58,FeII,47.5,3.23
96,5234.63,FeII,51.7,3.22
97,5276.0,FeII,66.5,3.2
98,5325.55,FeII,10.9,3.22
99,5414.07,FeII,9.4,3.22
