,obs_wavelength,element,obs_ew,obs_ep
0,4788.77,FeI,7.8,3.24
1,4800.65,FeI,5.9,4.14
2,4924.78,FeI,20.2,2.28
3,4939.69,FeI,28.6,0.86
4,4950.11,FeI,8.6,3.42
5,4973.1,FeI,15.5,3.96
6,5044.22,FeI,9.2,2.85
7,5067.15,FeI,8.8,4.22
8,5074.75,FeI,34.9,4.22
9,5090.78,FeI,17.3,4.26
10,5109.66,FeI,10.7,4.3
11,5126.2,FeI,7.1,4.26
12,5127.37,FeI,27.9,0.91
13,5131.48,FeI,12.8,2.22
14,5141.75,FeI,15.1,2.42
15,5159.06,FeI,9.4,4.28
16,5187.92,FeI,3.9,4.14
17,5198.72,FeI,24.8,2.22
18,5225.53,FeI,6.6,0.11
19,5228.38,FeI,5.3,4.22
20,5242.5,FeI,19.5,3.63
21,5243.78,FeI,5.9,4.26
22,5247.06,FeI,5.3,0.09
23,5250.22,FeI,6.2,0.12
24,5250.65,FeI,27.5,2.2
25,5253.47,FeI,8.7,3.28
26,5263.31,FeI,33.4,3.26
27,5281.8,FeI,46.4,3.04
28,5288.53,FeI,4.4,3.69
29,5307.37,FeI,15.6,1.61
30,5322.05,FeI,4.5,2.28
31,5339.94,FeI,45.0,3.26
32,5364.88,FeI,37.7,4.44
33,5365.41,FeI,12.9,3.57
34,5367.48,FeI,43.0,4.41
35,5373.71,FeI,7.7,4.47
36,5379.58,FeI,5.1,3.69
37,5389.49,FeI,14.6,4.41
38,5393.18,FeI,42.9,3.24
39,5398.29,FeI,9.4,4.44
40,5409.14,FeI,4.2,4.37
41,5415.21,FeI,52.4,4.39
42,5432.96,FeI,10.0,4.44
43,5445.05,FeI,32.4,4.39
44,5473.91,FeI,11.9,4.15
45,5501.48,FeI,39.9,0.96
46,5543.94,FeI,5.1,4.22
47,5554.9,FeI,13.4,4.55
48,5569.63,FeI,44.8,3.42
49,5576.1,FeI,30.1,3.43
50,5624.56,FeI,34.4,3.42
51,5633.95,FeI,8.0,4.99
52,5638.27,FeI,9.3,4.22
53,5679.03,FeI,6.4,4.65
54,5686.54,FeI,9.3,4.55
55,5701.56,FeI,13.1,2.56
56,5717.84,FeI,6.2,4.28
57,5859.6,FeI,8.7,4.55
58,6003.02,FeI,11.2,3.88
59,6024.07,FeI,28.4,4.55
60,6027.06,FeI,7.3,4.07
61,6157.73,FeI,6.5,4.07
62,6173.34,FeI,5.8,2.22
63,6200.32,FeI,8.3,2.61
64,6213.44,FeI,13.5,2.22
65,6219.29,FeI,16.8,2.2
66,6246.33,FeI,27.5,3.6
67,6252.56,FeI,40.5,2.4
68,6265.14,FeI,13.4,2.18
69,6335.34,FeI,22.2,2.2
70,6336.83,FeI,20.3,3.69
71,6355.04,FeI,6.1,2.84
72,6358.69,FeI,4.8,0.86
73,6393.61,FeI,46.5,2.43
74,6411.66,FeI,32.6,3.65
75,6421.36,FeI,29.8,2.28
76,6430.86,FeI,33.2,2.18
77,4993.35,FeII,6.8,2.81
78,5132.67,FeII,2.5,2.81
79,5197.58,FeII,39.5,3.23
80,5234.63,FeII,43.0,3.22
81,5264.81,FeII,10.0,3.23
82,5284.11,FeII,15.7,2.89
83,5325.56,FeII,8.7,3.22
84,5414.08,FeII,2.9,3.22
85,5425.26,FeII,7.6,3.2
86,5534.85,FeII,18.1,3.24
87,6149.25,FeII,6.4,3.89
88,6238.39,FeII,7.2,3.89
89,6247.56,FeII,14.3,3.89
90,6416.93,FeII,5.6,3.89
91,6432.68,FeII,7.4,2.89
