,obs_wavelength,element,obs_ew,obs_ep
0,4788.77,FeI,23.5,3.24
1,4800.65,FeI,15.5,4.14
2,4924.78,FeI,50.5,2.28
3,4950.11,FeI,24.5,3.42
4,4962.58,FeI,12.1,4.18
5,4973.1,FeI,37.3,3.96
6,5044.22,FeI,30.2,2.85
7,5054.68,FeI,6.8,3.64
8,5067.15,FeI,21.6,4.22
9,5074.75,FeI,62.9,4.22
10,5090.78,FeI,38.5,4.26
11,5109.66,FeI,23.5,4.3
12,5126.2,FeI,20.7,4.26
13,5127.37,FeI,62.8,0.91
14,5131.48,FeI,38.5,2.22
15,5141.75,FeI,42.8,2.42
16,5145.1,FeI,15.2,2.2
17,5159.06,FeI,21.1,4.28
18,5187.92,FeI,11.8,4.14
19,5198.72,FeI,56.3,2.22
20,5225.53,FeI,35.3,0.11
21,5242.5,FeI,41.3,3.63
22,5243.78,FeI,15.2,4.26
23,5247.06,FeI,29.3,0.09
24,5250.22,FeI,28.7,0.12
25,5250.65,FeI,60.7,2.2
26,5253.47,FeI,28.7,3.28
27,5288.53,FeI,14.2,3.69
28,5307.37,FeI,44.2,1.61
29,5321.11,FeI,6.6,4.43
30,5322.05,FeI,17.8,2.28
31,5364.88,FeI,68.3,4.44
32,5365.41,FeI,33.0,3.57
33,5373.71,FeI,16.2,4.47
34,5379.58,FeI,16.5,3.69
35,5389.49,FeI,32.5,4.41
36,5398.29,FeI,23.0,4.44
37,5409.14,FeI,10.6,4.37
38,5432.96,FeI,19.1,4.44
39,5445.05,FeI,57.4,4.39
40,5473.91,FeI,28.2,4.15
41,5501.48,FeI,75.8,0.96
42,5543.94,FeI,15.3,4.22
43,5554.9,FeI,30.2,4.55
44,5560.22,FeI,10.3,4.43
45,5567.4,FeI,15.9,2.61
46,5576.1,FeI,65.0,3.43
47,5618.64,FeI,9.6,4.21
48,5633.95,FeI,16.6,4.99
49,5638.27,FeI,25.8,4.22
50,5679.03,FeI,13.1,4.65
51,5686.54,FeI,20.8,4.55
52,5701.56,FeI,37.2,2.56
53,5717.84,FeI,14.1,4.28
54,5731.77,FeI,12.7,4.26
55,5852.23,FeI,6.2,4.55
56,5859.6,FeI,21.0,4.55
57,6003.02,FeI,27.8,3.88
58,6024.07,FeI,50.7,4.55
59,6027.06,FeI,18.9,4.07
60,6079.02,FeI,7.6,4.65
61,6082.72,FeI,5.6,2.22
62,6151.62,FeI,12.0,2.18
63,6157.73,FeI,17.8,4.07
64,6173.34,FeI,24.2,2.22
65,6180.21,FeI,12.8,2.73
66,6200.32,FeI,25.8,2.61
67,6213.44,FeI,39.3,2.22
68,6219.29,FeI,46.0,2.2
69,6246.33,FeI,61.1,3.6
70,6252.56,FeI,74.3,2.4
71,6265.14,FeI,42.2,2.18
72,6335.34,FeI,57.1,2.2
73,6336.83,FeI,48.9,3.69
74,6355.04,FeI,21.0,2.84
75,6358.69,FeI,26.0,0.86
76,6393.61,FeI,80.6,2.43
77,6411.66,FeI,71.0,3.65
78,6421.36,FeI,65.9,2.28
79,6430.86,FeI,71.1,2.18
80,4993.35,FeII,8.2,2.81
81,5197.58,FeII,36.6,3.23
82,5234.63,FeII,40.1,3.22
83,5264.81,FeII,9.6,3.23
84,5284.11,FeII,15.5,2.89
85,5325.56,FeII,7.6,3.22
86,5414.08,FeII,4.0,3.22
87,5425.26,FeII,7.6,3.2
88,5534.85,FeII,17.0,3.24
89,6149.25,FeII,5.4,3.89
90,6238.39,FeII,8.0,3.89
91,6247.56,FeII,12.9,3.89
92,6416.93,FeII,6.6,3.89
93,6432.68,FeII,7.4,2.89
