,obs_wavelength,element,obs_ew,obs_ep
0,4788.77,FeI,23.1,3.24
1,4800.65,FeI,14.5,4.14
2,4924.78,FeI,48.0,2.28
3,4950.11,FeI,23.2,3.42
4,4962.58,FeI,11.8,4.18
5,4973.1,FeI,35.3,3.96
6,5044.22,FeI,25.2,2.85
7,5054.68,FeI,5.4,3.64
8,5067.15,FeI,21.2,4.22
9,5074.75,FeI,62.2,4.22
10,5090.78,FeI,36.5,4.26
11,5109.66,FeI,23.0,4.3
12,5126.2,FeI,19.2,4.26
13,5127.37,FeI,59.5,0.91
14,5131.48,FeI,36.5,2.22
15,5141.75,FeI,38.7,2.42
16,5145.1,FeI,11.7,2.2
17,5159.06,FeI,20.8,4.28
18,5187.92,FeI,12.6,4.14
19,5198.72,FeI,53.1,2.22
20,5225.53,FeI,30.1,0.11
21,5228.38,FeI,14.8,4.22
22,5242.5,FeI,40.2,3.63
23,5243.78,FeI,14.7,4.26
24,5247.06,FeI,24.6,0.09
25,5250.22,FeI,24.3,0.12
26,5250.65,FeI,56.8,2.2
27,5253.47,FeI,26.5,3.28
28,5288.53,FeI,13.7,3.69
29,5307.37,FeI,42.9,1.61
30,5321.11,FeI,6.4,4.43
31,5322.05,FeI,15.8,2.28
32,5364.88,FeI,62.8,4.44
33,5365.41,FeI,32.0,3.57
34,5373.71,FeI,16.6,4.47
35,5379.58,FeI,16.1,3.69
36,5389.49,FeI,32.7,4.41
37,5398.29,FeI,23.1,4.44
38,5409.14,FeI,12.1,4.37
39,5432.96,FeI,20.3,4.44
40,5445.05,FeI,56.9,4.39
41,5473.91,FeI,27.7,4.15
42,5501.48,FeI,72.4,0.96
43,5543.94,FeI,15.3,4.22
44,5554.9,FeI,30.7,4.55
45,5560.22,FeI,10.3,4.43
46,5567.4,FeI,15.1,2.61
47,5576.1,FeI,62.3,3.43
48,5618.64,FeI,9.8,4.21
49,5633.95,FeI,17.6,4.99
50,5638.27,FeI,26.1,4.22
51,5679.03,FeI,13.6,4.65
52,5686.54,FeI,22.0,4.55
53,5701.56,FeI,34.8,2.56
54,5717.84,FeI,14.3,4.28
55,5731.77,FeI,12.6,4.26
56,5852.23,FeI,5.9,4.55
57,5859.6,FeI,21.2,4.55
58,6003.02,FeI,26.9,3.88
59,6024.07,FeI,53.3,4.55
60,6027.06,FeI,18.3,4.07
61,6151.62,FeI,10.3,2.18
62,6157.73,FeI,16.1,4.07
63,6165.36,FeI,7.1,4.14
64,6173.34,FeI,21.9,2.22
65,6180.21,FeI,11.9,2.73
66,6200.32,FeI,23.0,2.61
67,6213.44,FeI,35.9,2.22
68,6219.29,FeI,42.9,2.2
69,6246.33,FeI,56.9,3.6
70,6252.56,FeI,72.4,2.4
71,6265.14,FeI,39.8,2.18
72,6335.34,FeI,52.6,2.2
73,6336.83,FeI,47.3,3.69
74,6355.04,FeI,19.2,2.84
75,6358.69,FeI,22.0,0.86
76,6393.61,FeI,79.7,2.43
77,6421.36,FeI,64.6,2.28
78,4993.35,FeII,9.2,2.81
79,5132.67,FeII,3.5,2.81
80,5197.58,FeII,43.3,3.23
81,5234.63,FeII,47.8,3.22
82,5264.81,FeII,13.7,3.23
83,5284.11,FeII,21.8,2.89
84,5325.56,FeII,10.9,3.22
85,5414.08,FeII,5.0,3.22
86,5425.26,FeII,9.8,3.2
87,5534.85,FeII,22.7,3.24
88,6149.25,FeII,8.8,3.89
89,6238.39,FeII,10.7,3.89
90,6247.56,FeII,17.8,3.89
91,6416.93,FeII,9.5,3.89
92,4788.77,FeI,21.8,3.24
93,4800.65,FeI,14.9,4.14
94,4924.78,FeI,48.2,2.28
95,4939.69,FeI,61.5,0.86
96,4950.11,FeI,25.6,3.42
97,4962.58,FeI,14.2,4.18
98,4973.1,FeI,36.9,3.96
99,5044.22,FeI,25.4,2.85
100,5054.68,FeI,6.1,3.64
101,5067.15,FeI,20.4,4.22
102,5090.78,FeI,37.5,4.26
103,5109.66,FeI,23.2,4.3
104,5126.2,FeI,18.9,4.26
105,5127.37,FeI,60.5,0.91
106,5131.48,FeI,37.4,2.22
107,5141.75,FeI,38.3,2.42
108,5145.1,FeI,12.6,2.2
109,5159.06,FeI,21.7,4.28
110,5187.92,FeI,12.3,4.14
111,5198.72,FeI,54.7,2.22
112,5225.53,FeI,30.0,0.11
113,5228.38,FeI,14.9,4.22
114,5242.5,FeI,41.5,3.63
115,5243.78,FeI,17.3,4.26
116,5247.06,FeI,25.5,0.09
117,5250.22,FeI,24.4,0.12
118,5250.65,FeI,61.6,2.2
119,5253.47,FeI,27.4,3.28
120,5263.31,FeI,71.2,3.26
121,5281.8,FeI,84.1,3.04
122,5288.53,FeI,13.2,3.69
123,5307.37,FeI,42.2,1.61
124,5321.11,FeI,7.2,4.43
125,5322.05,FeI,16.1,2.28
126,5339.94,FeI,86.1,3.26
127,5365.41,FeI,32.7,3.57
128,5367.48,FeI,75.3,4.41
129,5373.71,FeI,18.1,4.47
130,5379.58,FeI,17.2,3.69
131,5389.49,FeI,32.4,4.41
132,5393.18,FeI,83.0,3.24
133,5398.29,FeI,24.6,4.44
134,5409.14,FeI,10.4,4.37
135,5432.96,FeI,21.6,4.44
136,5445.05,FeI,58.2,4.39
137,5473.91,FeI,29.8,4.15
138,5501.48,FeI,72.7,0.96
139,5543.94,FeI,14.7,4.22
140,5554.9,FeI,32.1,4.55
141,5560.22,FeI,12.5,4.43
142,5567.4,FeI,15.5,2.61
143,5576.1,FeI,62.7,3.43
144,5618.64,FeI,10.1,4.21
145,5624.56,FeI,74.3,3.42
146,5633.95,FeI,18.0,4.99
147,5638.27,FeI,26.8,4.22
148,5679.03,FeI,12.3,4.65
149,5686.54,FeI,22.1,4.55
150,5701.56,FeI,35.5,2.56
151,5717.84,FeI,16.8,4.28
152,5731.77,FeI,12.3,4.26
153,5852.23,FeI,5.7,4.55
154,5856.1,FeI,4.6,4.29
155,5859.6,FeI,20.4,4.55
156,6003.02,FeI,27.6,3.88
157,6024.07,FeI,50.9,4.55
158,6027.06,FeI,18.4,4.07
159,6079.02,FeI,7.8,4.65
160,6082.72,FeI,5.9,2.22
161,6151.62,FeI,10.2,2.18
162,6157.73,FeI,16.1,4.07
163,6165.36,FeI,7.6,4.14
164,6173.34,FeI,21.7,2.22
165,6180.21,FeI,12.1,2.73
166,6200.32,FeI,23.7,2.61
167,6213.44,FeI,37.3,2.22
168,6219.29,FeI,44.6,2.2
169,6246.33,FeI,61.0,3.6
170,6252.56,FeI,71.5,2.4
171,6265.14,FeI,39.9,2.18
172,6335.34,FeI,53.7,2.2
173,6336.83,FeI,46.7,3.69
174,6355.04,FeI,21.5,2.84
175,6358.69,FeI,21.3,0.86
176,6393.61,FeI,82.7,2.43
177,6411.66,FeI,71.1,3.65
178,6421.36,FeI,65.8,2.28
179,6430.86,FeI,69.1,2.18
180,4993.35,FeII,8.6,2.81
181,5197.58,FeII,46.2,3.23
182,5234.63,FeII,47.7,3.22
183,5264.81,FeII,13.0,3.23
184,5284.11,FeII,21.6,2.89
185,5325.56,FeII,11.7,3.22
186,5414.08,FeII,4.6,3.22
187,5425.26,FeII,10.3,3.2
188,5534.85,FeII,25.0,3.24
189,6084.1,FeII,4.9,3.2
190,6149.25,FeII,8.7,3.89
191,6238.39,FeII,11.8,3.89
192,6247.56,FeII,18.1,3.89
193,6416.93,FeII,8.6,3.89
194,6432.68,FeII,9.1,2.89
