,obs_wavelength,element,obs_ew,obs_ep
0,4788.77,FeI,5.7,3.24
1,4924.78,FeI,15.2,2.28
2,4939.69,FeI,22.6,0.86
3,4950.11,FeI,6.0,3.42
4,4973.1,FeI,10.5,3.96
5,5044.22,FeI,6.9,2.85
6,5067.15,FeI,5.6,4.22
7,5074.75,FeI,27.7,4.22
8,5090.78,FeI,11.6,4.26
9,5109.66,FeI,6.2,4.3
10,5126.2,FeI,4.6,4.26
11,5127.37,FeI,22.3,0.91
12,5131.48,FeI,9.4,2.22
13,5141.75,FeI,10.2,2.42
14,5159.06,FeI,5.9,4.28
15,5198.72,FeI,18.9,2.22
16,5225.53,FeI,5.5,0.11
17,5228.38,FeI,3.3,4.22
18,5242.5,FeI,13.3,3.63
19,5247.06,FeI,4.3,0.09
20,5250.22,FeI,4.0,0.12
21,5250.65,FeI,21.3,2.2
22,5253.47,FeI,6.6,3.28
23,5263.31,FeI,25.5,3.26
24,5281.8,FeI,37.3,3.04
25,5307.37,FeI,11.8,1.61
26,5322.05,FeI,2.9,2.28
27,5339.94,FeI,35.9,3.26
28,5364.88,FeI,28.0,4.44
29,5365.41,FeI,8.8,3.57
30,5367.48,FeI,32.6,4.41
31,5373.71,FeI,3.7,4.47
32,5379.58,FeI,3.4,3.69
33,5389.49,FeI,9.2,4.41
34,5393.18,FeI,33.9,3.24
35,5398.29,FeI,6.3,4.44
36,5415.21,FeI,42.8,4.39
37,5432.96,FeI,6.8,4.44
38,5445.05,FeI,24.3,4.39
39,5473.91,FeI,7.7,4.15
40,5501.48,FeI,33.9,0.96
41,5543.94,FeI,3.2,4.22
42,5554.9,FeI,9.1,4.55
43,5567.4,FeI,2.7,2.61
44,5569.63,FeI,35.5,3.42
45,5576.1,FeI,22.3,3.43
46,5686.54,FeI,4.8,4.55
47,5701.56,FeI,9.5,2.56
48,5859.6,FeI,5.3,4.55
49,6003.02,FeI,6.2,3.88
50,6024.07,FeI,19.1,4.55
51,6027.06,FeI,5.3,4.07
52,6173.34,FeI,4.3,2.22
53,6200.32,FeI,5.3,2.61
54,6213.44,FeI,8.9,2.22
55,6219.29,FeI,11.9,2.2
56,6246.33,FeI,20.2,3.6
57,6252.56,FeI,31.5,2.4
58,6265.14,FeI,9.3,2.18
59,6335.34,FeI,18.3,2.2
60,6336.83,FeI,14.3,3.69
61,6393.61,FeI,36.4,2.43
62,6411.66,FeI,22.8,3.65
63,6421.36,FeI,24.5,2.28
64,6430.86,FeI,28.6,2.18
65,4993.35,FeII,4.7,2.81
66,5197.58,FeII,33.6,3.23
67,5234.63,FeII,37.2,3.22
68,5264.81,FeII,8.0,3.23
69,5284.11,FeII,12.6,2.89
70,5325.56,FeII,6.1,3.22
71,5425.26,FeII,5.5,3.2
72,5534.85,FeII,13.5,3.24
73,6149.25,FeII,4.7,3.89
74,6238.39,FeII,6.5,3.89
75,6247.56,FeII,10.3,3.89
