,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5225.525,0.11,57.9,6.122
1,FeI,5247.049,0.087,52.3,6.198
2,FeI,5250.208,0.121,51.8,6.148
3,FeI,5326.14,3.57,8.7,6.223
4,FeI,5412.798,4.44,4.0,6.39
5,FeI,5491.84,4.19,2.5,6.317
6,FeI,5600.226,4.26,8.5,6.228
7,FeI,5661.348,4.28,2.8,6.099
8,FeI,5696.102,4.55,2.6,6.422
9,FeI,5701.545,2.56,53.9,6.109
10,FeI,5705.466,4.3,8.1,6.246
11,FeI,5778.455,2.59,7.2,6.352
12,FeI,5784.657,3.34,4.4,6.084
13,FeI,5855.091,4.607,2.1,6.013
14,FeI,5909.97,3.21,7.4,6.145
15,FeI,5956.692,0.859,31.0,6.225
16,FeI,6082.708,2.223,11.9,6.25
17,FeI,6120.244,0.91,2.5,6.396
18,FeI,6136.993,2.198,35.2,6.16
19,FeI,6151.617,2.176,22.4,6.259
20,FeI,6173.341,2.223,37.6,6.206
21,FeI,6180.203,2.73,21.0,6.137
22,FeI,6200.314,2.609,38.7,6.136
23,FeI,6219.279,2.198,63.5,6.171
24,FeI,6240.645,2.22,18.6,6.159
25,FeI,6265.131,2.176,58.3,6.175
26,FeI,6271.276,3.33,4.2,6.173
27,FeI,6297.792,2.223,44.2,6.159
28,FeI,6311.5,2.832,6.6,6.223
29,FeI,6322.69,2.588,40.2,6.093
30,FeI,6481.869,2.279,33.2,6.228
31,FeI,6498.937,0.958,24.4,6.253
32,FeI,6518.365,2.83,26.2,6.316
33,FeI,6574.225,0.99,12.3,6.27
34,FeI,6581.207,1.48,5.1,6.172
35,FeI,6593.871,2.433,52.7,6.147
36,FeI,6609.11,2.559,30.1,6.149
37,FeI,6625.021,1.01,5.8,6.259
38,FeI,6739.52,1.557,3.3,6.1
39,FeI,6750.15,2.424,42.3,6.169
40,FeI,6752.705,4.64,4.8,6.082
41,FeI,6793.252,4.08,3.0,6.449
42,FeI,6804.001,4.65,2.9,6.207
43,FeI,6837.016,4.59,2.9,6.372
44,FeI,6854.838,4.59,1.9,6.311
45,FeI,6945.203,2.424,52.9,6.22
46,FeI,6971.933,3.02,3.7,6.339
47,FeI,6978.85,2.484,46.8,6.189
48,FeI,5197.929,4.301,7.3,6.24
49,FeI,5223.187,3.635,6.0,6.217
50,FeI,5242.491,3.634,51.7,6.089
51,FeI,5253.023,2.279,5.9,6.298
52,FeI,5285.118,4.434,5.1,6.237
53,FeI,5288.528,3.695,19.1,6.142
54,FeI,5321.109,4.434,9.3,6.253
