,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,5225.525,0.11,56.3,7.203
1,FeI,5247.049,0.087,50.6,7.226
2,FeI,5250.208,0.121,49.2,7.14
3,FeI,5326.14,3.57,13.2,6.855
4,FeI,5412.798,4.44,7.9,7.006
5,FeI,5491.84,4.19,3.3,6.757
6,FeI,5600.226,4.26,16.9,6.92
7,FeI,5661.348,4.28,8.6,6.94
8,FeI,5696.102,4.55,3.6,6.845
9,FeI,5701.545,2.56,58.3,6.985
10,FeI,5705.466,4.3,17.1,6.967
11,FeI,5778.455,2.59,10.3,7.038
12,FeI,5784.657,3.34,9.1,6.863
13,FeI,5855.091,4.607,7.8,6.892
14,FeI,5909.97,3.21,31.1,7.423
15,FeI,5956.692,0.859,33.8,7.099
16,FeI,6082.708,2.223,16.5,6.997
17,FeI,6120.244,0.91,3.8,7.273
18,FeI,6136.993,2.198,43.2,7.036
19,FeI,6151.617,2.176,28.3,7.032
20,FeI,6173.341,2.223,45.9,7.098
21,FeI,6180.203,2.73,29.9,6.946
22,FeI,6200.314,2.609,48.8,7.038
23,FeI,6219.279,2.198,67.6,7.118
24,FeI,6240.645,2.22,26.9,7.012
25,FeI,6265.131,2.176,62.9,7.109
26,FeI,6271.276,3.33,14.7,7.215
27,FeI,6280.616,0.859,46.8,7.218
28,FeI,6297.792,2.223,52.9,7.103
29,FeI,6311.5,2.832,11.1,6.96
30,FeI,6322.69,2.588,44.1,6.859
31,FeI,6481.869,2.279,42.0,7.087
32,FeI,6498.937,0.958,32.8,7.226
33,FeI,6574.225,0.99,18.4,7.205
34,FeI,6581.207,1.48,8.4,7.05
35,FeI,6593.871,2.433,61.0,7.095
36,FeI,6609.11,2.559,40.3,7.007
37,FeI,6667.725,4.58,6.0,7.349
38,FeI,6739.52,1.557,6.4,7.024
39,FeI,6750.15,2.424,52.4,7.102
40,FeI,6752.705,4.64,13.2,6.856
41,FeI,6793.252,4.08,6.6,7.141
42,FeI,5197.929,4.301,14.1,6.895
43,FeI,5206.801,4.283,4.0,7.204
44,FeI,5223.187,3.635,12.0,6.952
45,FeI,5242.491,3.634,62.1,7.022
46,FeI,5253.023,2.279,7.4,6.945
47,FeI,5279.654,3.301,2.4,7.156
48,FeI,5285.118,4.434,9.6,6.837
49,FeI,5288.528,3.695,31.1,6.919
50,FeI,5320.039,3.642,7.1,6.938
51,FeI,5321.109,4.434,17.5,6.904
52,FeI,5365.396,3.573,52.5,7.005
53,FeI,5376.826,4.294,4.5,6.851
54,FeI,5379.574,3.695,36.0,6.964
55,FeI,5389.479,4.415,54.2,6.917
56,FeI,5395.215,4.446,8.4,6.998
57,FeI,5398.277,4.446,45.6,6.938
58,FeI,5401.264,4.32,7.2,6.782
59,FeI,5406.77,4.371,14.5,6.92
60,FeI,5409.133,4.371,25.6,6.818
61,FeI,5436.297,4.386,16.1,6.854
62,FeI,5436.587,2.279,25.6,7.084
63,FeI,5441.354,4.312,10.7,6.818
64,FeI,5443.409,4.103,4.4,7.419
65,FeI,5464.278,4.143,16.4,6.926
66,FeI,5470.092,4.446,12.6,7.045
67,FeI,5473.164,4.191,7.5,6.951
68,FeI,5473.9,4.154,49.9,6.858
69,FeI,5517.069,4.209,7.0,6.97
70,FeI,5522.447,4.209,18.0,6.858
71,FeI,5546.5,4.371,24.6,6.872
72,FeI,5549.948,3.695,4.0,6.982
73,FeI,5552.691,4.956,2.5,6.932
74,FeI,5568.072,4.154,4.0,7.555
75,FeI,5568.867,3.635,4.2,6.999
76,FeI,5587.573,4.143,15.1,6.903
77,FeI,5595.075,5.064,4.4,7.223
78,FeI,5608.974,4.209,4.2,7.027
79,FeI,5618.631,4.209,27.1,6.98
80,FeI,5619.587,4.386,14.2,6.931
81,FeI,5636.696,3.64,7.4,6.95
82,FeI,5638.262,4.22,49.2,6.925
83,FeI,5650.02,5.099,11.9,6.845
84,FeI,5650.704,5.085,13.1,6.82
85,FeI,5651.47,4.473,6.7,6.966
86,FeI,5652.32,4.26,10.4,6.958
87,FeI,5653.889,4.386,14.4,6.859
88,FeI,5679.025,4.652,29.6,6.859
89,FeI,5680.241,4.186,3.6,6.951
90,FeI,5731.762,4.256,27.0,6.828
91,FeI,5732.275,4.991,4.7,6.943
92,FeI,5752.023,4.548,26.5,6.899
93,FeI,5753.121,4.26,50.1,6.919
94,FeI,5760.345,3.642,9.3,7.003
95,FeI,5775.08,4.22,30.6,6.882
96,FeI,5793.913,4.22,13.3,6.89
97,FeI,5814.805,4.283,8.5,6.938
98,FeI,5827.875,3.283,4.4,7.006
99,FeI,5837.7,4.294,5.2,7.169
100,FeI,5849.682,3.695,2.8,6.926
101,FeI,5852.217,4.548,16.1,6.868
102,FeI,5853.149,1.485,4.1,7.094
103,FeI,5856.083,4.294,14.1,6.936
104,FeI,5858.779,4.22,5.5,7.023
105,FeI,5859.578,4.548,39.5,6.836
106,FeI,5880.029,4.558,2.8,6.76
107,FeI,5881.279,4.607,4.8,6.92
108,FeI,5905.689,4.652,30.4,6.914
109,FeI,5916.249,2.453,31.0,6.988
110,FeI,5927.786,4.652,22.1,7.022
111,FeI,5934.653,3.929,45.8,6.891
112,FeI,5984.814,4.733,49.8,6.843
113,FeI,5987.066,4.795,35.8,6.798
114,FeI,6003.01,3.882,52.9,6.876
115,FeI,6027.05,4.076,37.0,6.936
116,FeI,6034.033,4.312,3.9,7.122
117,FeI,6093.666,4.607,10.6,6.857
118,FeI,6094.364,4.652,6.1,6.884
119,FeI,6096.662,3.984,14.2,6.856
120,FeI,6105.152,4.548,3.5,6.88
121,FeI,6127.909,4.143,22.3,6.874
122,FeI,6165.361,4.143,19.8,6.893
123,FeI,6187.987,3.943,17.8,6.767
124,FeI,6213.429,2.223,59.0,7.069
125,FeI,6220.776,3.882,7.6,6.993
126,FeI,6226.73,3.883,7.1,6.694
127,FeI,6229.225,2.845,16.0,6.913
128,FeI,6302.494,3.686,53.7,6.921
129,FeI,6335.328,2.198,77.8,7.174
130,FeI,6392.538,2.279,9.7,7.129
131,FeI,6436.411,4.186,3.5,6.934
132,FeI,6496.469,4.795,28.6,6.801
133,FeI,6591.325,4.593,4.2,7.03
134,FeI,6608.024,2.279,10.3,7.16
135,FeI,6627.54,4.548,13.1,7.035
136,FeI,6646.932,2.608,5.1,7.124
137,FeI,6667.417,2.453,3.0,7.105
138,FeI,6703.568,2.759,18.1,7.002
139,FeI,6710.316,1.485,10.9,7.241
140,FeI,6725.353,4.103,4.8,6.822
141,FeI,6726.661,4.607,17.9,6.807
142,FeI,6733.151,4.638,8.9,6.869
143,FeI,6745.09,4.58,3.5,7.032
144,FeI,6806.847,2.727,15.4,6.961
145,FeI,6810.257,4.607,23.1,6.89
146,FeI,6828.59,4.638,24.2,6.808
147,FeI,6839.831,2.559,13.4,6.978
148,FeI,6843.648,4.548,29.2,6.83
149,FeI,6855.159,4.558,43.2,6.937
150,FeI,6857.243,4.076,7.7,6.896
151,FeI,6861.945,2.424,8.9,7.053
152,FeI,6862.492,4.558,10.8,6.889
153,FeI,6916.678,4.154,35.1,6.994
154,FeI,6988.523,2.404,15.2,6.963
155,FeI,7022.953,4.191,32.7,6.835
156,FeI,7024.059,4.076,7.6,6.763
157,FeII,5234.625,3.221,50.9,-6.987
158,FeII,5264.812,3.23,18.7,-6.936
159,FeII,5414.073,3.221,8.8,-6.952
160,FeII,5525.125,3.267,5.5,-7.195
161,FeII,6432.68,2.891,14.1,-6.861
162,FeII,5325.553,3.221,13.8,-6.827
163,FeII,5425.257,3.199,16.1,-6.92
164,FeII,5991.376,3.153,9.4,-6.873
165,FeII,6084.111,3.199,5.8,-6.922
166,FeII,6149.258,3.889,10.9,-6.829
167,FeII,6247.557,3.892,22.7,-6.891
168,FeII,6446.41,6.222,3.2,-7.592
169,FeII,6456.383,3.903,30.9,-6.932
