,element,obs_wavelength,obs_ep,obs_ew,abund
0,FeI,4531.15,1.485,122.0,5.548
1,FeI,4547.85,3.546,48.0,5.478
2,FeI,4587.13,3.573,12.0,5.393
3,FeI,4602.0,1.608,60.0,5.34
4,FeI,4602.94,1.485,120.0,5.276
5,FeI,4619.29,3.602,30.0,5.28
6,FeI,4630.12,2.278,56.0,5.576
7,FeI,4632.91,1.608,78.0,5.449
8,FeI,4637.5,3.283,37.0,5.294
9,FeI,4638.01,3.602,38.0,5.444
10,FeI,4647.43,2.949,70.0,5.437
11,FeI,4668.13,3.266,58.0,5.572
12,FeI,4669.17,3.653,29.0,5.41
13,FeI,4678.85,3.602,60.0,5.412
14,FeI,4704.95,3.686,12.0,5.321
15,FeI,4707.27,3.241,71.0,5.589
16,FeI,4741.53,2.831,44.0,5.458
17,FeI,4786.81,3.017,45.0,5.316
18,FeI,4800.65,4.142,12.0,5.34
19,FeI,4807.71,3.368,11.0,5.506
20,FeI,4872.14,2.882,111.0,5.481
21,FeI,4885.43,3.881,22.0,5.39
22,FeI,4886.33,4.154,23.0,5.401
23,FeI,4890.75,2.875,123.0,5.511
24,FeI,4903.31,2.882,99.0,5.541
25,FeI,4909.38,3.928,15.0,5.414
26,FeI,4910.02,3.396,36.0,5.537
27,FeI,4917.23,4.191,12.0,5.531
28,FeI,4918.02,4.23,7.0,5.504
29,FeI,4924.77,2.278,78.0,5.572
30,FeI,4938.81,2.875,86.0,5.388
31,FeI,4950.1,3.417,28.0,5.522
32,FeI,4967.89,4.191,28.0,5.435
33,FeI,4969.92,4.217,20.0,5.359
34,FeI,4983.27,4.154,45.0,5.274
35,FeI,4983.87,4.103,60.0,5.408
36,FeI,4985.25,3.928,47.5,5.369
37,FeI,4985.55,2.865,70.0,5.46
38,FeI,4994.13,0.915,122.0,5.406
39,FeI,5001.86,3.881,70.0,5.285
40,FeI,5005.71,3.883,66.0,5.355
41,FeI,5006.12,2.832,111.0,5.54
42,FeI,5014.94,3.943,58.0,5.343
43,FeI,5022.24,3.984,44.0,5.411
44,FeI,5044.21,2.851,34.0,5.406
45,FeI,5048.43,3.959,16.0,5.467
46,FeI,5049.82,2.278,117.0,5.556
47,FeI,5051.63,0.915,137.0,5.564
48,FeI,5079.22,2.198,86.0,5.441
49,FeI,5083.34,0.958,118.0,5.347
50,FeI,5090.77,4.256,29.0,5.309
51,FeI,5097.0,4.283,35.0,5.348
52,FeI,5123.72,1.011,120.0,5.559
53,FeI,5127.36,0.915,112.0,5.487
54,FeI,5137.4,4.177,43.0,5.487
55,FeI,5141.74,2.424,62.0,5.349
56,FeI,5151.91,1.011,109.0,5.567
57,FeI,5162.29,4.177,65.5,5.501
58,FeI,5166.28,0.0,130.0,5.473
59,FeI,5194.94,1.557,122.0,5.352
60,FeI,5195.47,4.22,43.0,5.366
61,FeI,5196.08,4.256,22.0,5.433
62,FeI,5198.71,2.223,85.0,5.492
63,FeI,5215.18,3.266,68.0,5.32
