,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4430.61,FeI,2.22,-1.73,142.9,6.26
1,4484.22,FeI,3.6,-0.64,80.1,5.69
2,4637.5,FeI,3.28,-1.29,63.6,5.67
3,4647.43,FeI,2.95,-1.35,109.9,6.18
4,4668.13,FeI,3.26,-1.08,85.1,5.8
5,4704.95,FeI,3.68,-1.32,54.5,6.04
6,4736.77,FeI,3.21,-0.67,122.4,6.01
7,4807.71,FeI,3.37,-2.15,29.5,6.06
8,4871.32,FeI,2.87,-0.34,152.6,5.74
9,4882.14,FeI,3.41,-1.48,57.4,5.9
10,4890.76,FeI,2.88,-0.38,137.4,5.54
11,4903.31,FeI,2.88,-0.89,144.9,6.17
12,4946.39,FeI,3.37,-1.11,101.0,6.2
13,4966.09,FeI,3.33,-0.79,84.7,5.53
14,5001.86,FeI,3.88,-0.01,110.7,5.89
15,5014.94,FeI,3.94,-0.18,90.8,5.77
16,5028.13,FeI,3.57,-1.12,65.6,5.85
17,5039.25,FeI,3.37,-1.52,61.7,5.95
18,5074.75,FeI,4.22,-0.2,74.8,5.85
19,5131.47,FeI,2.22,-2.52,96.2,6.08
20,5133.69,FeI,4.17,0.36,119.8,6.0
21,5141.74,FeI,2.42,-2.24,85.6,5.87
22,5198.71,FeI,2.22,-2.09,105.5,5.8
23,5215.18,FeI,3.26,-0.86,111.5,5.96
24,5217.39,FeI,3.21,-1.07,92.5,5.77
25,5225.53,FeI,0.11,-4.75,135.4,6.3
26,5229.85,FeI,3.28,-0.97,104.3,5.95
27,5250.21,FeI,0.12,-4.9,127.0,6.31
28,5254.96,FeI,0.11,-4.76,133.8,6.28
29,5263.31,FeI,3.26,-0.87,109.4,5.92
30,5281.79,FeI,3.04,-0.83,123.3,5.85
31,5307.36,FeI,1.61,-2.91,123.8,6.18
32,5322.04,FeI,2.28,-2.8,56.3,5.8
33,5324.18,FeI,3.21,-0.11,140.0,5.62
34,5332.9,FeI,1.56,-2.78,113.0,5.78
35,5339.93,FeI,3.26,-0.63,110.7,5.69
36,5367.47,FeI,4.42,0.44,87.8,5.64
37,5379.57,FeI,3.69,-1.51,29.9,5.78
38,5389.48,FeI,4.42,-0.41,50.5,5.9
39,5410.91,FeI,4.47,0.4,88.7,5.75
40,5424.07,FeI,4.32,0.52,125.3,6.07
41,5473.9,FeI,4.15,-0.72,41.2,5.74
42,5563.6,FeI,4.19,-0.75,65.3,6.18
43,5576.09,FeI,3.43,-1.0,98.5,6.03
44,5624.54,FeI,3.41,-0.76,104.0,5.86
45,5638.26,FeI,4.22,-0.72,49.0,5.94
46,5662.52,FeI,4.17,-0.41,57.5,5.7
47,5753.12,FeI,4.26,-0.62,35.6,5.66
48,5883.82,FeI,3.96,-1.31,33.4,5.95
49,5909.97,FeI,3.21,-2.59,27.5,6.21
50,5916.25,FeI,2.45,-2.99,43.0,5.95
51,5934.65,FeI,3.93,-1.12,46.8,5.94
52,5956.69,FeI,0.86,-4.5,85.8,6.09
53,6008.56,FeI,3.88,-0.98,44.0,5.69
54,6024.06,FeI,4.55,-0.12,77.1,6.14
55,6027.05,FeI,4.08,-1.09,40.6,5.99
56,6065.48,FeI,2.61,-1.53,132.1,6.07
57,6102.17,FeI,4.83,-0.52,24.3,6.0
58,6137.69,FeI,2.59,-1.4,136.2,5.97
59,6151.62,FeI,2.17,-3.37,45.8,6.02
60,6180.2,FeI,2.73,-2.65,41.0,5.91
61,6219.28,FeI,2.2,-2.45,93.1,5.81
62,6229.23,FeI,2.85,-2.81,31.5,6.05
63,6240.65,FeI,2.22,-3.17,51.9,5.96
64,6265.13,FeI,2.17,-2.54,114.9,6.2
65,6280.62,FeI,0.86,-4.39,84.4,5.92
66,6297.79,FeI,2.22,-2.64,83.3,5.87
67,6301.5,FeI,3.65,-0.71,78.7,5.65
68,6322.69,FeI,2.59,-2.43,63.2,5.83
69,6335.33,FeI,2.2,-2.18,117.9,5.92
70,6336.82,FeI,3.68,-0.85,85.6,5.92
71,6344.15,FeI,2.43,-2.92,61.8,6.11
72,6355.03,FeI,2.84,-2.29,55.0,5.89
73,6411.65,FeI,3.65,-0.59,95.3,5.77
74,6421.35,FeI,2.28,-2.01,125.7,5.99
75,6430.85,FeI,2.17,-1.95,129.5,5.82
76,6481.87,FeI,2.28,-3.01,71.5,6.14
77,6498.94,FeI,0.96,-4.69,62.1,6.04
78,6546.24,FeI,2.76,-1.54,108.5,5.82
79,6592.91,FeI,2.73,-1.47,121.5,5.92
80,6593.87,FeI,2.43,-2.42,86.0,5.93
81,6703.57,FeI,2.76,-3.06,38.6,6.29
82,6750.15,FeI,2.42,-2.62,90.7,6.18
83,6916.68,FeI,4.15,-1.45,21.7,6.03
84,6978.85,FeI,2.48,-2.5,73.4,5.87
85,7151.46,FeI,2.48,-3.73,21.1,6.25
86,7491.65,FeI,4.3,-0.9,23.6,5.67
87,7495.07,FeI,4.22,-0.1,111.7,6.19
88,4555.89,FeII,2.83,-2.25,97.1,5.69
89,4582.84,FeII,2.84,-3.06,64.5,5.92
90,4620.52,FeII,2.83,-3.19,59.5,5.95
91,5018.44,FeII,2.89,-1.34,177.7,6.11
92,5197.58,FeII,3.23,-2.05,83.1,5.62
93,5284.11,FeII,2.89,-3.19,68.0,6.13
94,5362.87,FeII,3.2,-2.62,83.3,6.18
95,5425.26,FeII,3.2,-3.39,18.5,5.76
96,5534.85,FeII,3.25,-2.87,45.7,5.87
97,6149.26,FeII,3.89,-2.72,24.1,6.03
98,6238.39,FeII,3.89,-2.75,31.6,6.22
99,6416.92,FeII,3.89,-2.88,25.1,6.2
100,6432.68,FeII,2.89,-3.71,27.0,5.91
101,6456.38,FeII,3.9,-2.08,33.4,5.59
