,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4430.61,FeI,2.22,-1.73,49.3,4.61
1,4489.74,FeI,0.12,-3.9,88.4,4.9
2,4592.65,FeI,1.56,-2.46,52.0,4.56
3,4602.0,FeI,1.61,-3.13,19.7,4.66
4,4619.29,FeI,3.6,-1.06,8.8,4.61
5,4637.5,FeI,3.28,-1.29,13.0,4.64
6,4647.43,FeI,2.95,-1.35,23.9,4.62
7,4668.13,FeI,3.26,-1.08,17.8,4.57
8,4678.85,FeI,3.6,-0.68,17.4,4.56
9,4733.59,FeI,1.48,-2.99,38.4,4.75
10,4736.77,FeI,3.21,-0.67,44.1,4.65
11,4871.32,FeI,2.87,-0.34,81.8,4.55
12,4872.14,FeI,2.88,-0.57,72.4,4.62
13,4903.31,FeI,2.88,-0.89,53.9,4.62
14,4918.99,FeI,2.86,-0.34,80.7,4.51
15,4920.5,FeI,2.83,0.07,115.1,4.78
16,4924.77,FeI,2.28,-2.11,25.8,4.59
17,4938.81,FeI,2.88,-1.08,35.6,4.49
18,4939.69,FeI,0.86,-3.25,62.4,4.61
19,4946.39,FeI,3.37,-1.11,12.8,4.55
20,4966.09,FeI,3.33,-0.79,24.0,4.51
21,4994.13,FeI,0.91,-2.97,84.7,4.78
22,5001.86,FeI,3.88,-0.01,30.0,4.52
23,5012.07,FeI,0.86,-2.6,111.8,4.92
24,5014.94,FeI,3.94,-0.18,19.5,4.51
25,5022.24,FeI,3.98,-0.33,16.6,4.63
26,5028.13,FeI,3.57,-1.12,11.7,4.75
27,5044.21,FeI,2.85,-2.02,9.9,4.7
28,5049.82,FeI,2.28,-1.35,74.4,4.67
29,5051.64,FeI,0.91,-2.76,99.6,4.86
30,5068.77,FeI,2.94,-1.04,33.9,4.49
31,5083.34,FeI,0.96,-2.84,89.1,4.78
32,5110.41,FeI,0.0,-3.76,122.1,5.17
33,5123.72,FeI,1.01,-3.06,73.6,4.77
34,5127.36,FeI,0.91,-3.25,68.7,4.75
35,5131.47,FeI,2.22,-2.52,20.5,4.79
36,5133.69,FeI,4.17,0.36,31.4,4.52
37,5141.74,FeI,2.42,-2.24,16.5,4.64
38,5150.84,FeI,0.99,-3.04,73.2,4.72
39,5151.91,FeI,1.01,-3.32,61.2,4.82
40,5166.28,FeI,0.0,-4.12,89.9,4.84
41,5191.45,FeI,3.04,-0.55,59.1,4.53
42,5194.94,FeI,1.56,-2.02,92.7,4.77
43,5198.71,FeI,2.22,-2.09,37.5,4.71
44,5215.18,FeI,3.26,-0.86,25.0,4.5
45,5216.27,FeI,1.61,-2.08,80.9,4.67
46,5217.39,FeI,3.21,-1.07,26.3,4.68
47,5229.85,FeI,3.28,-0.97,26.0,4.66
48,5242.49,FeI,3.63,-0.97,14.7,4.77
49,5247.05,FeI,0.09,-4.97,32.2,4.84
50,5250.65,FeI,2.2,-2.18,36.5,4.75
51,5254.96,FeI,0.11,-4.76,45.7,4.88
52,5263.31,FeI,3.26,-0.87,27.4,4.56
53,5281.79,FeI,3.04,-0.83,53.5,4.71
54,5283.62,FeI,3.24,-0.45,60.4,4.69
55,5302.3,FeI,3.28,-0.73,33.1,4.56
56,5307.36,FeI,1.61,-2.91,33.0,4.68
57,5332.9,FeI,1.56,-2.78,40.1,4.62
58,5339.93,FeI,3.26,-0.63,42.2,4.59
59,5341.02,FeI,1.61,-1.95,99.5,4.87
60,5364.87,FeI,4.45,0.23,20.1,4.71
61,5367.47,FeI,4.42,0.44,30.3,4.7
62,5369.96,FeI,4.37,0.54,33.7,4.61
63,5393.17,FeI,3.24,-0.72,38.7,4.59
64,5415.2,FeI,4.39,0.64,33.8,4.54
65,5424.07,FeI,4.32,0.52,41.7,4.71
66,5497.52,FeI,1.01,-2.83,94.5,4.87
67,5501.47,FeI,0.96,-3.05,85.1,4.85
68,5572.84,FeI,3.39,-0.28,50.9,4.53
69,5576.09,FeI,3.43,-1.0,22.3,4.76
70,5586.76,FeI,3.37,-0.11,64.6,4.55
71,5624.54,FeI,3.41,-0.76,31.1,4.68
72,6065.48,FeI,2.61,-1.53,47.1,4.72
73,6137.69,FeI,2.59,-1.4,52.4,4.65
74,6213.43,FeI,2.22,-2.48,19.3,4.64
75,6219.28,FeI,2.2,-2.45,27.3,4.78
76,6252.56,FeI,2.4,-1.69,50.5,4.66
77,6265.13,FeI,2.17,-2.54,28.9,4.86
78,6335.33,FeI,2.2,-2.18,37.2,4.68
79,6393.6,FeI,2.43,-1.58,55.4,4.65
80,6411.65,FeI,3.65,-0.59,32.2,4.78
81,6421.35,FeI,2.28,-2.01,44.9,4.74
82,6430.85,FeI,2.17,-1.95,53.2,4.67
83,6546.24,FeI,2.76,-1.54,37.5,4.73
84,6592.91,FeI,2.73,-1.47,36.7,4.61
85,6677.99,FeI,2.69,-1.42,52.4,4.75
86,4233.17,FeII,2.58,-1.81,86.7,4.37
87,4489.18,FeII,2.83,-2.97,27.0,4.67
