,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4063.28,FeI,3.37,-0.81,66.23,5.12
1,4067.98,FeI,3.21,-0.53,86.31,5.05
2,4073.76,FeI,3.26,-0.97,67.51,5.21
3,4080.21,FeI,3.28,-1.18,38.8,4.94
4,4084.49,FeI,3.33,-0.54,98.23,5.57
5,4114.44,FeI,2.83,-1.3,75.86,5.07
6,4132.9,FeI,2.84,-0.92,104.4,5.38
7,4139.93,FeI,0.99,-3.51,114.7,5.64
8,4157.78,FeI,3.42,-0.4,101.2,5.49
9,4158.79,FeI,3.43,-0.7,58.49,4.93
10,4175.64,FeI,2.85,-0.83,107.6,5.36
11,4182.38,FeI,3.02,-1.18,80.51,5.34
12,4184.89,FeI,2.83,-0.87,100.9,5.3
13,4238.81,FeI,3.4,-0.23,82.45,4.85
14,4443.19,FeI,2.86,-1.04,98.81,5.21
15,4484.22,FeI,3.6,-0.64,57.16,5.03
16,4595.36,FeI,3.3,-1.76,42.16,5.5
17,4602.0,FeI,1.61,-3.13,96.46,5.52
18,4619.29,FeI,3.6,-1.06,37.84,5.15
19,4637.5,FeI,3.28,-1.29,61.31,5.31
20,4647.43,FeI,2.95,-1.35,84.62,5.36
21,4668.13,FeI,3.26,-1.08,75.13,5.3
22,4678.85,FeI,3.6,-0.68,70.26,5.29
23,4704.95,FeI,3.68,-1.32,17.75,5.03
24,4736.77,FeI,3.21,-0.67,95.85,5.17
25,4741.07,FeI,3.33,-2.4,12.06,5.49
26,4772.8,FeI,1.56,-2.9,93.33,5.09
27,4787.83,FeI,3.0,-2.62,17.5,5.49
28,4907.73,FeI,3.43,-1.7,25.86,5.26
29,4924.77,FeI,2.28,-2.11,97.83,5.38
30,4938.81,FeI,2.88,-1.08,106.7,5.27
31,4946.39,FeI,3.37,-1.11,71.56,5.38
32,4973.1,FeI,3.96,-0.95,45.63,5.56
33,5002.79,FeI,3.4,-1.46,40.39,5.31
34,5014.94,FeI,3.94,-0.18,60.76,5.0
35,5039.25,FeI,3.37,-1.52,56.5,5.57
36,5044.21,FeI,2.85,-2.02,54.99,5.38
37,5060.08,FeI,0.0,-5.43,116.1,5.65
38,5068.77,FeI,2.94,-1.04,105.4,5.29
39,5131.47,FeI,2.22,-2.52,106.0,5.75
40,5133.69,FeI,4.17,0.36,82.85,5.12
41,5141.74,FeI,2.42,-2.24,91.61,5.53
42,5162.27,FeI,4.18,0.02,65.99,5.18
43,5198.71,FeI,2.22,-2.09,108.4,5.35
44,5215.18,FeI,3.26,-0.86,75.87,5.03
45,5217.39,FeI,3.21,-1.07,79.02,5.21
46,5242.49,FeI,3.63,-0.97,56.34,5.29
47,5253.46,FeI,3.28,-1.58,47.59,5.33
48,5263.31,FeI,3.26,-0.87,82.43,5.14
49,5281.79,FeI,3.04,-0.83,113.3,5.27
50,5302.3,FeI,3.28,-0.73,99.52,5.31
51,5322.04,FeI,2.28,-2.8,51.06,5.25
52,5339.93,FeI,3.26,-0.63,106.0,5.27
53,5364.87,FeI,4.45,0.23,62.26,5.24
54,5365.4,FeI,3.57,-1.02,46.55,5.11
55,5367.47,FeI,4.42,0.44,72.15,5.15
