,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4080.21,FeI,3.28,-1.18,14.69,4.64
1,4156.8,FeI,2.83,-0.81,81.61,4.9
2,4157.78,FeI,3.42,-0.4,69.67,5.02
3,4175.64,FeI,2.85,-0.83,93.08,5.21
4,4222.21,FeI,2.45,-0.97,94.24,4.78
5,4238.81,FeI,3.4,-0.23,82.06,5.03
6,4430.61,FeI,2.22,-1.73,60.07,4.73
7,4459.12,FeI,2.17,-1.33,86.15,4.71
8,4592.65,FeI,1.56,-2.46,74.96,4.83
9,4630.12,FeI,2.28,-2.59,38.61,5.33
10,4643.46,FeI,3.65,-1.15,20.0,5.22
11,4647.43,FeI,2.95,-1.35,59.01,5.24
12,4668.13,FeI,3.26,-1.08,50.77,5.19
13,4707.27,FeI,3.24,-0.96,31.75,4.74
14,4736.77,FeI,3.21,-0.67,61.19,4.92
15,4789.65,FeI,3.55,-0.96,35.15,5.16
16,4882.14,FeI,3.41,-1.48,22.46,5.27
17,4889.0,FeI,2.2,-2.55,18.83,4.81
18,4938.81,FeI,2.88,-1.08,56.14,4.78
19,4939.69,FeI,0.86,-3.25,79.57,4.77
20,4985.25,FeI,3.93,-0.44,17.65,4.71
21,5049.82,FeI,2.28,-1.35,92.28,4.79
22,5068.77,FeI,2.94,-1.04,64.78,4.96
23,5079.22,FeI,2.2,-2.1,57.81,5.03
24,5079.74,FeI,0.99,-3.25,86.57,5.08
25,5131.47,FeI,2.22,-2.52,40.96,5.19
26,5162.27,FeI,4.18,0.02,34.2,4.9
27,5202.34,FeI,2.17,-1.87,89.91,5.13
28,5225.53,FeI,0.11,-4.75,80.05,5.36
29,5229.85,FeI,3.28,-0.97,29.55,4.79
30,5247.05,FeI,0.09,-4.97,62.57,5.28
31,5254.96,FeI,0.11,-4.76,86.92,5.42
32,5263.31,FeI,3.26,-0.87,35.39,4.75
33,5281.79,FeI,3.04,-0.83,54.75,4.68
34,5302.3,FeI,3.28,-0.73,56.09,4.92
35,5332.9,FeI,1.56,-2.78,63.33,4.92
36,5339.93,FeI,3.26,-0.63,56.81,4.79
37,5364.87,FeI,4.45,0.23,38.17,5.07
38,5369.96,FeI,4.37,0.54,36.3,4.64
39,5393.17,FeI,3.24,-0.72,47.66,4.76
40,5415.2,FeI,4.39,0.64,36.77,4.56
41,5424.07,FeI,4.32,0.52,47.18,4.78
42,5569.62,FeI,3.41,-0.52,43.15,4.64
43,5586.76,FeI,3.37,-0.11,79.9,4.69
44,5638.26,FeI,4.22,-0.72,11.69,5.11
45,5658.82,FeI,3.39,-0.76,33.12,4.73
46,5709.38,FeI,3.37,-1.01,36.4,4.97
47,6008.56,FeI,3.88,-0.98,19.51,5.2
48,6065.48,FeI,2.61,-1.53,53.68,4.79
49,6136.99,FeI,2.2,-2.93,14.11,4.94
50,6137.69,FeI,2.59,-1.4,82.19,5.0
51,6200.31,FeI,2.61,-2.44,17.91,5.06
52,6213.43,FeI,2.22,-2.48,27.76,4.88
53,6219.28,FeI,2.2,-2.45,43.28,5.08
54,6230.72,FeI,2.56,-1.28,93.32,4.97
55,6246.32,FeI,3.6,-0.77,27.42,4.84
56,6252.56,FeI,2.4,-1.69,79.47,5.03
57,6265.13,FeI,2.17,-2.54,42.34,5.1
58,6335.33,FeI,2.2,-2.18,35.01,4.65
59,6393.6,FeI,2.43,-1.58,71.47,4.82
60,6421.35,FeI,2.28,-2.01,64.55,5.0
61,6430.85,FeI,2.17,-1.95,65.55,4.8
62,6518.37,FeI,2.83,-2.46,15.18,5.26
63,6546.24,FeI,2.76,-1.54,41.89,4.83
64,4508.29,FeII,2.86,-2.25,79.31,4.95
65,4515.34,FeII,2.84,-2.36,86.67,5.17
66,4522.63,FeII,2.84,-1.99,88.71,4.86
67,4555.89,FeII,2.83,-2.25,63.97,4.7
68,5276.0,FeII,3.2,-1.9,76.37,4.9
69,5316.62,FeII,3.15,-1.78,89.01,4.9
70,5362.87,FeII,3.2,-2.62,30.97,4.96
71,5534.85,FeII,3.25,-2.87,13.14,4.81
72,6247.56,FeII,3.89,-2.33,21.37,5.26
