,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4132.06,FeI,1.61,-0.68,129.9,5.2
1,4158.79,FeI,3.43,-0.7,32.1,5.04
2,4182.38,FeI,3.02,-1.18,26.8,4.94
3,4184.89,FeI,2.83,-0.87,55.7,4.99
4,4216.18,FeI,0.0,-3.36,97.1,5.17
5,4222.21,FeI,2.45,-0.97,75.9,5.07
6,4427.31,FeI,0.05,-2.92,116.9,5.26
7,4430.61,FeI,2.22,-1.73,60.2,5.2
8,4442.34,FeI,2.2,-1.23,82.9,5.15
9,4461.65,FeI,0.09,-3.19,105.1,5.24
10,4489.74,FeI,0.12,-3.9,67.0,5.05
11,4592.65,FeI,1.56,-2.46,46.8,4.9
12,4607.65,FeI,3.26,-1.33,23.3,5.25
13,4647.43,FeI,2.95,-1.35,39.3,5.25
14,4668.13,FeI,3.26,-1.08,19.1,4.88
15,4733.59,FeI,1.48,-2.99,34.1,5.09
16,4891.49,FeI,2.85,-0.11,94.4,4.98
17,4903.31,FeI,2.88,-0.89,63.5,5.13
18,4924.77,FeI,2.28,-2.11,32.3,5.08
19,4938.81,FeI,2.88,-1.08,59.0,5.24
20,4973.1,FeI,3.96,-0.95,11.6,5.27
21,4994.13,FeI,0.91,-2.97,60.7,4.86
22,5001.86,FeI,3.88,-0.01,33.6,4.83
23,5006.12,FeI,2.83,-0.61,70.1,4.92
24,5012.07,FeI,0.86,-2.6,89.0,5.02
25,5022.24,FeI,3.98,-0.33,16.3,4.84
26,5049.82,FeI,2.28,-1.35,70.2,5.02
27,5068.77,FeI,2.94,-1.04,55.1,5.18
28,5074.75,FeI,4.22,-0.2,25.2,5.22
29,5079.74,FeI,0.99,-3.25,49.3,5.03
30,5110.41,FeI,0.0,-3.76,94.4,5.27
31,5123.72,FeI,1.01,-3.06,57.7,5.0
32,5127.36,FeI,0.91,-3.25,61.5,5.14
33,5141.74,FeI,2.42,-2.24,21.3,5.12
34,5150.84,FeI,0.99,-3.04,63.4,5.06
35,5171.6,FeI,1.48,-1.72,98.7,5.08
36,5191.45,FeI,3.04,-0.55,75.4,5.19
37,5216.27,FeI,1.61,-2.08,70.0,4.95
38,5225.53,FeI,0.11,-4.75,24.7,5.01
39,5227.19,FeI,1.56,-1.23,118.1,5.14
40,5229.85,FeI,3.28,-0.97,34.8,5.12
41,5250.21,FeI,0.12,-4.9,33.4,5.35
42,5250.65,FeI,2.2,-2.18,41.3,5.21
43,5263.31,FeI,3.26,-0.87,24.9,4.79
44,5266.56,FeI,3.0,-0.39,72.2,4.91
45,5281.79,FeI,3.04,-0.83,50.0,4.98
46,5283.62,FeI,3.24,-0.45,63.7,5.08
47,5302.3,FeI,3.28,-0.73,34.3,4.87
48,5324.18,FeI,3.21,-0.11,77.0,4.97
49,5332.9,FeI,1.56,-2.78,45.8,5.14
50,5341.02,FeI,1.61,-1.95,79.7,5.0
51,5369.96,FeI,4.37,0.54,47.4,5.08
52,5383.37,FeI,4.31,0.65,47.2,4.9
53,5393.17,FeI,3.24,-0.72,48.6,5.07
54,5397.13,FeI,0.91,-1.98,127.5,5.3
55,5405.78,FeI,0.99,-1.85,118.8,5.06
56,5410.91,FeI,4.47,0.4,23.0,4.84
57,5424.07,FeI,4.32,0.52,49.0,5.07
58,5429.7,FeI,0.96,-1.88,115.2,4.97
59,5434.52,FeI,1.01,-2.13,106.2,5.06
60,5497.52,FeI,1.01,-2.83,79.9,5.16
61,5501.47,FeI,0.96,-3.05,69.9,5.12
62,5506.78,FeI,0.99,-2.79,72.5,4.95
63,5569.62,FeI,3.41,-0.52,46.5,5.02
64,5572.84,FeI,3.39,-0.28,66.7,5.12
65,5576.09,FeI,3.43,-1.0,26.3,5.13
66,5586.76,FeI,3.37,-0.11,64.5,4.89
67,5615.64,FeI,3.33,0.04,81.2,5.02
68,5624.54,FeI,3.41,-0.76,33.5,5.02
69,5658.82,FeI,3.39,-0.76,39.1,5.1
70,6065.48,FeI,2.61,-1.53,45.0,5.05
71,6137.69,FeI,2.59,-1.4,57.9,5.12
72,6173.34,FeI,2.22,-2.88,15.8,5.31
73,6219.28,FeI,2.2,-2.45,29.3,5.2
74,6230.72,FeI,2.56,-1.28,63.9,5.07
75,6252.56,FeI,2.4,-1.69,54.3,5.12
76,6411.65,FeI,3.65,-0.59,22.4,4.84
77,6430.85,FeI,2.17,-1.95,47.5,4.98
78,6677.99,FeI,2.69,-1.42,42.0,4.95
79,4489.18,FeII,2.83,-2.97,34.8,5.14
80,4491.41,FeII,2.85,-2.64,38.5,4.9
81,4515.34,FeII,2.84,-2.36,50.2,4.83
82,4541.52,FeII,2.86,-2.79,45.4,5.19
83,4576.34,FeII,2.84,-2.92,35.4,5.1
84,4620.52,FeII,2.83,-3.19,22.5,5.08
85,4923.93,FeII,2.89,-1.21,115.6,5.04
86,5018.44,FeII,2.89,-1.34,112.4,5.08
87,5234.63,FeII,3.22,-2.18,46.7,4.97
88,5316.62,FeII,3.15,-1.78,82.2,5.15
89,5325.55,FeII,3.22,-3.16,13.1,5.17
90,5414.07,FeII,3.22,-3.58,4.3,5.06
91,5534.85,FeII,3.25,-2.87,21.5,5.16
