,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4063.59,FeI,1.56,0.06,65.5,4.76
1,4071.74,FeI,1.61,-0.01,58.0,4.59
2,4132.06,FeI,1.61,-0.68,34.4,4.49
3,4175.64,FeI,2.85,-0.83,6.8,4.77
4,4181.76,FeI,2.83,-0.37,14.0,4.66
5,4191.43,FeI,2.47,-0.67,6.5,4.25
6,4227.43,FeI,3.33,0.27,20.9,4.7
7,4250.79,FeI,1.56,-0.71,26.4,4.24
8,4271.76,FeI,1.49,-0.16,64.8,4.85
9,4315.09,FeI,2.2,-0.96,15.2,4.72
10,4404.75,FeI,1.56,-0.15,60.3,4.72
11,4415.12,FeI,1.61,-0.62,31.5,4.32
12,4736.77,FeI,3.21,-0.67,4.9,4.75
13,4871.32,FeI,2.87,-0.34,8.4,4.37
14,4918.99,FeI,2.86,-0.34,14.1,4.62
15,4920.5,FeI,2.83,0.07,22.6,4.47
16,5216.27,FeI,1.61,-2.08,4.3,4.62
17,5232.94,FeI,2.94,-0.06,19.0,4.58
18,5266.56,FeI,3.0,-0.39,5.9,4.35
19,5269.54,FeI,0.86,-1.33,45.1,4.68
20,5324.18,FeI,3.21,-0.11,7.8,4.39
21,5328.04,FeI,0.91,-1.47,39.9,4.71
22,5339.93,FeI,3.26,-0.63,4.9,4.73
23,5341.02,FeI,1.61,-1.95,6.3,4.67
24,5371.49,FeI,0.96,-1.64,26.3,4.56
25,5397.13,FeI,0.91,-1.98,11.0,4.33
26,5405.78,FeI,0.99,-1.85,14.4,4.42
27,5429.7,FeI,0.96,-1.88,22.8,4.7
28,5434.52,FeI,1.01,-2.13,7.7,4.39
29,5615.64,FeI,3.33,0.04,8.1,4.36
30,4178.86,FeII,2.58,-2.44,11.6,4.58
31,4233.17,FeII,2.58,-1.81,18.5,4.21
32,4522.63,FeII,2.84,-1.99,9.3,4.23
33,4541.52,FeII,2.86,-2.79,4.4,4.69
34,4549.47,FeII,2.83,-1.73,41.0,4.96
35,4576.34,FeII,2.84,-2.92,4.9,4.85
36,5018.44,FeII,2.89,-1.34,32.0,4.36
