,obs_wavelength,element,obs_ep,loggf,obs_ew,abund
0,4070.77,FeI,3.24,-0.87,63.5,5.67
1,4073.76,FeI,3.26,-0.97,65.6,5.83
2,4084.49,FeI,3.33,-0.54,66.7,5.5
3,4157.78,FeI,3.42,-0.4,74.6,5.63
4,4174.91,FeI,0.91,-2.94,89.1,5.64
5,4182.38,FeI,3.02,-1.18,55.0,5.56
6,4217.55,FeI,3.43,-0.48,67.8,5.55
7,4222.21,FeI,2.45,-0.97,97.0,5.6
8,4271.15,FeI,2.45,-0.35,137.5,5.85
9,4430.61,FeI,2.22,-1.73,86.9,5.79
10,4442.34,FeI,2.2,-1.23,108.8,5.75
11,4447.72,FeI,2.22,-1.34,96.6,5.61
12,4484.22,FeI,3.6,-0.64,47.9,5.5
13,4489.74,FeI,0.12,-3.9,96.1,5.75
14,4595.36,FeI,3.3,-1.76,25.5,5.85
15,4607.65,FeI,3.26,-1.33,40.6,5.68
16,4619.29,FeI,3.6,-1.06,35.4,5.69
17,4647.43,FeI,2.95,-1.35,59.6,5.69
18,4668.13,FeI,3.26,-1.08,59.3,5.75
19,4733.59,FeI,1.48,-2.99,68.2,5.8
20,4736.77,FeI,3.21,-0.67,78.5,5.65
21,4871.32,FeI,2.87,-0.34,117.0,5.74
22,4872.14,FeI,2.88,-0.57,115.1,5.94
23,4918.99,FeI,2.86,-0.34,112.9,5.63
24,4924.77,FeI,2.28,-2.11,58.3,5.64
25,4938.81,FeI,2.88,-1.08,86.1,5.81
26,4946.39,FeI,3.37,-1.11,45.9,5.65
27,4950.11,FeI,3.41,-1.5,18.2,5.51
28,4966.09,FeI,3.33,-0.79,78.4,5.88
29,4994.13,FeI,0.91,-2.97,108.5,5.92
30,5002.79,FeI,3.4,-1.46,31.0,5.76
31,5012.07,FeI,0.86,-2.6,123.1,5.82
32,5014.94,FeI,3.94,-0.18,61.1,5.62
33,5022.24,FeI,3.98,-0.33,48.9,5.6
34,5028.13,FeI,3.57,-1.12,34.3,5.67
35,5039.25,FeI,3.37,-1.52,34.4,5.85
36,5074.75,FeI,4.22,-0.2,41.9,5.61
37,5083.34,FeI,0.96,-2.84,101.7,5.68
38,5127.36,FeI,0.91,-3.25,90.8,5.79
39,5141.74,FeI,2.42,-2.24,45.8,5.7
40,5150.84,FeI,0.99,-3.04,105.0,5.98
41,5166.28,FeI,0.0,-4.12,102.3,5.81
42,5191.45,FeI,3.04,-0.55,115.2,6.04
43,5198.71,FeI,2.22,-2.09,73.0,5.78
44,5215.18,FeI,3.26,-0.86,64.5,5.58
45,5216.27,FeI,1.61,-2.08,114.2,5.94
46,5229.85,FeI,3.28,-0.97,74.5,5.89
47,5242.49,FeI,3.63,-0.97,37.1,5.63
48,5253.46,FeI,3.28,-1.58,17.0,5.39
49,5263.31,FeI,3.26,-0.87,53.6,5.4
50,5266.56,FeI,3.0,-0.39,118.0,5.88
51,5307.36,FeI,1.61,-2.91,60.4,5.67
52,5324.18,FeI,3.21,-0.11,109.5,5.66
53,5339.93,FeI,3.26,-0.63,76.4,5.56
54,5364.87,FeI,4.45,0.23,57.3,5.7
55,5379.57,FeI,3.69,-1.51,10.3,5.52
56,5383.37,FeI,4.31,0.65,81.4,5.57
57,5389.48,FeI,4.42,-0.41,27.9,5.76
58,5393.17,FeI,3.24,-0.72,92.8,5.95
59,5410.91,FeI,4.47,0.4,63.5,5.66
60,5415.2,FeI,4.39,0.64,81.4,5.67
61,5473.9,FeI,4.15,-0.72,16.6,5.47
62,5497.52,FeI,1.01,-2.83,116.7,5.98
63,5501.47,FeI,0.96,-3.05,100.4,5.79
64,5506.78,FeI,0.99,-2.79,111.9,5.81
65,5554.9,FeI,4.55,-0.27,23.8,5.66
66,5576.09,FeI,3.43,-1.0,63.0,5.87
67,5618.63,FeI,4.21,-1.25,9.2,5.77
68,5624.54,FeI,3.41,-0.76,61.1,5.57
69,5638.26,FeI,4.22,-0.72,18.5,5.6
70,5705.99,FeI,4.61,-0.46,17.5,5.74
71,5883.82,FeI,3.96,-1.31,17.0,5.85
72,6008.56,FeI,3.88,-0.98,32.7,5.8
73,6024.06,FeI,4.55,-0.12,36.1,5.76
74,6027.05,FeI,4.08,-1.09,21.1,5.88
75,6065.48,FeI,2.61,-1.53,68.4,5.53
76,6151.62,FeI,2.17,-3.37,13.9,5.78
77,6173.34,FeI,2.22,-2.88,22.6,5.6
78,6219.28,FeI,2.2,-2.45,55.9,5.75
79,6232.64,FeI,3.65,-1.24,27.9,5.7
80,6240.65,FeI,2.22,-3.17,17.0,5.74
81,6246.32,FeI,3.6,-0.77,50.0,5.58
82,6265.13,FeI,2.17,-2.54,50.4,5.72
83,6297.79,FeI,2.22,-2.64,36.1,5.63
84,6301.5,FeI,3.65,-0.71,57.4,5.7
85,6336.82,FeI,3.68,-0.85,32.5,5.43
86,6344.15,FeI,2.43,-2.92,15.8,5.68
87,6411.65,FeI,3.65,-0.59,67.5,5.74
88,6421.35,FeI,2.28,-2.01,79.7,5.8
89,6430.85,FeI,2.17,-1.95,86.6,5.73
90,6546.24,FeI,2.76,-1.54,68.3,5.68
91,6592.91,FeI,2.73,-1.47,83.9,5.84
92,6593.87,FeI,2.43,-2.42,52.9,5.92
93,6609.11,FeI,2.56,-2.69,18.6,5.67
94,6750.15,FeI,2.42,-2.62,47.5,6.01
95,4128.75,FeII,2.58,-3.47,39.7,5.51
96,4233.17,FeII,2.58,-1.81,114.5,5.39
97,4489.18,FeII,2.83,-2.97,67.5,5.76
98,4491.41,FeII,2.85,-2.64,91.3,5.95
99,4520.22,FeII,2.81,-2.6,68.7,5.39
100,4582.84,FeII,2.84,-3.06,50.9,5.55
101,4583.84,FeII,2.81,-1.74,135.9,5.89
102,5018.44,FeII,2.89,-1.34,150.3,5.73
103,5197.58,FeII,3.23,-2.05,87.9,5.57
104,5234.63,FeII,3.22,-2.18,90.2,5.78
105,5264.81,FeII,3.23,-3.23,30.4,5.74
106,5284.11,FeII,2.89,-3.19,52.8,5.73
107,5325.55,FeII,3.22,-3.16,32.9,5.71
108,5362.87,FeII,3.2,-2.62,72.9,5.86
109,5414.07,FeII,3.22,-3.58,16.9,5.74
110,5425.26,FeII,3.2,-3.39,22.1,5.67
111,5534.85,FeII,3.25,-2.87,49.0,5.74
112,6084.11,FeII,3.2,-3.88,14.0,5.9
113,6238.39,FeII,3.89,-2.75,22.4,5.78
114,6247.56,FeII,3.89,-2.33,48.4,5.88
115,6416.92,FeII,3.89,-2.88,24.4,5.95
116,6456.38,FeII,3.9,-2.08,43.7,5.55
